Genes,Transcript_Count,Norm_Symbol
ITM2C,10.0,ITM2C
CRMP1,6.0,CRMP1
UNC93A,5.0,UNC93A
KDELR1,5.0,KDELR1
KLRF1,8.0,KLRF1
GCN1,9.0,GCN1
S100A14,6.0,S100A14
MID2,4.0,MID2
PTRHD1,6.0,PTRHD1
CASS4,3.0,CASS4
KRTAP10-6,1.0,KRTAP10-6
FAM102A,7.0,FAM102A
IL37,5.0,IL37
NR2C2,13.0,NR2C2
HEY1,8.0,HEY1
CMPK2,7.0,CMPK2
SERPINE3,4.0,SERPINE3
CADPS2,8.0,CADPS2
SEMA3G,3.0,SEMA3G
HEATR5A,9.0,HEATR5A
SPATA31D3,1.0,SPATA31D3
C4B,15.666666666666664,C4B
GPX2,5.0,GPX2
NUFIP1,1.0,NUFIP1
TTC9C,6.0,TTC9C
AC018630.2,2.0,AC018630.2
GSPT1,10.0,GSPT1
PBRM1,20.0,PBRM1
CSGALNACT1,16.0,CSGALNACT1
SCARF2,3.0,SCARF2
SPTBN4,14.0,SPTBN4
TOB1,3.0,TOB1
PALMD,5.0,PALMD
CEP295,7.0,CEP295
LTC4S,8.0,LTC4S
DENND1C,14.0,DENND1C
ACTL7B,1.0,ACTL7B
TTPA,2.0,TTPA
GRM6,6.0,GRM6
SNAPC1,1.0,SNAPC1
LCE4A,2.0,LCE4A
STAMBP,11.0,STAMBP
PRRX2,1.0,PRRX2
PSEN1,25.0,PSEN1
CHPF2,4.0,CHPF2
METTL24,2.0,METTL24
HIST1H4E,1.0,HIST1H4E
TMEM177,6.0,TMEM177
EVI5,8.0,EVI5
ACAP3,13.0,ACAP3
TNNI3,10.0,TNNI3
AC171558.1,1.0,AC171558.1
FANCA,32.0,FANCA
NLE1,7.0,NLE1
TEX47,1.0,TEX47
LGALS3BP,19.0,LGALS3BP
OR1J4,1.0,OR1J4
RNF150,6.0,RNF150
MYCBP2,12.0,MYCBP2
ALPK2,6.0,ALPK2
CLCNKB,4.0,CLCNKB
RPL10L,1.0,RPL10L
GDF1,1.0,GDF1
MAP3K4,16.0,MAP3K4
KLHL31,2.0,KLHL31
NMNAT3,21.0,NMNAT3
MVB12A,14.0,MVB12A
PIK3R4,8.0,PIK3R4
CRHBP,5.0,CRHBP
MCIDAS,3.0,MCIDAS
TNFRSF1A,16.0,TNFRSF1A
NFATC2,7.0,NFATC2
NUTM2D,3.0,NUTM2D
LSS,10.090909090909092,LSS
CADM4,2.0,CADM4
TSGA10IP,5.0,TSGA10IP
PCDHA3,2.0,PCDHA3
ZNF202,9.0,ZNF202
WDR76,4.0,WDR76
RNASEH2B,46.0,RNASEH2B
MYO18B,10.0,MYO18B
CTCFL,22.0,CTCFL
TBC1D2,6.0,TBC1D2
ALOX5AP,3.0,ALOX5AP
KIF4B,1.0,KIF4B
ST6GALNAC1,11.0,ST6GALNAC1
NEUROG3,1.0,NEUROG3
WFDC5,2.0,WFDC5
KRTAP4-8,2.0,KRTAP4-8
COX7B,4.0,COX7B
AC270107.3,2.0,AC270107.3
NOM1,8.0,NOM1
SLC5A9,10.0,SLC5A9
SEM1,24.0,SEM1
UGT1A3,1.0,UGT1A3
TAPBP,10.214285714285714,TAPBP
MYO1F,22.0,MYO1F
ATPSCKMT,7.0,ATPSCKMT
POFUT2,14.0,POFUT2
FAM219A,10.0,FAM219A
HMGXB4,8.0,HMGXB4
SESTD1,9.0,SESTD1
RTL8C,3.0,RTL8C
AC000120.3,1.0,AC000120.3
IL12RB1,7.0,IL12RB1
IFNB1,1.0,IFNB1
OR51F2,2.0,OR51F2
AC008758.5,1.0,AC008758.5
NET1,6.0,NET1
TCP11L2,10.0,TCP11L2
GPALPP1,7.0,GPALPP1
HSD17B2,6.0,HSD17B2
LVRN,10.0,LVRN
C12orf56,7.0,C12orf56
RTF1,7.0,RTF1
PRX,3.0,PRX
RNASE13,1.0,RNASE13
ICA1,19.0,ICA1
CDON,9.0,CDON
H2BFS,1.0,H2BFS
ZNF394,9.0,ZNF394
ENKUR,5.0,ENKUR
CTBP1,19.0,CTBP1
TNFSF11,5.0,TNFSF11
POLE2,11.0,POLE2
MYLK3,7.0,MYLK3
DNAJA2,4.0,DNAJA2
VAMP2,4.0,VAMP2
VIL1,5.0,VIL1
BRI3BP,1.0,BRI3BP
IGFL3,1.0,IGFL3
SF3B6,2.0,SF3B6
C20orf85,1.0,C20orf85
NKX3-2,1.0,NKX3-2
GOLGA6L22,2.0,GOLGA6L22
C5orf49,2.0,C5orf49
SYMPK,18.0,SYMPK
PPP1R7,20.0,PPP1R7
LYPLAL1,12.0,LYPLAL1
TMED7,3.0,TMED7
VPS13C,12.0,VPS13C
SCYL2,11.0,SCYL2
CCNI,9.0,CCNI
POP4,13.0,POP4
PCDHB11,2.0,PCDHB11
ELMO1,19.0,ELMO1
CFAP54,9.0,CFAP54
RPAP1,12.0,RPAP1
LDLR,14.0,LDLR
UBE2T,5.0,UBE2T
PKIB,12.0,PKIB
CRTAC1,6.0,CRTAC1
ANGPT2,4.0,ANGPT2
LIMK1,8.0,LIMK1
NTSR1,2.0,NTSR1
ISG15,3.0,ISG15
GDE1,5.0,GDE1
EAF2,5.0,EAF2
CAPG,15.0,CAPG
AC091057.6,5.0,AC091057.6
PXT1,2.0,PXT1
STAMBPL1,6.0,STAMBPL1
STRBP,10.0,STRBP
MRPS25,7.0,MRPS25
WDR83,11.0,WDR83
SYNDIG1L,3.0,SYNDIG1L
CALB1,11.0,CALB1
FOSL1,5.0,FOSL1
PWP2,6.0,PWP2
C17orf113,1.0,C17orf113
C6orf58,2.0,C6orf58
TRAPPC2B,2.0,TRAPPC2B
DMAC2,16.0,DMAC2
VASH1,5.0,VASH1
RTP4,1.0,RTP4
GBA2,8.0,GBA2
RFFL,12.0,RFFL
TMEM130,8.0,TMEM130
KU645196.1,6.0,KU645196.1
GPT2,5.0,GPT2
HEYL,1.0,HEYL
DMWD,8.0,DMWD
NACA2,1.0,NACA2
AIDA,6.0,AIDA
NUTM2E,2.0,NUTM2E
SPATA4,3.0,SPATA4
DUXB,1.0,DUXB
HIRIP3,7.0,HIRIP3
ARG1,7.0,ARG1
FOXP4,7.0,FOXP4
FSCB,1.0,FSCB
FAM163A,1.0,FAM163A
ADIPOR1,5.0,ADIPOR1
C19orf73,1.0,C19orf73
JCHAIN,6.0,JCHAIN
EXOC8,1.0,EXOC8
AL022312.1,1.0,AL022312.1
HOXC4,3.0,HOXC4
ZNF705G,1.0,ZNF705G
ADAMTS8,2.0,ADAMTS8
ERRFI1,5.0,ERRFI1
GAB3,6.0,GAB3
KRTAP25-1,1.0,KRTAP25-1
PPP1R21,9.0,PPP1R21
SOS1,8.0,SOS1
CEND1,2.0,CEND1
SECISBP2L,11.0,SECISBP2L
TRIP6,9.0,TRIP6
B3GALT2,1.0,B3GALT2
EML3,18.0,EML3
C17orf97,5.0,C17orf97
ZDHHC1,6.0,ZDHHC1
GOLGA6D,2.0,GOLGA6D
AQP9,4.0,AQP9
ASTN1,5.0,ASTN1
CCDC126,8.0,CCDC126
CD27,2.0,CD27
CCDC15,4.0,CCDC15
NT5M,7.0,NT5M
CCN4,5.0,CCN4
RCC2,3.0,RCC2
SOAT1,4.0,SOAT1
FAM149B1,8.0,FAM149B1
RHOF,7.0,RHOF
NGLY1,15.0,NGLY1
MASP2,4.0,MASP2
NXF3,7.0,NXF3
ZNF292,9.0,ZNF292
EXTL1,4.0,EXTL1
FGFR4,16.0,FGFR4
TXNDC8,4.0,TXNDC8
FAM210A,8.0,FAM210A
BHLHB9,7.0,BHLHB9
FAM205C,3.0,FAM205C
CDKN1A,8.0,CDKN1A
C3orf49,4.0,C3orf49
RAPGEF4,15.0,RAPGEF4
AC010761.1,8.0,AC010761.1
SPOPL,4.0,SPOPL
UROS,21.0,UROS
ILF3,24.0,ILF3
NRM,9.0,NRM
SLC30A8,9.0,SLC30A8
MZT2B,9.0,MZT2B
LAMTOR3,3.0,LAMTOR3
CLDN22,1.0,CLDN22
GOT2,7.0,GOT2
PHF19,14.0,PHF19
MYH2,6.0,MYH2
DACT2,4.0,DACT2
SELENON,5.0,SELENON
TBC1D3B,4.428571428571429,TBC1D3B
MAP3K8,7.0,MAP3K8
PPIL3,15.0,PPIL3
OR1A1,4.0,OR1A1
GTF3C1,13.0,GTF3C1
CAMKK1,4.0,CAMKK1
SNU13,12.0,SNU13
ERMARD,16.0,ERMARD
TSPAN14,10.0,TSPAN14
HPS1,15.0,HPS1
ANKRD28,15.0,ANKRD28
IKBIP,3.0,IKBIP
MRPL32,4.0,MRPL32
PIGB,12.0,PIGB
AP1M1,15.0,AP1M1
GRAMD2B,19.0,GRAMD2B
DYRK1A,24.0,DYRK1A
GPR20,1.0,GPR20
IGDCC3,5.0,IGDCC3
ZNF660,4.0,ZNF660
HMGCR,13.0,HMGCR
RALGDS,15.0,RALGDS
POLR2L,2.0,POLR2L
RAB25,5.0,RAB25
B3GNT6,2.0,B3GNT6
LCMT1,13.0,LCMT1
XBP1,7.0,XBP1
CCDC201,1.0,CCDC201
YBX1,4.0,YBX1
LANCL3,3.0,LANCL3
UBXN4,8.0,UBXN4
OR5B12,2.0,OR5B12
RHEB,7.0,RHEB
SDHAF1,1.0,SDHAF1
GPR161,10.0,GPR161
KLF18,1.0,KLF18
LEMD3,6.0,LEMD3
QTRT1,12.0,QTRT1
SYT9,3.0,SYT9
PDCD2L,5.0,PDCD2L
OR3A1,2.0,OR3A1
BCL7A,3.0,BCL7A
ZDHHC11,11.0,ZDHHC11
ADAM18,8.0,ADAM18
TGFA,9.0,TGFA
FAM20A,7.0,FAM20A
HLA-E,3.0,HLA-E
WWC3,2.0,WWC3
SAPCD2,1.0,SAPCD2
ANOS1,3.0,ANOS1
CDC14B,13.0,CDC14B
RPA1,7.0,RPA1
MRPL13,7.0,MRPL13
DNM1,29.0,DNM1
ANKRD22,2.0,ANKRD22
MMP8,6.0,MMP8
RSRC2,20.0,RSRC2
MYF5,1.0,MYF5
AL096814.2,4.0,AL096814.2
GRXCR1,1.0,GRXCR1
CNR1,7.0,CNR1
EIF2AK2,8.0,EIF2AK2
RPL17-C18orf32,3.0,RPL17-C18orf32
FAM200A,2.0,FAM200A
ATAD3B,5.0,ATAD3B
ZSCAN9,9.0,ZSCAN9
CLDN19,3.0,CLDN19
CCL4L2,9.526315789473683,CCL4L2
KCNJ3,4.0,KCNJ3
GLRX5,3.0,GLRX5
PGAP1,11.0,PGAP1
ACOT6,3.0,ACOT6
TMCO2,2.0,TMCO2
SLC19A2,4.0,SLC19A2
RICTOR,10.0,RICTOR
SPESP1,3.0,SPESP1
UGT2B10,2.0,UGT2B10
POLR3H,9.0,POLR3H
STAU1,10.0,STAU1
CLDN20,1.0,CLDN20
TANC1,5.0,TANC1
AKNA,9.0,AKNA
RPL14,9.0,RPL14
EPN3,18.0,EPN3
SLC52A2,14.0,SLC52A2
ANKRD33,8.0,ANKRD33
SLC25A45,15.0,SLC25A45
BATF,3.0,BATF
OR52I1,2.0,OR52I1
TNP2,2.0,TNP2
LBX2,6.0,LBX2
FHIT,8.0,FHIT
PLA2G2C,3.0,PLA2G2C
L3MBTL2,9.0,L3MBTL2
DMTN,23.0,DMTN
CCNO,2.0,CCNO
CLEC12B,5.0,CLEC12B
KIF20A,7.0,KIF20A
ERICH2,1.0,ERICH2
CLDND2,3.0,CLDND2
DGAT2,9.0,DGAT2
MTFP1,6.0,MTFP1
AGAP1,14.0,AGAP1
RAD51D,23.0,RAD51D
AL034430.1,1.0,AL034430.1
SUCLG2,4.0,SUCLG2
ASB3,17.0,ASB3
ELAVL3,4.0,ELAVL3
HIST1H2BJ,3.0,HIST1H2BJ
SLC26A2,3.0,SLC26A2
SUSD3,5.0,SUSD3
CCL3L3,2.333333333333333,CCL3L3
CBX1,6.0,CBX1
HNRNPAB,8.0,HNRNPAB
AC171558.5,2.0,AC171558.5
RHBDL2,3.0,RHBDL2
PYY,2.0,PYY
AP4S1,12.0,AP4S1
FAM47E-STBD1,5.0,FAM47E-STBD1
FOS,10.0,FOS
LAMA4,24.0,LAMA4
CXorf40A,12.0,CXorf40A
ZRSR2,3.0,ZRSR2
TTC23L,9.0,TTC23L
MCTS2P,1.0,MCTS2P
TTC23,19.0,TTC23
TMEM35B,1.0,TMEM35B
C1GALT1C1,2.0,C1GALT1C1
DLST,16.0,DLST
TMPRSS11E,2.0,TMPRSS11E
KLHL42,5.0,KLHL42
MRPS21,2.0,MRPS21
RNF167,16.0,RNF167
COPB2,13.0,COPB2
ZNF525,8.0,ZNF525
SCYGR2,1.0,SCYGR2
MEST,17.0,MEST
SLC16A2,3.0,SLC16A2
ZSWIM1,2.0,ZSWIM1
PPM1E,1.0,PPM1E
AMHR2,7.0,AMHR2
ARIH2OS,2.0,ARIH2OS
DLL1,2.0,DLL1
ZSWIM2,2.0,ZSWIM2
BNIP2,13.0,BNIP2
ABCC11,9.0,ABCC11
CEBPZOS,7.0,CEBPZOS
WASHC3,13.0,WASHC3
MYBPC1,23.0,MYBPC1
NLRC4,5.0,NLRC4
ACTL6B,6.0,ACTL6B
ARID5A,6.0,ARID5A
TYW3,8.0,TYW3
SCFD2,4.0,SCFD2
STYXL1,11.0,STYXL1
TMEM170B,1.0,TMEM170B
TRIM51GP,2.0,TRIM51GP
OR4F3,1.0,OR4F3
GBGT1,12.0,GBGT1
MDFIC,8.0,MDFIC
TIMM8A,4.0,TIMM8A
CTSH,19.0,CTSH
ABHD17C,5.0,ABHD17C
CD69,4.0,CD69
SLCO1C1,9.0,SLCO1C1
CAPN15,8.0,CAPN15
ADAM28,12.0,ADAM28
BRS3,1.0,BRS3
AMOT,6.0,AMOT
CXADR,5.0,CXADR
MMP27,1.0,MMP27
CTTNBP2,12.0,CTTNBP2
ZNF571,6.0,ZNF571
AKR1B15,4.0,AKR1B15
LSM10,3.0,LSM10
FHL2,12.0,FHL2
ARHGEF10L,9.0,ARHGEF10L
CTAGE4,1.0,CTAGE4
PYGB,3.0,PYGB
TRMT112,6.0,TRMT112
ETV5,14.0,ETV5
CHAC2,1.0,CHAC2
LIMD2,12.0,LIMD2
TCERG1L,2.0,TCERG1L
ETDB,2.0,ETDB
LPP,22.0,LPP
PCSK7,15.0,PCSK7
PCSK1,4.0,PCSK1
U2AF1L5,12.0,U2AF1L5
CNKSR2,40.0,CNKSR2
GTPBP3,28.0,GTPBP3
BCL2L14,14.0,BCL2L14
AC087498.1,1.0,AC087498.1
CDK18,23.0,CDK18
CXCL1,2.0,CXCL1
SLFN5,3.0,SLFN5
DNAJC19,11.0,DNAJC19
ZNF121,3.0,ZNF121
CLTRN,2.0,CLTRN
GNAZ,3.0,GNAZ
ALK,7.0,ALK
OAZ1,11.0,OAZ1
CERKL,14.0,CERKL
ONECUT2,2.0,ONECUT2
HRCT1,1.0,HRCT1
EAF1,3.0,EAF1
PPP1R13L,9.0,PPP1R13L
GAB1,14.0,GAB1
CASQ2,2.0,CASQ2
YIPF5,6.0,YIPF5
IL27,2.0,IL27
CT476828.20,2.0,CT476828.20
FBXL6,9.0,FBXL6
NAALADL1,22.0,NAALADL1
SRSF10,16.0,SRSF10
YWHAB,8.0,YWHAB
PRAMEF6,2.0,PRAMEF6
TEN1,5.0,TEN1
C9orf129,3.0,C9orf129
FRMD1,11.0,FRMD1
RASGEF1A,5.0,RASGEF1A
ARNT,12.0,ARNT
RAB8A,7.0,RAB8A
FOXD2,1.0,FOXD2
SERF1A,9.0,SERF1A
TUBA1C,10.0,TUBA1C
THEM5,2.0,THEM5
AC008758.1,1.0,AC008758.1
CUL2,10.0,CUL2
C12orf45,6.0,C12orf45
SOGA1,4.0,SOGA1
TIAL1,13.0,TIAL1
F2RL2,2.0,F2RL2
FADS3,13.0,FADS3
TPP1,36.0,TPP1
GPATCH4,16.0,GPATCH4
RRS1,1.0,RRS1
MPND,8.0,MPND
GALNT12,4.0,GALNT12
KIAA1217,17.0,KIAA1217
KCNQ3,8.0,KCNQ3
CD53,6.0,CD53
PICALM,24.0,PICALM
APAF1,13.0,APAF1
PTPRO,12.0,PTPRO
ROPN1B,10.0,ROPN1B
MOG,14.731707317073171,MOG
TCAIM,12.0,TCAIM
S100Z,3.0,S100Z
TRIB3,4.0,TRIB3
PON3,10.0,PON3
NUDT5,9.0,NUDT5
HIST1H4C,1.0,HIST1H4C
PACRGL,33.0,PACRGL
EBF3,3.0,EBF3
PRAME,13.526315789473687,PRAME
LCE1F,1.0,LCE1F
R3HDML,1.0,R3HDML
CSTA,2.0,CSTA
FAM120C,4.0,FAM120C
MEP1B,4.0,MEP1B
COPS9,5.0,COPS9
RNF128,3.0,RNF128
SGF29,7.0,SGF29
LCE2C,1.0,LCE2C
RLN1,2.0,RLN1
WARS2,5.0,WARS2
CHAF1A,7.0,CHAF1A
ZBTB10,5.0,ZBTB10
UBASH3A,9.0,UBASH3A
ARL17A,7.0,ARL17A
PACS2,14.0,PACS2
TMEM69,2.0,TMEM69
LRRC74A,6.0,LRRC74A
FCGR1A,4.0,FCGR1A
ABHD15,1.0,ABHD15
ZNF750,2.0,ZNF750
PROX1,7.0,PROX1
TEX26,4.0,TEX26
ZDHHC13,8.0,ZDHHC13
TMEM80,7.0,TMEM80
THSD4,7.0,THSD4
LMO1,4.0,LMO1
BEND5,6.0,BEND5
FKBP8,14.0,FKBP8
TCF4,91.0,TCF4
ADAMTS9,10.0,ADAMTS9
TIGAR,4.0,TIGAR
GAPT,7.0,GAPT
ZG16,1.0,ZG16
AL022318.4,1.0,AL022318.4
ZNF692,30.0,ZNF692
RPL4,17.0,RPL4
CYP3A43,17.0,CYP3A43
SAMD5,2.0,SAMD5
RXRA,4.0,RXRA
SLC45A2,4.5,SLC45A2
KCNG3,2.0,KCNG3
GAGE10,1.0,GAGE10
BTRC,7.0,BTRC
RANBP9,2.0,RANBP9
RBM23,33.0,RBM23
EIF2AK3,8.0,EIF2AK3
CD247,7.0,CD247
LRRC27,14.0,LRRC27
STK10,16.0,STK10
FARP1,42.0,FARP1
CTXN3,4.0,CTXN3
WDR13,12.0,WDR13
MIOS,9.0,MIOS
UNC5D,7.0,UNC5D
ITGA10,4.0,ITGA10
FAM131A,11.0,FAM131A
SEMA3C,9.0,SEMA3C
IPO9,4.0,IPO9
ZNF423,8.0,ZNF423
CFL2,6.0,CFL2
PON1,4.0,PON1
PLA2G2E,1.0,PLA2G2E
IL17RE,11.0,IL17RE
PFN4,3.0,PFN4
IGFBPL1,1.0,IGFBPL1
YARS,10.0,YARS
MBOAT2,10.0,MBOAT2
CSPP1,7.0,CSPP1
AKNAD1,10.0,AKNAD1
DGCR2,7.0,DGCR2
C1orf74,1.0,C1orf74
PITPNM3,5.0,PITPNM3
ABITRAM,4.0,ABITRAM
FAM131C,2.0,FAM131C
RNF19A,15.0,RNF19A
MAMSTR,5.0,MAMSTR
SYT7,10.0,SYT7
BCL7C,5.0,BCL7C
ELAVL4,19.0,ELAVL4
SFT2D3,1.0,SFT2D3
SIGIRR,22.0,SIGIRR
CACNG5,2.0,CACNG5
AC012213.5,1.0,AC012213.5
TUBB8P12,2.0,TUBB8P12
SGPL1,8.0,SGPL1
DPP3,16.0,DPP3
PRMT2,16.0,PRMT2
CD9,16.0,CD9
IPO4,21.0,IPO4
RPL36A,10.0,RPL36A
HDHD2,13.0,HDHD2
GSTM2,15.0,GSTM2
LCK,14.0,LCK
AC256236.3,4.0,AC256236.3
CENPL,9.0,CENPL
LHX4,3.0,LHX4
GPR83,2.0,GPR83
CSNK2A3,1.0,CSNK2A3
SLC25A39,17.0,SLC25A39
QTRT2,16.0,QTRT2
XIAP,11.0,XIAP
INPP5D,14.0,INPP5D
SLC1A4,5.0,SLC1A4
VNN3,14.0,VNN3
OR10G7,2.0,OR10G7
C6orf136,9.846153846153848,C6orf136
CRIM1,5.857142857142858,CRIM1
SRSF7,12.0,SRSF7
GTDC1,20.0,GTDC1
RUBCNL,12.0,RUBCNL
PNN,6.0,PNN
GATD1,16.0,GATD1
UFL1,2.0,UFL1
PLK3,7.0,PLK3
ACBD3,2.0,ACBD3
YBX2,7.0,YBX2
MTMR12,7.0,MTMR12
MYZAP,4.0,MYZAP
MARCH9,3.0,MARCH9
CCNB3,8.0,CCNB3
FADD,1.0,FADD
GRM8,15.0,GRM8
NRG1,37.0,NRG1
MTHFR,19.0,MTHFR
MED22,10.0,MED22
GPKOW,1.0,GPKOW
EFS,3.0,EFS
TTLL10,7.0,TTLL10
THUMPD3,10.0,THUMPD3
COPB1,12.0,COPB1
WIF1,3.0,WIF1
CPN1,2.0,CPN1
CT476828.12,2.0,CT476828.12
DBNDD2,9.0,DBNDD2
RFC1,17.0,RFC1
MLKL,8.0,MLKL
MMADHC,4.0,MMADHC
CD3E,6.0,CD3E
RSBN1,6.0,RSBN1
WFDC12,1.0,WFDC12
GLIS1,2.0,GLIS1
SLC24A4,8.0,SLC24A4
GAS2L2,3.0,GAS2L2
ECD,8.0,ECD
PLCB3,4.0,PLCB3
SHCBP1,7.0,SHCBP1
OST4,3.0,OST4
BRK1,1.0,BRK1
ENTPD4,11.0,ENTPD4
CLDND1,31.0,CLDND1
HIVEP3,7.0,HIVEP3
CDK13,22.0,CDK13
RDH10,5.0,RDH10
KCTD3,5.0,KCTD3
ZNF20,8.0,ZNF20
COASY,14.0,COASY
LETM1,7.0,LETM1
SETD1A,3.0,SETD1A
CCNB1,7.0,CCNB1
RILPL1,5.0,RILPL1
TWF2,3.0,TWF2
TARBP2,20.0,TARBP2
DMPK,20.0,DMPK
GCA,10.0,GCA
ANGEL2,8.0,ANGEL2
AMT,57.0,AMT
C11orf21,4.0,C11orf21
TRIP4,12.0,TRIP4
DTX2,18.105263157894736,DTX2
ZFAND6,24.0,ZFAND6
ZNF207,17.0,ZNF207
XPO1,24.0,XPO1
MTRNR2L10,1.0,MTRNR2L10
LRRC61,3.0,LRRC61
PVALB,6.0,PVALB
CCL3L1,3.0,CCL3L1
WDR45,44.0,WDR45
QSOX1,4.0,QSOX1
ESPL1,9.0,ESPL1
IPO11,14.0,IPO11
APEH,16.0,APEH
ZNF331,29.0,ZNF331
DIAPH1,18.0,DIAPH1
RGS1,6.0,RGS1
SRD5A3,3.0,SRD5A3
NRGN,2.0,NRGN
ZNF232,8.0,ZNF232
HOOK2,24.0,HOOK2
GORAB,6.0,GORAB
RELT,7.0,RELT
MMS19,19.0,MMS19
CACNA1S,2.0,CACNA1S
ZNF133,15.0,ZNF133
SLITRK2,3.0,SLITRK2
OTUD1,1.0,OTUD1
EEF1AKMT2,7.0,EEF1AKMT2
GALNTL6,7.0,GALNTL6
ARHGAP12,10.0,ARHGAP12
GLA,8.0,GLA
ZCCHC3,1.0,ZCCHC3
AC270273.1,2.0,AC270273.1
OR52N2,1.0,OR52N2
PPP2R2D,8.0,PPP2R2D
GDF15,5.0,GDF15
CD93,1.0,CD93
SLC26A5,15.0,SLC26A5
CAV3,3.0,CAV3
H2AFX,2.0,H2AFX
MYBBP1A,13.0,MYBBP1A
ADCY2,8.0,ADCY2
ZPR1,9.0,ZPR1
LGALSL,5.0,LGALSL
ZSCAN1,3.0,ZSCAN1
PCDH17,4.0,PCDH17
MRPL22,7.0,MRPL22
ATRX,24.0,ATRX
TMEM143,13.0,TMEM143
BEGAIN,12.0,BEGAIN
ERMAP,9.0,ERMAP
SPC25,4.6,SPC25
TMEM200B,2.0,TMEM200B
KPNA6,4.0,KPNA6
KLF12,2.0,KLF12
GFRA3,2.0,GFRA3
OR1Q1,1.0,OR1Q1
TPM3,27.0,TPM3
ARHGEF15,9.0,ARHGEF15
OR6A2,2.0,OR6A2
AC087498.2,6.0,AC087498.2
SPEF1,3.0,SPEF1
CCDC138,8.0,CCDC138
HMCN1,5.0,HMCN1
KIF16B,6.0,KIF16B
ANKRD29,8.0,ANKRD29
DCK,6.0,DCK
NIM1K,5.0,NIM1K
CEMIP2,13.0,CEMIP2
C12orf66,5.0,C12orf66
AC003002.2,1.0,AC003002.2
EMCN,10.0,EMCN
KIAA0100,16.0,KIAA0100
LRRC49,29.0,LRRC49
NUDT11,1.0,NUDT11
FEZ2,16.0,FEZ2
LRRC4,4.0,LRRC4
OR1L3,1.0,OR1L3
PLOD3,16.0,PLOD3
ZNF480,6.0,ZNF480
LRRC20,7.0,LRRC20
DPP6,16.0,DPP6
FCHSD1,10.0,FCHSD1
PRLR,20.0,PRLR
PDZD3,14.0,PDZD3
PNMT,3.0,PNMT
RPIA,1.0,RPIA
AP002495.1,9.0,AP002495.1
TIMM23,1.0,TIMM23
TRIM6,12.0,TRIM6
PRR18,2.0,PRR18
DUSP8,3.0,DUSP8
TMIGD2,4.0,TMIGD2
RPA2,5.0,RPA2
ERGIC3,20.0,ERGIC3
TOP3A,20.0,TOP3A
GPR183,1.0,GPR183
GPR37,1.0,GPR37
MMP11,13.0,MMP11
XPO4,4.0,XPO4
DCDC2,3.0,DCDC2
RBM19,7.0,RBM19
CCDC73,4.0,CCDC73
PAQR7,1.0,PAQR7
CNKSR3,5.0,CNKSR3
LCOR,9.0,LCOR
SLC13A5,12.0,SLC13A5
PLEKHB2,11.0,PLEKHB2
TRHDE,7.0,TRHDE
FAM126A,9.0,FAM126A
ZNF561,21.0,ZNF561
ZBTB44,10.0,ZBTB44
GRIK5,6.0,GRIK5
ZNF567,7.0,ZNF567
IRS2,1.0,IRS2
PDK2,16.0,PDK2
CLUH,15.0,CLUH
AC004832.3,3.0,AC004832.3
TAGLN,8.0,TAGLN
ETV6,5.0,ETV6
TSPEAR,3.0,TSPEAR
RGS22,18.0,RGS22
GSG1L2,1.0,GSG1L2
CMC4,2.0,CMC4
ZC3H10,5.0,ZC3H10
SNTA1,1.0,SNTA1
BRDT,21.0,BRDT
TMEM18,8.0,TMEM18
FAM177A1,11.0,FAM177A1
RBM39,47.0,RBM39
DNTTIP2,7.0,DNTTIP2
WIPF1,17.0,WIPF1
RBMX,12.0,RBMX
CTSZ,4.0,CTSZ
MRPL19,7.0,MRPL19
IFI27L1,13.0,IFI27L1
TCL1B,3.0,TCL1B
ALDH1A3,7.0,ALDH1A3
CNPY2,12.0,CNPY2
ZNF789,12.0,ZNF789
FIP1L1,13.0,FIP1L1
R3HDM1,20.0,R3HDM1
TMEM114,5.0,TMEM114
ARMC7,5.0,ARMC7
NUPR1,3.0,NUPR1
AP003108.2,8.0,AP003108.2
JUND,2.0,JUND
MFSD11,20.0,MFSD11
USP17L8,1.0,USP17L8
SMIM26,3.0,SMIM26
PUM3,4.0,PUM3
CDKN2AIP,5.0,CDKN2AIP
MPLKIP,1.0,MPLKIP
GALC,16.0,GALC
WDR17,8.0,WDR17
THUMPD1,6.0,THUMPD1
PTP4A1,6.0,PTP4A1
EPSTI1,10.0,EPSTI1
XAB2,4.0,XAB2
GNRHR,2.0,GNRHR
CEP95,19.0,CEP95
CALML4,8.0,CALML4
SNX15,7.0,SNX15
MRGPRX2,1.0,MRGPRX2
LLPH,2.0,LLPH
HNRNPH1,40.117647058823536,HNRNPH1
SERINC3,4.0,SERINC3
CDY2A,2.0,CDY2A
PRR5L,20.0,PRR5L
CREG1,2.0,CREG1
PSORS1C2,1.0,PSORS1C2
UBR5,13.0,UBR5
COLQ,8.0,COLQ
LMNA,25.0,LMNA
AC244489.2,1.0,AC244489.2
PPP6R2,9.0,PPP6R2
ZNF778,7.0,ZNF778
CDK11B,9.0,CDK11B
BFAR,12.0,BFAR
ZC2HC1C,9.0,ZC2HC1C
CASC1,13.0,CASC1
AL445238.1,1.0,AL445238.1
DDAH1,5.0,DDAH1
PTH2,1.0,PTH2
MAGED2,13.0,MAGED2
MRE11,10.0,MRE11
LARS2,12.0,LARS2
BBS1,25.0,BBS1
HMMR,8.0,HMMR
YIPF3,17.0,YIPF3
