Genes,Isoform_No,Norm_Symbol
PLXDC1,8,PLXDC1
NCKAP5,8,NCKAP5
COX19,2,COX19
EXOC1,3,EXOC1
VPS26A,5,VPS26A
BOD1,5,BOD1
SHD,3,SHD
LPAR2,7,LPAR2
PAQR7,1,PAQR7
TTYH1,22,TTYH1
AC009119.2,3,AC009119.2
INMT-MINDY4,2,INMT-MINDY4
TMEM231,6,TMEM231
ZNF747,3,ZNF747
HTRA1,3,HTRA1
BTBD19,3,BTBD19
TAF5,1,TAF5
APOB,2,APOB
TSPAN5,7,TSPAN5
FBXO11,6,FBXO11
CNFN,2,CNFN
FAM174B,8,FAM174B
C6orf136,29,C6orf136
NCOA3,3,NCOA3
NDUFA13,5,NDUFA13
BZW1,9,BZW1
MRM3,3,MRM3
FIGNL2,2,FIGNL2
CLDN25,1,CLDN25
GMCL2,1,GMCL2
MTUS2,3,MTUS2
PCLO,6,PCLO
DOK1,4,DOK1
KPNA2,5,KPNA2
SLC5A12,4,SLC5A12
ANKRD33,3,ANKRD33
PLXNA2,1,PLXNA2
GLOD4,14,GLOD4
CDH3,8,CDH3
MSRB2,2,MSRB2
SPHK1,8,SPHK1
CHRNA6,3,CHRNA6
FBXW11,8,FBXW11
TAF6L,4,TAF6L
NUBPL,7,NUBPL
MAOA,2,MAOA
TAB3,5,TAB3
CXCL17,2,CXCL17
HHAT,18,HHAT
TARM1,12,TARM1
AC012314.17,1,AC012314.17
AC243734.1,1,AC243734.1
AC012314.23,1,AC012314.23
AC244489.2,1,AC244489.2
AC069503.2,1,AC069503.2
FUBP1,4,FUBP1
DAP3,17,DAP3
RNF34,8,RNF34
KDM2B,15,KDM2B
UBE4B,5,UBE4B
BEGAIN,9,BEGAIN
RBP7,2,RBP7
WARS,34,WARS
ST6GALNAC3,2,ST6GALNAC3
SLC50A1,10,SLC50A1
LGMN,14,LGMN
NR1H2,10,NR1H2
NXF3,2,NXF3
NMNAT1,4,NMNAT1
ACADS,2,ACADS
LLCFC1,4,LLCFC1
FLT3LG,10,FLT3LG
MREG,5,MREG
BEX1,1,BEX1
KLF14,1,KLF14
OR2G6,3,OR2G6
OR2L13,3,OR2L13
HLA-DQA2,12,HLA-DQA2
CPSF2,4,CPSF2
NDUFB1,5,NDUFB1
MSI1,2,MSI1
SIRT4,2,SIRT4
DCST2,3,DCST2
CRISPLD2,8,CRISPLD2
ZBTB7B,4,ZBTB7B
NLRP3,9,NLRP3
ZNF695,5,ZNF695
EVL,11,EVL
OCLM,1,OCLM
TFB2M,1,TFB2M
IQSEC3,4,IQSEC3
IZUMO2,4,IZUMO2
RING1,6,RING1
FBLIM1,13,FBLIM1
AC010616.2,1,AC010616.2
DESI2,3,DESI2
NECAP1,14,NECAP1
ARL4D,1,ARL4D
FAM161B,2,FAM161B
SRRM4,2,SRRM4
MMP17,8,MMP17
UBE2Q1,1,UBE2Q1
ENTPD5,5,ENTPD5
SFSWAP,4,SFSWAP
LRRC53,1,LRRC53
OR13C3,2,OR13C3
CRH,1,CRH
PDE7B,3,PDE7B
NOTCH4,7,NOTCH4
VEPH1,12,VEPH1
CEP72,2,CEP72
ABCC10,4,ABCC10
CLSTN1,4,CLSTN1
MAMDC4,3,MAMDC4
CEACAM21,9,CEACAM21
C5orf30,3,C5orf30
NAV3,8,NAV3
ZFYVE26,4,ZFYVE26
TNFAIP8L1,2,TNFAIP8L1
MYDGF,3,MYDGF
AL672043.1,1,AL672043.1
AL358075.4,1,AL358075.4
AHCYL1,3,AHCYL1
LRTM1,2,LRTM1
A1BG,2,A1BG
CGAS,2,CGAS
S1PR1,5,S1PR1
FAM214B,7,FAM214B
RIOX1,1,RIOX1
OR10K1,5,OR10K1
FAM220A,5,FAM220A
EZR,3,EZR
NDNF,3,NDNF
ACACA,28,ACACA
TRPV4,7,TRPV4
RPS27,2,RPS27
ZSCAN1,3,ZSCAN1
AKT1S1,8,AKT1S1
CLPTM1L,5,CLPTM1L
ACOT7,9,ACOT7
PLXNB2,9,PLXNB2
PARP6,16,PARP6
TMEM141,1,TMEM141
PNKP,19,PNKP
BACH2,5,BACH2
SIGLEC11,3,SIGLEC11
CD1A,1,CD1A
THPO,8,THPO
SNX31,6,SNX31
VAT1L,1,VAT1L
TSPAN17,8,TSPAN17
ZNF283,7,ZNF283
SKP2,9,SKP2
MAFK,3,MAFK
ERICH4,1,ERICH4
APOBEC1,2,APOBEC1
ZNF681,3,ZNF681
KRTAP20-3,1,KRTAP20-3
GPR157,2,GPR157
GNG12,1,GNG12
WLS,11,WLS
CSGALNACT2,1,CSGALNACT2
MICB,18,MICB
TCL1B,1,TCL1B
RBL1,4,RBL1
RPP21,34,RPP21
AC087721.2,1,AC087721.2
TRIM39,77,TRIM39
QRFP,2,QRFP
GATAD2A,11,GATAD2A
ZNF836,5,ZNF836
KLRB1,1,KLRB1
GRK2,2,GRK2
MCOLN3,4,MCOLN3
CCDC32,13,CCDC32
GMNC,2,GMNC
DTD2,3,DTD2
TUBB,32,TUBB
TBX15,3,TBX15
BAHCC1,2,BAHCC1
CDK17,7,CDK17
ZNF774,4,ZNF774
PPM1G,1,PPM1G
DDX28,1,DDX28
HAL,8,HAL
PCDHGA10,2,PCDHGA10
LRMP,13,LRMP
GGT2,2,GGT2
SLC45A3,1,SLC45A3
KIF16B,6,KIF16B
PCDHGB2,2,PCDHGB2
EPB41L5,5,EPB41L5
IL1B,4,IL1B
AC068775.1,1,AC068775.1
CAMKK1,3,CAMKK1
LGALS4,8,LGALS4
KRT13,6,KRT13
CCM2,9,CCM2
NRM,28,NRM
C6orf58,1,C6orf58
RPL4,4,RPL4
RNF157,6,RNF157
FAM229B,2,FAM229B
GSK3B,3,GSK3B
CNTD2,4,CNTD2
ZBTB8OS,11,ZBTB8OS
AL033529.1,1,AL033529.1
KNSTRN,11,KNSTRN
PLSCR5,3,PLSCR5
EMP2,2,EMP2
DBP,4,DBP
HAPLN4,1,HAPLN4
WNT10B,5,WNT10B
MXRA5,1,MXRA5
KDELC2,4,KDELC2
ABTB2,1,ABTB2
MEIS3,10,MEIS3
HTR4,11,HTR4
SPATS2L,21,SPATS2L
CD300C,1,CD300C
GM2A,3,GM2A
PPM1B,6,PPM1B
ADARB1,9,ADARB1
BTG2,2,BTG2
EVI5,3,EVI5
CDCA7L,7,CDCA7L
NEURL4,6,NEURL4
CHRM2,4,CHRM2
SP7,4,SP7
SEMA4D,15,SEMA4D
RNF146,12,RNF146
MTPN,2,MTPN
TMCC3,3,TMCC3
RSPO3,2,RSPO3
AC068831.7,2,AC068831.7
DRAP1,5,DRAP1
KANK3,4,KANK3
WDR20,13,WDR20
FAM83E,2,FAM83E
SOX10,4,SOX10
GPR50,1,GPR50
SHARPIN,3,SHARPIN
TNFRSF12A,6,TNFRSF12A
TPST2,9,TPST2
PIP4K2C,8,PIP4K2C
FOSL1,5,FOSL1
PDX1,1,PDX1
SLC34A2,6,SLC34A2
INPP5J,11,INPP5J
PRPF4B,3,PRPF4B
LBHD1,6,LBHD1
PCYT1B,4,PCYT1B
HIVEP3,3,HIVEP3
AC119676.1,1,AC119676.1
AP4B1,6,AP4B1
KRTAP2-4,2,KRTAP2-4
CAAP1,5,CAAP1
KLF11,6,KLF11
DMRT2,7,DMRT2
AL049844.1,1,AL049844.1
HOXB1,3,HOXB1
PCSK9,1,PCSK9
SIPA1,5,SIPA1
AKT1,11,AKT1
KRT40,6,KRT40
SPPL2B,7,SPPL2B
CCL5,6,CCL5
CLLU1OS,1,CLLU1OS
N4BP2L2,6,N4BP2L2
MYOM2,4,MYOM2
IPO9,2,IPO9
C14orf39,5,C14orf39
KLK11,9,KLK11
ANKRD37,2,ANKRD37
LAPTM5,1,LAPTM5
C17orf100,3,C17orf100
AP000646.1,1,AP000646.1
HLA-A,45,HLA-A
UQCRC1,3,UQCRC1
GOLGA7B,2,GOLGA7B
SRP68,6,SRP68
FLOT1,53,FLOT1
FTCD,9,FTCD
MDC1,48,MDC1
POGLUT1,6,POGLUT1
RTL10,4,RTL10
STRN4,12,STRN4
NR5A2,6,NR5A2
ATP5PO,5,ATP5PO
KCNQ4,4,KCNQ4
ATPAF1,11,ATPAF1
KLHL15,1,KLHL15
AL355315.1,1,AL355315.1
CFHR1,2,CFHR1
HMX3,1,HMX3
CFH,3,CFH
DNAJC17,7,DNAJC17
SETBP1,5,SETBP1
BMP3,1,BMP3
EPM2AIP1,3,EPM2AIP1
SIN3A,11,SIN3A
SPATA16,1,SPATA16
AC073508.2,2,AC073508.2
C6orf15,6,C6orf15
ZFYVE28,8,ZFYVE28
OR4N5,2,OR4N5
SH3BP5,7,SH3BP5
PLEKHB1,16,PLEKHB1
NMBR,1,NMBR
CTXN1,1,CTXN1
TRIML2,4,TRIML2
WWC1,5,WWC1
PTGFR,4,PTGFR
EAF2,4,EAF2
KRCC1,1,KRCC1
MMP11,7,MMP11
SUCLG2,4,SUCLG2
SOX2,1,SOX2
FKBP10,6,FKBP10
KBTBD8,4,KBTBD8
NFKBID,5,NFKBID
NFKBIL1,24,NFKBIL1
STOX2,4,STOX2
ERI2,6,ERI2
SPIN3,43,SPIN3
SEC23B,11,SEC23B
ACSM3,9,ACSM3
FYCO1,4,FYCO1
ACIN1,11,ACIN1
CTNNBL1,7,CTNNBL1
FAM72B,5,FAM72B
MARCH8,6,MARCH8
DRD3,4,DRD3
RASSF3,5,RASSF3
SMIM10L2B,1,SMIM10L2B
SIRPB2,5,SIRPB2
PHC3,12,PHC3
TENT5A,5,TENT5A
ADAM30,1,ADAM30
TDRD9,3,TDRD9
MYF6,1,MYF6
SEC14L3,7,SEC14L3
AC018512.1,1,AC018512.1
ZBTB11,2,ZBTB11
AC008758.5,1,AC008758.5
SMCO3,1,SMCO3
ZNF791,5,ZNF791
SNX12,4,SNX12
FBLN7,6,FBLN7
MGP,3,MGP
ANKRD52,1,ANKRD52
POU2F3,4,POU2F3
MAGEA8,3,MAGEA8
AC008758.6,1,AC008758.6
AC005832.4,1,AC005832.4
ZNF564,4,ZNF564
DYRK4,7,DYRK4
AC010422.6,1,AC010422.6
ZNF267,5,ZNF267
ZNF443,2,ZNF443
BTN2A2,14,BTN2A2
CDK5R1,3,CDK5R1
XPO7,4,XPO7
RFPL3,2,RFPL3
SPACA9,3,SPACA9
PDCD4,3,PDCD4
AC008758.1,1,AC008758.1
ZNF709,2,ZNF709
DLL1,4,DLL1
ARHGDIG,5,ARHGDIG
COG3,4,COG3
WDR78,10,WDR78
NDUFA10,20,NDUFA10
OR13A1,6,OR13A1
INPP4B,16,INPP4B
AC008758.4,1,AC008758.4
IQCB1,6,IQCB1
AK8,1,AK8
AP3M1,2,AP3M1
CAMKV,10,CAMKV
CENPJ,4,CENPJ
TEKT3,7,TEKT3
HLA-F,50,HLA-F
HLF,6,HLF
AC004754.1,1,AC004754.1
TP63,12,TP63
GSTA1,1,GSTA1
CDC45,7,CDC45
CEP164,7,CEP164
AC012314.11,1,AC012314.11
CR547123.,1,CR547123.
AC142525.,1,AC142525.
AC011476.11,4,AC011476.11
STKLD1,2,STKLD1
AC136616.,3,AC136616.
AC025283.,1,AC025283.
LENG1,10,LENG1
ERO1A,7,ERO1A
AP3M2,12,AP3M2
KRTAP24-1,1,KRTAP24-1
TXNL1,7,TXNL1
CADM1,13,CADM1
THAP6,11,THAP6
AXL,3,AXL
TMEM163,1,TMEM163
HSDL2,2,HSDL2
PKM,16,PKM
ZNF608,6,ZNF608
SNX9,3,SNX9
HIGD2A,1,HIGD2A
ELF4,4,ELF4
MGAM2,4,MGAM2
CHRM1,3,CHRM1
GPATCH4,5,GPATCH4
KIR2DS2,18,KIR2DS2
S100A7,2,S100A7
TTC24,2,TTC24
TOMM22,1,TOMM22
AC067752.1,1,AC067752.1
S100A8,2,S100A8
YRDC,1,YRDC
UNG,4,UNG
AC003005.1,2,AC003005.1
SYN1,4,SYN1
GOT1L1,3,GOT1L1
SPRR5,1,SPRR5
AC003002.3,2,AC003002.3
RPTN,1,RPTN
CRNN,1,CRNN
EGFL8,21,EGFL8
C1orf54,3,C1orf54
MAPKAPK5,5,MAPKAPK5
LRRC52,1,LRRC52
APH1A,4,APH1A
NR4A2,10,NR4A2
CCDC81,4,CCDC81
RXRG,2,RXRG
PTBP3,7,PTBP3
EGF,3,EGF
SUPT7L,5,SUPT7L
DEFB106A,3,DEFB106A
SLC25A36,10,SLC25A36
ATP6V1E2,2,ATP6V1E2
SASS6,1,SASS6
FUS,4,FUS
GFRA1,4,GFRA1
PDE1C,6,PDE1C
MMP1,1,MMP1
HCAR3,1,HCAR3
AC084121.7,1,AC084121.7
FOXO3,3,FOXO3
CDT1,2,CDT1
AKAP8,3,AKAP8
NAT8,1,NAT8
DIP2C,5,DIP2C
AC084121.6,1,AC084121.6
APEX2,1,APEX2
PRDM4,4,PRDM4
SLC25A43,1,SLC25A43
ZNF471,3,ZNF471
PRRT4,7,PRRT4
LYPD3,1,LYPD3
TYRO3,5,TYRO3
AC134684.9,1,AC134684.9
TEX101,2,TEX101
GPX2,5,GPX2
HCN2,1,HCN2
RBM28,5,RBM28
SVOPL,5,SVOPL
TBC1D12,1,TBC1D12
UPP1,10,UPP1
AC022335.1,5,AC022335.1
LEFTY1,2,LEFTY1
HIST2H4B,3,HIST2H4B
RGL3,7,RGL3
C1RL,9,C1RL
CUX2,2,CUX2
FABP2,1,FABP2
HIST2H2BF,2,HIST2H2BF
SLC15A3,6,SLC15A3
TNFRSF14,14,TNFRSF14
NAGA,3,NAGA
RNASEH2A,3,RNASEH2A
IL17F,1,IL17F
ZNF486,2,ZNF486
MADCAM1,9,MADCAM1
A3GALT2,1,A3GALT2
CD96,7,CD96
KEL,8,KEL
MDM2,28,MDM2
PAIP2,5,PAIP2
PI4KB,11,PI4KB
TSC22D3,17,TSC22D3
DOCK10,8,DOCK10
PSD2,1,PSD2
SOCS3,2,SOCS3
MFSD10,7,MFSD10
PEX6,2,PEX6
LONRF3,5,LONRF3
ZNF7,10,ZNF7
LILRA3,17,LILRA3
SLC30A10,2,SLC30A10
SNX7,4,SNX7
C7orf50,6,C7orf50
KIAA1211,8,KIAA1211
LANCL2,2,LANCL2
NBPF6,3,NBPF6
PSME2,14,PSME2
ADAMTS7,1,ADAMTS7
SYT10,2,SYT10
EGR4,2,EGR4
NRDC,5,NRDC
RLF,1,RLF
PSG2,2,PSG2
CDY2A,2,CDY2A
ERGIC1,7,ERGIC1
ZNF705G,2,ZNF705G
PRLR,19,PRLR
ZSWIM5,1,ZSWIM5
PNN,3,PNN
ARL16,9,ARL16
NKAIN4,4,NKAIN4
MINPP1,3,MINPP1
SARNP,4,SARNP
PEX10,8,PEX10
ZNF578,2,ZNF578
TRA2B,6,TRA2B
PDE6G,5,PDE6G
GNL1,16,GNL1
SNRPC,3,SNRPC
SEMA3A,5,SEMA3A
ST3GAL3,74,ST3GAL3
MUC21,12,MUC21
ZNF569,7,ZNF569
CD63,14,CD63
UBE2S,3,UBE2S
UNC5B,2,UNC5B
ANGEL2,3,ANGEL2
PCBD1,1,PCBD1
L1TD1,1,L1TD1
ZCCHC13,1,ZCCHC13
MAGED2,8,MAGED2
VASH2,7,VASH2
PSG8,5,PSG8
NSL1,4,NSL1
GMIP,6,GMIP
AC008687.8,1,AC008687.8
ATP13A5,3,ATP13A5
YTHDF1,2,YTHDF1
CLEC2A,2,CLEC2A
TOP3A,22,TOP3A
HLA-C,52,HLA-C
PTH1R,7,PTH1R
USP15,10,USP15
CEL,1,CEL
GNL3L,2,GNL3L
MS4A4E,8,MS4A4E
TMEM132E,2,TMEM132E
TMEM223,3,TMEM223
TAS2R14,3,TAS2R14
OR8G5,3,OR8G5
TBC1D3F,2,TBC1D3F
OR6C68,1,OR6C68
C16orf78,1,C16orf78
PBX2,7,PBX2
TINAG,3,TINAG
FAAP20,8,FAAP20
ZNF616,5,ZNF616
CLEC14A,1,CLEC14A
NBEA,6,NBEA
BCLAF3,4,BCLAF3
HIST1H3J,1,HIST1H3J
HIST1H2AM,1,HIST1H2AM
MAFF,7,MAFF
CRABP1,2,CRABP1
RAVER1,6,RAVER1
FUT1,2,FUT1
CABIN1,7,CABIN1
EIF4E2,9,EIF4E2
NACAD,1,NACAD
CHRNG,2,CHRNG
HNRNPD,10,HNRNPD
SKIV2L,16,SKIV2L
MAGEB2,1,MAGEB2
RAB17,7,RAB17
CISD3,2,CISD3
DNTTIP2,3,DNTTIP2
CTNND1,35,CTNND1
MAS1L,8,MAS1L
CR753845.,1,CR753845.
AC012314.9,2,AC012314.9
AC006449.,1,AC006449.
AC012314.31,2,AC012314.31
YY1AP1,17,YY1AP1
C19orf81,2,C19orf81
PGA4,3,PGA4
IKZF4,6,IKZF4
RHBDL3,5,RHBDL3
SLC25A47,2,SLC25A47
ZFYVE16,7,ZFYVE16
SUSD6,1,SUSD6
HLA-DQB1,31,HLA-DQB1
OR2G3,1,OR2G3
TAC3,10,TAC3
ANGPTL3,1,ANGPTL3
ZNF180,8,ZNF180
CD84,5,CD84
NOC4L,2,NOC4L
TSHZ3,2,TSHZ3
BBOF1,3,BBOF1
F12,1,F12
USP36,19,USP36
TCTE3,2,TCTE3
JMY,1,JMY
FPGT,7,FPGT
VXN,6,VXN
UBD,7,UBD
TDRD10,2,TDRD10
VWA7,6,VWA7
VSIG10,2,VSIG10
TMCO6,8,TMCO6
PTX3,1,PTX3
DLK2,4,DLK2
ATP1A2,3,ATP1A2
KCNG4,2,KCNG4
MRPL30,3,MRPL30
AHI1,13,AHI1
GIT2,9,GIT2
ZBTB24,1,ZBTB24
TAC1,3,TAC1
GGPS1,6,GGPS1
ANKRD13C,2,ANKRD13C
AACS,2,AACS
TCP1,11,TCP1
RAC1,2,RAC1
CRIP3,4,CRIP3
EIF4G1,29,EIF4G1
ZNF222,3,ZNF222
AC068790.8,1,AC068790.8
METTL13,3,METTL13
SYTL3,4,SYTL3
MTFR1,6,MTFR1
MPIG6B,39,MPIG6B
VAMP4,3,VAMP4
DMAC2,13,DMAC2
OPN1MW2,2,OPN1MW2
LRRC71,1,LRRC71
BEST3,10,BEST3
ZNF675,8,ZNF675
AQP2,3,AQP2
KRTAP21-2,1,KRTAP21-2
FKBPL,4,FKBPL
TRAPPC2L,11,TRAPPC2L
CYP2F1,4,CYP2F1
DCUN1D5,10,DCUN1D5
NOP16,7,NOP16
DDI2,3,DDI2
RSC1A1,1,RSC1A1
S100A6,4,S100A6
NRP2,7,NRP2
EVA1A,7,EVA1A
IKZF5,2,IKZF5
C5orf67,2,C5orf67
REP15,1,REP15
SAP30,1,SAP30
CYLD,12,CYLD
ALKBH2,7,ALKBH2
CFP,4,CFP
TMEM176A,5,TMEM176A
SPRR4,1,SPRR4
IVL,1,IVL
KIAA1191,9,KIAA1191
CSNK1G3,8,CSNK1G3
DPF1,11,DPF1
LCE2A,1,LCE2A
LCE2B,1,LCE2B
ERP29,4,ERP29
MAGED4B,7,MAGED4B
FLG2,1,FLG2
CHRNA4,4,CHRNA4
S100A11,1,S100A11
UCK2,4,UCK2
PSIP1,6,PSIP1
FAM168A,3,FAM168A
ABCA8,6,ABCA8
PDE10A,12,PDE10A
POU5F1,22,POU5F1
LMX1A,3,LMX1A
TMEM119,4,TMEM119
GLMP,10,GLMP
CCDC121,3,CCDC121
GIMAP8,1,GIMAP8
GABRR1,6,GABRR1
OAZ3,9,OAZ3
TENM2,3,TENM2
ZNF512,5,ZNF512
PPP6C,4,PPP6C
GABRR3,2,GABRR3
TACR2,3,TACR2
UPRT,5,UPRT
CYP4V2,1,CYP4V2
RGS5,6,RGS5
VPS37B,3,VPS37B
IL7R,7,IL7R
OCSTAMP,1,OCSTAMP
VHLL,1,VHLL
MAP1S,11,MAP1S
ZNF684,4,ZNF684
GABRR2,1,GABRR2
GTDC1,14,GTDC1
SH3GL1,6,SH3GL1
KAT6A,9,KAT6A
MRPL9,7,MRPL9
NUF2,7,NUF2
UBE2J1,1,UBE2J1
RRAGD,2,RRAGD
ZNF33B,5,ZNF33B
HLA-G,48,HLA-G
PHLDA1,3,PHLDA1
RPS6KA1,24,RPS6KA1
MECP2,11,MECP2
NKD1,1,NKD1
ZNF157,1,ZNF157
DEFB104A,3,DEFB104A
BRAP,2,BRAP
SARS,2,SARS
TCF19,15,TCF19
CA14,4,CA14
KIAA1841,6,KIAA1841
FUT8,11,FUT8
LRRCC1,6,LRRCC1
ZNF41,3,ZNF41
SLC3A2,13,SLC3A2
ISCU,7,ISCU
KIR3DS1,50,KIR3DS1
GIMAP7,1,GIMAP7
GK2,1,GK2
TMEM26,4,TMEM26
HBS1L,15,HBS1L
STAT6,20,STAT6
SLC44A4,29,SLC44A4
LRP1,6,LRP1
NAB2,2,NAB2
EFNA1,2,EFNA1
EFNA3,1,EFNA3
EI24,12,EI24
AL691442.1,1,AL691442.1
GOLGA5,2,GOLGA5
ACRV1,4,ACRV1
C17orf75,9,C17orf75
PMEL,12,PMEL
OR2T8,2,OR2T8
TRIM58,1,TRIM58
B4GALT3,3,B4GALT3
INTS11,27,INTS11
AC098582.1,1,AC098582.1
SERINC5,4,SERINC5
ANKLE2,5,ANKLE2
PXMP2,5,PXMP2
KLF17,2,KLF17
LTB4R,10,LTB4R
PRSS2,5,PRSS2
EFCAB2,7,EFCAB2
ABCA1,3,ABCA1
RGL1,2,RGL1
LCA5L,13,LCA5L
ARPC5,3,ARPC5
TUBB3,13,TUBB3
VRK3,18,VRK3
LY6G5C,15,LY6G5C
GPD1,3,GPD1
GLUL,5,GLUL
MEGF9,1,MEGF9
OR13D1,2,OR13D1
EFNA5,3,EFNA5
WASF2,2,WASF2
OR13C2,1,OR13C2
GPR63,1,GPR63
C1orf56,1,C1orf56
TAGLN2,4,TAGLN2
GLT1D1,6,GLT1D1
AK9,11,AK9
ANGPTL1,3,ANGPTL1
SLC39A4,6,SLC39A4
FCRL6,5,FCRL6
MANEA,2,MANEA
HES2,5,HES2
ACOT6,3,ACOT6
TXNDC9,6,TXNDC9
OR10J5,1,OR10J5
ZNF16,5,ZNF16
SLC35F3,2,SLC35F3
KIF17,3,KIF17
UIMC1,8,UIMC1
SP100,11,SP100
MNDA,2,MNDA
TNIP3,4,TNIP3
ZDHHC17,10,ZDHHC17
RC3H1,3,RC3H1
CATSPERG,8,CATSPERG
ZNF329,5,ZNF329
ZNF225,5,ZNF225
MAP3K19,9,MAP3K19
OR10T2,1,OR10T2
ZNF223,4,ZNF223
LHX5,1,LHX5
TEX50,1,TEX50
CTXND2,1,CTXND2
NUDC,3,NUDC
C19orf18,1,C19orf18
ZNF256,2,ZNF256
CYTH3,2,CYTH3
SFN,1,SFN
COX7B,5,COX7B
PRDM5,5,PRDM5
BMPR2,3,BMPR2
RASGEF1A,4,RASGEF1A
PRRX1,3,PRRX1
ZNF530,4,ZNF530
AC003006.1,1,AC003006.1
RNF187,4,RNF187
NEK5,4,NEK5
NME2,6,NME2
SLC27A3,11,SLC27A3
NME1-NME2,3,NME1-NME2
NME1,7,NME1
TRMT13,4,TRMT13
ABCF1,29,ABCF1
CBWD1,18,CBWD1
SEPT8,12,SEPT8
RET,6,RET
SMIM21,3,SMIM21
NOD2,11,NOD2
SCNN1A,7,SCNN1A
SYPL2,1,SYPL2
ZNF773,5,ZNF773
SPRR2A,1,SPRR2A
ADRB3,1,ADRB3
SPRR1B,1,SPRR1B
LCE1D,1,LCE1D
AC093827.5,1,AC093827.5
HTT,7,HTT
OR2J2,9,OR2J2
TNXB,25,TNXB
PAGE2,3,PAGE2
ZNF142,7,ZNF142
AC118553.2,8,AC118553.2
GATD3B,7,GATD3B
PON2,13,PON2
DDR2,6,DDR2
PMS2,7,PMS2
UAP1,4,UAP1
COQ8A,3,COQ8A
TLE4,15,TLE4
SLC25A44,2,SLC25A44
POLQ,2,POLQ
CORO6,7,CORO6
SLC25A5,1,SLC25A5
CNR1,7,CNR1
GRK4,5,GRK4
USPL1,2,USPL1
DEFB104B,4,DEFB104B
GJA3,1,GJA3
DEFB106B,4,DEFB106B
AC084121.12,1,AC084121.12
DEFB105B,5,DEFB105B
ATF6,1,ATF6
RRH,1,RRH
HEXIM1,1,HEXIM1
REXO4,8,REXO4
AC145212.1,1,AC145212.1
AC233755.,1,AC233755.
AC136352.,1,AC136352.
MSTO1,5,MSTO1
TMEM38B,5,TMEM38B
WDR36,3,WDR36
POLD1,12,POLD1
C19orf57,7,C19orf57
MDH1B,5,MDH1B
BTBD7,14,BTBD7
DYTN,1,DYTN
OASL,4,OASL
ZDHHC19,3,ZDHHC19
ERBB3,14,ERBB3
TRIM46,8,TRIM46
RPS11,5,RPS11
ASB17,1,ASB17
MSH4,1,MSH4
MOAP1,4,MOAP1
EFNA4,3,EFNA4
HNF1A,12,HNF1A
CABP1,4,CABP1
UBQLN1,4,UBQLN1
CDK2,6,CDK2
ERH,2,ERH
SLC25A29,10,SLC25A29
USP21,7,USP21
UFC1,1,UFC1
OR2C3,2,OR2C3
OR13G1,2,OR13G1
GCSAML-AS1,1,GCSAML-AS1
HSPA1A,10,HSPA1A
HMCN1,2,HMCN1
DKKL1,6,DKKL1
CD244,4,CD244
GMFB,6,GMFB
ERICH3,3,ERICH3
CYB5B,5,CYB5B
COPA,13,COPA
FH,1,FH
HEPACAM,1,HEPACAM
TAOK3,14,TAOK3
ACBD6,3,ACBD6
FPGT-TNNI3K,6,FPGT-TNNI3K
UNC13B,9,UNC13B
RASGRP4,14,RASGRP4
HHIPL1,2,HHIPL1
COQ3,2,COQ3
WSB2,7,WSB2
DCAF17,6,DCAF17
KIR2DS3,5,KIR2DS3
ZNF112,6,ZNF112
PEA15,3,PEA15
CDKN3,9,CDKN3
RAN,8,RAN
TRIM55,4,TRIM55
WNT10A,2,WNT10A
AC079447.1,1,AC079447.1
BNIPL,6,BNIPL
DAGLB,5,DAGLB
TUBB1,1,TUBB1
TLK1,7,TLK1
CADM3,3,CADM3
EPHA7,2,EPHA7
WDTC1,4,WDTC1
SRSF11,6,SRSF11
TARBP1,1,TARBP1
ZSCAN10,7,ZSCAN10
BRI3BP,1,BRI3BP
APOF,1,APOF
PSMG3,3,PSMG3
CACYBP,5,CACYBP
OR6K2,1,OR6K2
MSH5-SAPCD1,18,MSH5-SAPCD1
SPTA1,2,SPTA1
HLA-DQB2,32,HLA-DQB2
C6orf47,7,C6orf47
GSKIP,6,GSKIP
ZBTB37,4,ZBTB37
PSMD2,7,PSMD2
CD1E,14,CD1E
PITX2,12,PITX2
TTBK1,2,TTBK1
TRNP1,2,TRNP1
PRDX6,1,PRDX6
FERMT2,12,FERMT2
GUCY1A1,11,GUCY1A1
SP140L,5,SP140L
NR0B2,1,NR0B2
CD1D,1,CD1D
BOD1L2,1,BOD1L2
UQCR11,3,UQCR11
PGAM4,1,PGAM4
TMEM229B,7,TMEM229B
AC005943.1,1,AC005943.1
CD5L,1,CD5L
AIFM1,8,AIFM1
SLC46A2,2,SLC46A2
CCNT2,8,CCNT2
SFT2D2,3,SFT2D2
KRTAP13-1,1,KRTAP13-1
MANSC4,1,MANSC4
UGT3A2,4,UGT3A2
GPR161,7,GPR161
ZDHHC14,4,ZDHHC14
RNF19A,8,RNF19A
TACR1,2,TACR1
AC010327.1,1,AC010327.1
COL11A2,35,COL11A2
RPS6KA2,10,RPS6KA2
RCC1L,4,RCC1L
MEF2D,6,MEF2D
ZNF730,3,ZNF730
PROP1,3,PROP1
LCE1C,2,LCE1C
EVPLL,2,EVPLL
FGF16,1,FGF16
TAGLN3,7,TAGLN3
DUSP27,3,DUSP27
NAA25,4,NAA25
CHAMP1,5,CHAMP1
TBL1Y,3,TBL1Y
CYP2B6,4,CYP2B6
SPAG11A,9,SPAG11A
LILRB1,30,LILRB1
ALDH2,4,ALDH2
AC002996.1,1,AC002996.1
THEMIS,10,THEMIS
