Genes,Chromosome,Norm_Symbol
HPD,12,HPD
MYO5C,15,MYO5C
ADAMTS1,21,ADAMTS1
RNF146,6,RNF146
FBXW9,19,FBXW9
ZNF14,19,ZNF14
ADORA2A,22,ADORA2A
AGAP2,12,AGAP2
KCTD5,16,KCTD5
CCDC38,12,CCDC38
FBXO7,22,FBXO7
PPP1R14A,19,PPP1R14A
GEMIN4,17,GEMIN4
ACTR2,2,ACTR2
CYP2C9,10,CYP2C9
ACSBG2,19,ACSBG2
PERM1,1,PERM1
IYD,6,IYD
PARVB,22,PARVB
SLC35A5,3,SLC35A5
STX16,20,STX16
SYNGAP1,6,SYNGAP1
MANF,3,MANF
ZSCAN16,6,ZSCAN16
ZNF774,15,ZNF774
PLK3,1,PLK3
INPP5K,17,INPP5K
DSPP,4,DSPP
SCAF8,6,SCAF8
SIPA1L1,14,SIPA1L1
AGPAT3,21,AGPAT3
CDH12,5,CDH12
MT1B,16,MT1B
ZNF664,12,ZNF664
HIKESHI,11,HIKESHI
HS3ST3A1,17,HS3ST3A1
IGHA1,14,IGHA1
ST6GAL1,3,ST6GAL1
INSC,11,INSC
DNAJC24,11,DNAJC24
USP17L5,4,USP17L5
OR51D1,11,OR51D1
CTSZ,20,CTSZ
ALAS2,X,ALAS2
GALNT10,5,GALNT10
STX5,11,STX5
YME1L1,10,YME1L1
ZNF880,19,ZNF880
SAMSN1,21,SAMSN1
APMAP,20,APMAP
CTSH,15,CTSH
HIST1H2BF,6,HIST1H2BF
KCNF1,2,KCNF1
PLEKHM1,17,PLEKHM1
NDUFA11,19,NDUFA11
ADAMTS15,11,ADAMTS15
CEP104,1,CEP104
THRSP,11,THRSP
ATM,11,ATM
VWC2L,2,VWC2L
GABRP,5,GABRP
GRIK3,1,GRIK3
NUP133,1,NUP133
CARD17,11,CARD17
CCND2,12,CCND2
TMEM108,3,TMEM108
ARRDC4,15,ARRDC4
STX16-NPEPL1,20,STX16-NPEPL1
RAD51,15,RAD51
PCDHGA12,5,PCDHGA12
FUOM,10,FUOM
MTHFD1,14,MTHFD1
PLVAP,19,PLVAP
SCX,8,SCX
TPSG1,16,TPSG1
CDK16,X,CDK16
EML6,2,EML6
GRIN2A,16,GRIN2A
HSD11B1L,19,HSD11B1L
SFMBT2,10,SFMBT2
HSF2,6,HSF2
RNF181,2,RNF181
LGR6,1,LGR6
PMPCA,9,PMPCA
VNN2,6,VNN2
ATXN10,22,ATXN10
IRX3,16,IRX3
SLC6A1,3,SLC6A1
ACSS2,20,ACSS2
PCYT1B,X,PCYT1B
GPM6B,X,GPM6B
PRMT8,12,PRMT8
LRRC70,5,LRRC70
VWA8,13,VWA8
MTO1,6,MTO1
SREK1,5,SREK1
OR51F1,11,OR51F1
ZNF98,19,ZNF98
GTSF1,12,GTSF1
ALG11,13,ALG11
PADI2,1,PADI2
PRRT2,16,PRRT2
TMEM189-UBE2V1,20,TMEM189-UBE2V1
BNC2,9,BNC2
CACNG2,22,CACNG2
FOS,14,FOS
TUBB1,20,TUBB1
CHAF1B,21,CHAF1B
RORA,15,RORA
BTBD7,14,BTBD7
NTN3,16,NTN3
POC5,5,POC5
GAP43,3,GAP43
DTD2,14,DTD2
R3HDM4,19,R3HDM4
PFN3,5,PFN3
ELOVL2,6,ELOVL2
HIST1H1C,6,HIST1H1C
NDUFS6,5,NDUFS6
IRX6,16,IRX6
TRAV22,14,TRAV22
NNMT,11,NNMT
CNIH1,14,CNIH1
SIRT3,11,SIRT3
BCL2,18,BCL2
PPP1R42,8,PPP1R42
SFTPC,8,SFTPC
ODF1,8,ODF1
OVOL1,11,OVOL1
SH2D4A,8,SH2D4A
SRRM4,12,SRRM4
IQGAP1,15,IQGAP1
LCE2C,1,LCE2C
PRKX,X,PRKX
ARHGAP32,11,ARHGAP32
DBH,9,DBH
MXD1,2,MXD1
PLCL1,2,PLCL1
ABCA4,1,ABCA4
ATP6V0D1,16,ATP6V0D1
TMPRSS4,11,TMPRSS4
BANP,16,BANP
BIN2,12,BIN2
ADCY4,14,ADCY4
KRT78,12,KRT78
TMIGD1,17,TMIGD1
XPR1,1,XPR1
CERS1,19,CERS1
PMVK,1,PMVK
NSMCE4A,10,NSMCE4A
IGLV1-36,22,IGLV1-36
GNAZ,22,GNAZ
ZNF384,12,ZNF384
CHTF8,16,CHTF8
CLDN10,13,CLDN10
PFKP,10,PFKP
ZYG11B,1,ZYG11B
TBX5,12,TBX5
CRIPAK,4,CRIPAK
MAP4K5,14,MAP4K5
RBM3,X,RBM3
XKRX,X,XKRX
PCYT2,17,PCYT2
MSL3,X,MSL3
FAF2,5,FAF2
NLRP9,19,NLRP9
MTMR6,13,MTMR6
ANXA5,4,ANXA5
WDFY3,4,WDFY3
ZNF705A,12,ZNF705A
KCNJ8,12,KCNJ8
RCL1,9,RCL1
HLA-F,6,HLA-F
CARD9,9,CARD9
TMEM25,11,TMEM25
LRWD1,7,LRWD1
MACC1,7,MACC1
DSC2,18,DSC2
TRGV4,7,TRGV4
SKP1,5,SKP1
FKRP,19,FKRP
MRPS10,6,MRPS10
SCLT1,4,SCLT1
KCNA6,12,KCNA6
ACOT11,1,ACOT11
ATF4,22,ATF4
FBXW8,12,FBXW8
EGLN3,14,EGLN3
PCDH12,5,PCDH12
TMED6,16,TMED6
OTX2,14,OTX2
KRT74,12,KRT74
TMPRSS11B,4,TMPRSS11B
ZNF333,19,ZNF333
CDH7,18,CDH7
PABPC5,X,PABPC5
CASP12,11,CASP12
PON1,7,PON1
LY96,8,LY96
ADAMTS4,1,ADAMTS4
CNST,1,CNST
PLA2R1,2,PLA2R1
DMWD,19,DMWD
KCTD12,13,KCTD12
SYNPO2,4,SYNPO2
IFITM5,11,IFITM5
ZNF658,9,ZNF658
HELT,4,HELT
PSMD4,1,PSMD4
SERPINB3,18,SERPINB3
FZD8,10,FZD8
ORC1,1,ORC1
PRICKLE3,X,PRICKLE3
AP3M2,8,AP3M2
STK35,20,STK35
CNP,17,CNP
KLK12,19,KLK12
RPL22L1,3,RPL22L1
B2M,15,B2M
GPHB5,14,GPHB5
PNMA1,14,PNMA1
COX2,NAN,COX2
ZNF641,12,ZNF641
LPP,3,LPP
SORCS3,10,SORCS3
CCNA1,13,CCNA1
SH3RF2,5,SH3RF2
CHN1,2,CHN1
ATP13A1,19,ATP13A1
FABP5,8,FABP5
ACE2,X,ACE2
KRT2,12,KRT2
NOX4,11,NOX4
CUX2,12,CUX2
LCK,1,LCK
RNMT,18,RNMT
NEK3,13,NEK3
EEF1A1,6,EEF1A1
PLSCR4,3,PLSCR4
TAAR2,6,TAAR2
EMC3,3,EMC3
PTPRM,18,PTPRM
KLHL10,17,KLHL10
RNF157,17,RNF157
SLFN5,17,SLFN5
IGHV3OR15-7,15,IGHV3OR15-7
HSF2BP,21,HSF2BP
SCLY,2,SCLY
TMOD3,15,TMOD3
COL6A2,21,COL6A2
TRAPPC12,2,TRAPPC12
CTC1,17,CTC1
CEP295,11,CEP295
FOXP1,3,FOXP1
PEX19,1,PEX19
OR10K1,1,OR10K1
FBP2,9,FBP2
GRM7,3,GRM7
NEK4,3,NEK4
ABL2,1,ABL2
TAAR8,6,TAAR8
TEX37,2,TEX37
TMPRSS11A,4,TMPRSS11A
GIT2,12,GIT2
TSR1,17,TSR1
PTPN14,1,PTPN14
COPRS,17,COPRS
DDO,6,DDO
IP6K1,3,IP6K1
CAMK2D,4,CAMK2D
TMC1,9,TMC1
GPR139,16,GPR139
AEN,15,AEN
SELE,1,SELE
ZNF586,19,ZNF586
NFIC,19,NFIC
ZDHHC6,10,ZDHHC6
TRERF1,6,TRERF1
ITGB7,12,ITGB7
CDC6,17,CDC6
ASF1A,6,ASF1A
IL4I1,19,IL4I1
IPMK,10,IPMK
ST6GALNAC2,17,ST6GALNAC2
FOXL2,3,FOXL2
CYP46A1,14,CYP46A1
SIGLEC11,19,SIGLEC11
TSHZ2,20,TSHZ2
YPEL5,2,YPEL5
ACADS,12,ACADS
MEIOB,16,MEIOB
TBX20,7,TBX20
IGKV2D-30,2,IGKV2D-30
GLS2,12,GLS2
RABL2A,2,RABL2A
GFAP,17,GFAP
GEN1,2,GEN1
SFXN1,5,SFXN1
ZBTB26,9,ZBTB26
FBXO30,6,FBXO30
PRPF4B,6,PRPF4B
CXCL14,5,CXCL14
ZNF589,3,ZNF589
HTR1B,6,HTR1B
IGSF6,16,IGSF6
DIAPH3,13,DIAPH3
COX8A,11,COX8A
RNF103,2,RNF103
FLRT1,11,FLRT1
NR5A2,1,NR5A2
SEC24C,10,SEC24C
GSG1L,16,GSG1L
OXTR,3,OXTR
TPT1,13,TPT1
G3BP1,5,G3BP1
SAMD5,6,SAMD5
GALNT5,2,GALNT5
DRGX,10,DRGX
ZCCHC3,20,ZCCHC3
PRKN,6,PRKN
TMEFF1,9,TMEFF1
ZP4,1,ZP4
JAKMIP1,4,JAKMIP1
MRPL55,1,MRPL55
NANOS2,19,NANOS2
EOGT,3,EOGT
VCPKMT,14,VCPKMT
CRIP2,14,CRIP2
NTRK2,9,NTRK2
RFX6,6,RFX6
HUS1,7,HUS1
CHRNA10,11,CHRNA10
MTRNR2L11,1,MTRNR2L11
YIF1A,11,YIF1A
GARNL3,9,GARNL3
PROP1,5,PROP1
ASIC2,17,ASIC2
KLHL17,1,KLHL17
ERP29,12,ERP29
PIGG,4,PIGG
SNX31,8,SNX31
ADAM23,2,ADAM23
PCBP2,12,PCBP2
PROC,2,PROC
SLC17A3,6,SLC17A3
TRGV3,7,TRGV3
FGD6,12,FGD6
C1orf52,1,C1orf52
OTUD7B,1,OTUD7B
NOX5,15,NOX5
LIF,22,LIF
RILPL1,12,RILPL1
AOC3,17,AOC3
RIOK2,5,RIOK2
USP45,6,USP45
VCL,10,VCL
MAL2,8,MAL2
DNAJC30,7,DNAJC30
ARMC6,19,ARMC6
HAUS5,19,HAUS5
CELSR1,22,CELSR1
PLEKHM3,2,PLEKHM3
SLC5A1,22,SLC5A1
TAOK3,12,TAOK3
TMEM87B,2,TMEM87B
SVOP,12,SVOP
TUBB3,16,TUBB3
GIPR,19,GIPR
ANKS1B,12,ANKS1B
BMP2K,4,BMP2K
COPB2,3,COPB2
CIDEA,18,CIDEA
NDUFA8,9,NDUFA8
CLCN5,X,CLCN5
MANEAL,1,MANEAL
NDC1,1,NDC1
OR4C11,11,OR4C11
PHB2,12,PHB2
TMEM98,17,TMEM98
OR7A10,19,OR7A10
ZNF440,19,ZNF440
GNS,12,GNS
STAM,10,STAM
GPR160,3,GPR160
MRGPRE,11,MRGPRE
LRFN3,19,LRFN3
IGKV1D-17,2,IGKV1D-17
RBM6,3,RBM6
TRIM73,7,TRIM73
NUP155,5,NUP155
TRAV8-1,14,TRAV8-1
FEM1C,5,FEM1C
CXorf56,X,CXorf56
NFAM1,22,NFAM1
CNGA4,11,CNGA4
KCTD1,18,KCTD1
TEX11,X,TEX11
HSPB9,17,HSPB9
GGN,19,GGN
NDFIP2,13,NDFIP2
NSUN2,5,NSUN2
P2RY10,X,P2RY10
SNX5,20,SNX5
SPRED2,2,SPRED2
DIRAS3,1,DIRAS3
DUOX1,15,DUOX1
NPIPB6,16,NPIPB6
ATP10A,15,ATP10A
AMFR,16,AMFR
SLC4A1,17,SLC4A1
BRD4,19,BRD4
ENO3,17,ENO3
SAT1,X,SAT1
HCN2,19,HCN2
FAM131B,7,FAM131B
PFDN2,1,PFDN2
WDR26,1,WDR26
DAPK2,15,DAPK2
ZNF106,15,ZNF106
MAP7D2,X,MAP7D2
AP3D1,19,AP3D1
ARGLU1,13,ARGLU1
GOLGA8N,15,GOLGA8N
CYB5R2,11,CYB5R2
OR11H2,14,OR11H2
TMEM150A,2,TMEM150A
KLRK1,12,KLRK1
GJA3,13,GJA3
SPRR1A,1,SPRR1A
CDK2,12,CDK2
CAPN9,1,CAPN9
KRTAP21-3,21,KRTAP21-3
NDUFAF6,8,NDUFAF6
ATP6V1A,3,ATP6V1A
HIST1H2BE,6,HIST1H2BE
DNAJB2,2,DNAJB2
HLA-DRB3,6,HLA-DRB3
PPL,16,PPL
PCGF5,10,PCGF5
PHLPP2,16,PHLPP2
JUP,17,JUP
REPS1,6,REPS1
SLC17A8,12,SLC17A8
PRAMEF10,1,PRAMEF10
S100A16,1,S100A16
FILIP1,6,FILIP1
RPS6KA2,6,RPS6KA2
AMPH,7,AMPH
RLIM,X,RLIM
PPP4R2,3,PPP4R2
ATG2B,14,ATG2B
CNTFR,9,CNTFR
TRBV12-3,7,TRBV12-3
PCDHB1,5,PCDHB1
SCMH1,1,SCMH1
PTAR1,9,PTAR1
TRRAP,7,TRRAP
DOCK9,13,DOCK9
IFI27L2,14,IFI27L2
OSBPL3,7,OSBPL3
MCM6,2,MCM6
NDST4,4,NDST4
ZNF12,7,ZNF12
NPIPB8,16,NPIPB8
CROCC,1,CROCC
SUOX,12,SUOX
EIF5A,17,EIF5A
OR1D5,17,OR1D5
ZMYM4,1,ZMYM4
MCM2,3,MCM2
CKM,19,CKM
PALD1,10,PALD1
HMOX1,22,HMOX1
ZBTB18,1,ZBTB18
ZHX1,8,ZHX1
CCDC70,13,CCDC70
ZNF358,19,ZNF358
OR6K3,1,OR6K3
TSPAN4,11,TSPAN4
MAGI1,3,MAGI1
RGS21,1,RGS21
ZNF275,X,ZNF275
CARD8,19,CARD8
CLIC5,6,CLIC5
PEG3,19,PEG3
RHEB,7,RHEB
DENND5A,11,DENND5A
DDX31,9,DDX31
AQP10,1,AQP10
RPL26L1,5,RPL26L1
HINT2,9,HINT2
NMRK1,9,NMRK1
HIF3A,19,HIF3A
HERPUD1,16,HERPUD1
NPFFR1,10,NPFFR1
ADO,10,ADO
FOLR3,NAN,FOLR3
BAD,11,BAD
SMARCC2,12,SMARCC2
SMOC2,6,SMOC2
SORT1,1,SORT1
HLA-DMB,6,HLA-DMB
ITPA,20,ITPA
KCND3,1,KCND3
PXMP2,12,PXMP2
SPOP,17,SPOP
PYCR1,17,PYCR1
FBXO43,8,FBXO43
MRPS36,5,MRPS36
SLC1A5,19,SLC1A5
POLR1D,13,POLR1D
NAA11,4,NAA11
AASS,7,AASS
NTF3,12,NTF3
KIF1C,17,KIF1C
ATP6V1G2-DDX39B,6,ATP6V1G2-DDX39B
OSR1,2,OSR1
SLC25A43,X,SLC25A43
SOAT2,12,SOAT2
ZNF805,19,ZNF805
AADAC,3,AADAC
CCDC124,19,CCDC124
CFD,19,CFD
ATG3,3,ATG3
NRG3,10,NRG3
SERF2,15,SERF2
TLR5,1,TLR5
ZNF121,19,ZNF121
ZNF317,19,ZNF317
PML,15,PML
WDR91,7,WDR91
ADGRG2,X,ADGRG2
ROR2,9,ROR2
PEBP4,8,PEBP4
REM2,14,REM2
GOSR1,17,GOSR1
NOTCH4,6,NOTCH4
PPAT,4,PPAT
MKI67,10,MKI67
IGHV4-28,14,IGHV4-28
ZNF705E,11,ZNF705E
MUC15,11,MUC15
CYP4X1,1,CYP4X1
OR2Z1,19,OR2Z1
ACTL6B,7,ACTL6B
ZNF597,16,ZNF597
ACADSB,10,ACADSB
ZBTB25,14,ZBTB25
ACAD9,3,ACAD9
MCM7,7,MCM7
FOXL1,16,FOXL1
SLC9A7,X,SLC9A7
HSH2D,19,HSH2D
MED28,4,MED28
ELF5,11,ELF5
COL4A6,X,COL4A6
FYN,6,FYN
BTD,3,BTD
STRIP1,1,STRIP1
MYRF,11,MYRF
CEP41,7,CEP41
DNAJC18,5,DNAJC18
EPB41L2,6,EPB41L2
OR56A1,11,OR56A1
MYH10,17,MYH10
TRIM8,10,TRIM8
ACTL7A,9,ACTL7A
PIK3CB,3,PIK3CB
LMOD1,1,LMOD1
RELL1,4,RELL1
SLC16A6,17,SLC16A6
TAS2R46,12,TAS2R46
ZFP3,17,ZFP3
PPM1D,17,PPM1D
RASAL2,1,RASAL2
TCEAL2,X,TCEAL2
UBE4A,11,UBE4A
AAMDC,11,AAMDC
ZNF850,19,ZNF850
ZNF33A,10,ZNF33A
PEG10,7,PEG10
IRX2,5,IRX2
ORC2,2,ORC2
PEX5,12,PEX5
SLC6A15,12,SLC6A15
COL4A3BP,5,COL4A3BP
SIAE,11,SIAE
SRD5A1,5,SRD5A1
SETD5,3,SETD5
RPL30,8,RPL30
ZNF254,19,ZNF254
SFN,1,SFN
KPNA5,6,KPNA5
PTGS2,1,PTGS2
MPDZ,9,MPDZ
SPATA24,5,SPATA24
TAP1,6,TAP1
CENPC,NAN,CENPC
WSB1,17,WSB1
ARAF,X,ARAF
MTMR4,17,MTMR4
TLR3,4,TLR3
ZNF418,19,ZNF418
KLRC1,12,KLRC1
POFUT1,20,POFUT1
BMPR1A,10,BMPR1A
COG6,13,COG6
NDUFB10,16,NDUFB10
TGFBR2,3,TGFBR2
ARMC9,2,ARMC9
GABRQ,X,GABRQ
FBXO11,2,FBXO11
GOLGA1,9,GOLGA1
PPP2R5B,11,PPP2R5B
FIBIN,11,FIBIN
PPRC1,10,PPRC1
TFAP2B,6,TFAP2B
CDHR1,10,CDHR1
SERPINA4,14,SERPINA4
KRTAP19-7,21,KRTAP19-7
LONP1,19,LONP1
QARS,3,QARS
CTBP1,4,CTBP1
C1QC,1,C1QC
AK3,9,AK3
OR4F17,19,OR4F17
SLC13A1,7,SLC13A1
MRGPRD,11,MRGPRD
HPSE2,10,HPSE2
UBL4B,1,UBL4B
CSK,15,CSK
AOAH,7,AOAH
ORAI2,7,ORAI2
PSD4,2,PSD4
HIST1H2BA,6,HIST1H2BA
MEI4,6,MEI4
ERGIC2,12,ERGIC2
PSMC5,17,PSMC5
GUF1,4,GUF1
OR10H2,19,OR10H2
ELP4,11,ELP4
GATAD2B,1,GATAD2B
CACNA1D,3,CACNA1D
GCK,7,GCK
INHBB,2,INHBB
NXF2,X,NXF2
ZNF431,19,ZNF431
RRAGB,X,RRAGB
AQP1,7,AQP1
EGR4,2,EGR4
ABL1,9,ABL1
KIAA0586,14,KIAA0586
SLC6A3,5,SLC6A3
UBE2U,1,UBE2U
UNC93B1,11,UNC93B1
ADRB1,10,ADRB1
CHAC1,15,CHAC1
SLC25A21,14,SLC25A21
TSPAN10,17,TSPAN10
GGCT,7,GGCT
TEX35,1,TEX35
LCMT1,16,LCMT1
ZXDB,X,ZXDB
KCNJ14,19,KCNJ14
HPGDS,4,HPGDS
MCTS1,X,MCTS1
PPP2R3A,3,PPP2R3A
S100A11,1,S100A11
NKX1-2,10,NKX1-2
AFAP1,4,AFAP1
DEFA6,8,DEFA6
TRBV2,7,TRBV2
ABCA5,17,ABCA5
HIST1H3J,6,HIST1H3J
CALB2,16,CALB2
PFKM,12,PFKM
AQR,15,AQR
SRFBP1,5,SRFBP1
GRAP2,22,GRAP2
EDARADD,1,EDARADD
PIP4K2C,12,PIP4K2C
STX17,9,STX17
USP8,15,USP8
KRTAP1-4,17,KRTAP1-4
KRT23,17,KRT23
SYCP3,12,SYCP3
TRPV5,7,TRPV5
ZCCHC7,9,ZCCHC7
ASF1B,19,ASF1B
FBXW5,9,FBXW5
GPT2,16,GPT2
HAMP,19,HAMP
KRTAP9-7,17,KRTAP9-7
NCAM2,21,NCAM2
RNF32,7,RNF32
FPR1,19,FPR1
DNAJA3,16,DNAJA3
CD72,9,CD72
YARS,1,YARS
RPA1,17,RPA1
PTP4A2,1,PTP4A2
HIST1H2BL,6,HIST1H2BL
MAP4,3,MAP4
ZNF445,3,ZNF445
APOA2,1,APOA2
COPS8,2,COPS8
ATP10D,4,ATP10D
FUT9,6,FUT9
COL4A2,13,COL4A2
PCDH15,10,PCDH15
CD180,5,CD180
TEC,4,TEC
BPY2C,Y,BPY2C
CHMP1A,16,CHMP1A
IVL,1,IVL
NAA10,X,NAA10
AGO3,1,AGO3
CASQ2,1,CASQ2
PDP1,8,PDP1
VAMP2,17,VAMP2
TRIM35,8,TRIM35
CAMKK2,12,CAMKK2
ERMAP,1,ERMAP
TAS2R30,12,TAS2R30
VEZF1,17,VEZF1
CCT6B,17,CCT6B
SPACA3,17,SPACA3
KCTD8,4,KCTD8
CATSPERG,19,CATSPERG
MYH14,19,MYH14
TAS2R3,7,TAS2R3
MAF,16,MAF
ZNF763,19,ZNF763
NOTCH3,19,NOTCH3
XRCC2,7,XRCC2
CYP4B1,1,CYP4B1
SLC25A48,5,SLC25A48
CRIPT,2,CRIPT
TRPM1,15,TRPM1
PRR7,5,PRR7
E2F8,11,E2F8
TUBG1,17,TUBG1
SENP1,12,SENP1
POMT1,9,POMT1
SLC17A1,6,SLC17A1
DNAH9,17,DNAH9
USP18,22,USP18
RFX7,15,RFX7
PLEKHJ1,19,PLEKHJ1
ZBTB5,9,ZBTB5
B3GNT9,16,B3GNT9
ZNF512B,20,ZNF512B
FAM129A,1,FAM129A
AKAP6,14,AKAP6
HIST1H2BM,6,HIST1H2BM
VAC14,16,VAC14
FSBP,8,FSBP
PGPEP1,19,PGPEP1
GOLGA6D,15,GOLGA6D
PER1,17,PER1
MAP7,6,MAP7
KRTAP3-1,17,KRTAP3-1
RBP5,12,RBP5
HK2,2,HK2
RALGAPA2,20,RALGAPA2
HINT1,5,HINT1
GABRD,1,GABRD
USP40,2,USP40
PDGFRB,5,PDGFRB
NTNG1,1,NTNG1
RPL19,17,RPL19
SLC7A6,16,SLC7A6
TAS2R39,7,TAS2R39
BID,22,BID
EVX1,7,EVX1
KRTAP9-9,17,KRTAP9-9
MED6,14,MED6
CLEC3B,3,CLEC3B
HEMGN,9,HEMGN
TMEM109,11,TMEM109
SNURF,15,SNURF
PNP,14,PNP
GADD45GIP1,19,GADD45GIP1
CUL3,2,CUL3
FAM166A,9,FAM166A
MLX,17,MLX
RPS6KC1,1,RPS6KC1
DDX5,17,DDX5
TTC28,22,TTC28
SPEN,1,SPEN
CRISP1,6,CRISP1
PRRX2,9,PRRX2
KTI12,1,KTI12
OR13F1,9,OR13F1
SIK1,21,SIK1
TRIM3,11,TRIM3
TMEM88,17,TMEM88
ARHGEF18,19,ARHGEF18
BTBD18,11,BTBD18
HAND2,4,HAND2
G6PD,X,G6PD
ISG15,1,ISG15
TP53I3,2,TP53I3
A1BG,19,A1BG
EXOSC2,9,EXOSC2
CKMT2,5,CKMT2
SPAG8,9,SPAG8
WDR27,6,WDR27
IGKV1D-39,2,IGKV1D-39
UPRT,X,UPRT
BPY2,Y,BPY2
VGLL1,X,VGLL1
HNRNPAB,5,HNRNPAB
APOH,17,APOH
ATP5F1E,20,ATP5F1E
CTSB,8,CTSB
CDCA4,14,CDCA4
SLC23A1,5,SLC23A1
NBPF15,1,NBPF15
SLC25A15,13,SLC25A15
GK3P,4,GK3P
ARSA,22,ARSA
SLC26A8,6,SLC26A8
TSPAN11,12,TSPAN11
EPHA6,3,EPHA6
TRIM31,6,TRIM31
PSME3,17,PSME3
CUL5,11,CUL5
DET1,15,DET1
KRTAP2-2,17,KRTAP2-2
H2AFY,5,H2AFY
CGA,6,CGA
USH1C,11,USH1C
ARNT,1,ARNT
ZNF155,19,ZNF155
ASPSCR1,17,ASPSCR1
ZNF576,19,ZNF576
TAC4,17,TAC4
INPP5J,22,INPP5J
LIMK1,7,LIMK1
MASP1,3,MASP1
NRSN2,20,NRSN2
KLRF2,12,KLRF2
PRDX2,19,PRDX2
NLGN3,X,NLGN3
HLA-DOB,6,HLA-DOB
PDP2,16,PDP2
EPB42,15,EPB42
CHAT,10,CHAT
FBXO44,1,FBXO44
RIOK3,18,RIOK3
SGK1,6,SGK1
SLC22A14,3,SLC22A14
SYTL5,X,SYTL5
CAMLG,5,CAMLG
FBXO2,1,FBXO2
BEX5,X,BEX5
GMEB2,20,GMEB2
KCNA4,11,KCNA4
SLCO2B1,11,SLCO2B1
UBQLN4,1,UBQLN4
KRT73,12,KRT73
ZNF530,19,ZNF530
CHD1,5,CHD1
MARCH8,10,MARCH8
RPS27L,15,RPS27L
TRIP12,2,TRIP12
TYMS,18,TYMS
TXLNA,1,TXLNA
COL12A1,6,COL12A1
DNAH1,3,DNAH1
EVI5,1,EVI5
ATP2C1,3,ATP2C1
PSMA7,20,PSMA7
GFRA1,10,GFRA1
OTUD6B,8,OTUD6B
RPL10,X,RPL10
IHH,2,IHH
MDFIC,7,MDFIC
AHRR,5,AHRR
MSANTD1,4,MSANTD1
SUCO,1,SUCO
ZNF229,19,ZNF229
PRDM9,5,PRDM9
ARHGAP11A,15,ARHGAP11A
GLB1L2,11,GLB1L2
SH2D1A,X,SH2D1A
SMCP,1,SMCP
ACTB,7,ACTB
LYPD5,19,LYPD5
GNGT1,7,GNGT1
CLEC2A,12,CLEC2A
PHOX2B,4,PHOX2B
COL4A5,X,COL4A5
ZNF446,19,ZNF446
ZNF71,19,ZNF71
ZNF845,19,ZNF845
IDO2,8,IDO2
SPATA7,14,SPATA7
GALK2,15,GALK2
FANCL,2,FANCL
DLX4,17,DLX4
CEACAM4,19,CEACAM4
OR10T2,1,OR10T2
PPP1R16B,20,PPP1R16B
ZBED6,1,ZBED6
ZNF37A,10,ZNF37A
NPHP1,2,NPHP1
PLCE1,10,PLCE1
PANK4,1,PANK4
ESD,13,ESD
MARK2,11,MARK2
NETO2,16,NETO2
HID1,17,HID1
GHRHR,7,GHRHR
MIPEP,13,MIPEP
NMNAT2,1,NMNAT2
OR10H5,19,OR10H5
RTN4R,22,RTN4R
IGKV1-12,2,IGKV1-12
PIANP,12,PIANP
DCAF12L1,X,DCAF12L1
LRCH4,7,LRCH4
TRBV7-7,7,TRBV7-7
EEF1D,8,EEF1D
PGLS,19,PGLS
DAXX,6,DAXX
FITM1,14,FITM1
KCNA1,12,KCNA1
CCAR2,8,CCAR2
MARS2,2,MARS2
IGHV2-70D,14,IGHV2-70D
ASCL5,1,ASCL5
SPDYA,2,SPDYA
LDHAL6A,11,LDHAL6A
ZNF544,19,ZNF544
MUTYH,1,MUTYH
EDAR,2,EDAR
RASGEF1A,10,RASGEF1A
SPICE1,3,SPICE1
UFL1,6,UFL1
STEAP1,7,STEAP1
ING2,4,ING2
LAMTOR1,11,LAMTOR1
PLEK,2,PLEK
NECAB2,16,NECAB2
NAA15,4,NAA15
OR5B17,11,OR5B17
MMUT,6,MMUT
CBLB,3,CBLB
HMGCS2,1,HMGCS2
ZNF141,4,ZNF141
HNF4G,8,HNF4G
MYOM3,1,MYOM3
RPL22,1,RPL22
SWSAP1,19,SWSAP1
TRBV6-8,7,TRBV6-8
IFNLR1,1,IFNLR1
LRFN1,19,LRFN1
LCE3A,1,LCE3A
NTN1,17,NTN1
MRPS34,16,MRPS34
BAIAP3,16,BAIAP3
SYS1,20,SYS1
NDUFB3,2,NDUFB3
GP5,3,GP5
ADD1,4,ADD1
SOX11,2,SOX11
ZNF443,19,ZNF443
IGLV3-9,22,IGLV3-9
LPIN1,2,LPIN1
CAMKK1,17,CAMKK1
NBPF3,1,NBPF3
SLC39A3,19,SLC39A3
ZDHHC23,3,ZDHHC23
ZCCHC8,12,ZCCHC8
MAGEA11,X,MAGEA11
ACTC1,15,ACTC1
TMEM204,16,TMEM204
PCM1,8,PCM1
HOXD8,2,HOXD8
SCAMP3,1,SCAMP3
STAMBP,2,STAMBP
CALHM3,10,CALHM3
TMEM130,7,TMEM130
DMRTC1,X,DMRTC1
UBXN4,2,UBXN4
MAP3K7CL,21,MAP3K7CL
SKA2,17,SKA2
MMP27,11,MMP27
TBC1D12,10,TBC1D12
ZNF22,10,ZNF22
TMEM92,17,TMEM92
SDCBP2,20,SDCBP2
IGLV9-49,22,IGLV9-49
GPR148,2,GPR148
PDE11A,2,PDE11A
ZNF630,X,ZNF630
ATG4A,X,ATG4A
CAB39L,13,CAB39L
CTNNB1,3,CTNNB1
TMEM135,11,TMEM135
STRAP,12,STRAP
WASF1,6,WASF1
GCGR,17,GCGR
ARHGAP36,X,ARHGAP36
