Genes,Average Gene Length,Norm_Symbol
PABPC5,3989.0,PABPC5
GC,62345.0,GC
HOMEZ,27025.0,HOMEZ
RAC3,2526.0,RAC3
BCL2L2-PABPN1,18534.0,BCL2L2-PABPN1
ATP8B1,156889.0,ATP8B1
TMCC1,245814.0,TMCC1
PPP1R3E,7205.0,PPP1R3E
GOLGB1,86568.0,GOLGB1
SYT15,15956.0,SYT15
FAM20C,52187.0625,FAM20C
LOR,2437.0,LOR
SLMAP,174553.0,SLMAP
IFFO1,17708.0,IFFO1
KYAT1,49552.0,KYAT1
PGLYRP3,12856.0,PGLYRP3
CCDC136,31375.0,CCDC136
BCL2L2,12969.0,BCL2L2
C8orf37,24288.0,C8orf37
RNF212B,88161.0,RNF212B
RRP15,52690.0,RRP15
FZD4,9716.0,FZD4
PRSS23,161851.0,PRSS23
POU5F1,9379.816666666668,POU5F1
CSRP2,20314.0,CSRP2
PABPN1,4896.0,PABPN1
TGFB2,99283.0,TGFB2
NOL8,28278.0,NOL8
ENDOG,4176.0,ENDOG
PDILT,45567.0,PDILT
EEF1AKMT1,45227.0,EEF1AKMT1
TRH,3247.0,TRH
AL441992.2,62268.0,AL441992.2
LRRC8A,35927.0,LRRC8A
SPOUT1,10143.0,SPOUT1
SDCCAG8,244045.74809160305,SDCCAG8
IL17D,20971.0,IL17D
KIN,37031.0,KIN
MTFR2,19311.0,MTFR2
RAP1B,61046.0,RAP1B
BRMS1L,105987.0,BRMS1L
GOT2,27211.0,GOT2
SSPO,57937.0,SSPO
MMP10,10126.0,MMP10
AKT3,364721.5109489051,AKT3
CNTRL,102747.0,CNTRL
MMP1,8241.0,MMP1
ERFE,9930.0,ERFE
CACNA1E,490394.0,CACNA1E
FCGR2B,15507.0,FCGR2B
MMP3,7808.0,MMP3
HEATR6,35737.0,HEATR6
RHBDF2,30899.0,RHBDF2
LILRA1,8671.431818181818,LILRA1
MPZL1,70727.0,MPZL1
SPRTN,17919.0,SPRTN
NANOGNB,8905.0,NANOGNB
EXOC8,5099.0,EXOC8
AC073611.1,18740.0,AC073611.1
SEC16B,60347.0,SEC16B
FAM83A,31119.0,FAM83A
GDF6,18473.0,GDF6
CD4,33941.0,CD4
UNC5C,386702.0,UNC5C
DGKA,26708.0,DGKA
SP1,36270.0,SP1
UQCRB,9714.0,UQCRB
DICER1,71782.0,DICER1
SPPL2C,2237.0,SPPL2C
AC120114.4,13388.0,AC120114.4
PRRT2,4510.0,PRRT2
MAPT,133798.04367816093,MAPT
ACSM5,31802.0,ACSM5
LZTR1,16763.0,LZTR1
NANOG,11352.0,NANOG
MVP,27645.0,MVP
HYAL1,12491.0,HYAL1
STXBP5,186051.0,STXBP5
ADAM18,145568.5,ADAM18
NBPF12,57458.0,NBPF12
MOBP,62281.0,MOBP
AIFM3,16252.0,AIFM3
MAZ,5058.0,MAZ
LYPLAL1,38996.0,LYPLAL1
DLG1,256770.0,DLG1
ARL8A,11339.0,ARL8A
SUV39H2,25495.0,SUV39H2
FCRLA,7380.0,FCRLA
GPR37L1,10675.0,GPR37L1
DCLRE1C,57073.0,DCLRE1C
KRAS,46147.0,KRAS
AC009133.6,7831.0,AC009133.6
PAGR1,6337.0,PAGR1
ETFRF1,14429.0,ETFRF1
PGLYRP4,18721.0,PGLYRP4
MGRN1,74481.0,MGRN1
TSNAX-DISC1,290591.0,TSNAX-DISC1
HYAL2,4992.0,HYAL2
FCRLB,6580.0,FCRLB
PPP2R5C,166191.0,PPP2R5C
MARK3,118439.0,MARK3
PCBP1,1749.0,PCBP1
ASPRV1,2176.0,ASPRV1
TUSC2,8224.0,TUSC2
OR5AU1,10690.0,OR5AU1
MCM10,49550.0,MCM10
PYM1,31205.0,PYM1
AL445524.2,164806.0,AL445524.2
FTCDNL1,90629.0,FTCDNL1
SETD2,147538.0,SETD2
MT1HL1,315.0,MT1HL1
DISC1,414457.0,DISC1
KCTD12,6224.0,KCTD12
APOL4,15716.0,APOL4
CPS1,201425.0,CPS1
RAB14,44881.0,RAB14
MFSD14A,45282.0,MFSD14A
ACOD1,10145.0,ACOD1
AC118553.2,113310.0,AC118553.2
GSN,125049.0,GSN
LMNTD1,239272.0,LMNTD1
LZTS2,11218.0,LZTS2
SLC35A3,66283.0,SLC35A3
MMP12,12298.0,MMP12
SORBS2,371208.0,SORBS2
SCN4A,34364.0,SCN4A
PDZD7,24616.0,PDZD7
PDHA2,1455.0,PDHA2
MMP13,12737.0,MMP13
PRCD,25992.0,PRCD
SFXN3,10010.0,SFXN3
PPIAL4F,659.0,PPIAL4F
OR2T4,1046.0,OR2T4
OR2T6,11018.666666666664,OR2T6
OR2T1,3426.8,OR2T1
OR2T7,926.0,OR2T7
PLPBP,17173.0,PLPBP
OR2T2,8373.1,OR2T2
CYGB,23819.0,CYGB
OR2T3,973.0,OR2T3
IQCB1,65318.0,IQCB1
CLASP2,222111.0,CLASP2
ZNF658,75715.0,ZNF658
OR2T5,1501.333333333333,OR2T5
KIF9,55425.0,KIF9
PRR29,5953.0,PRR29
C14orf177,6153.0,C14orf177
CMTM4,81957.0,CMTM4
ICAM2,18040.0,ICAM2
MTERF4,30163.0,MTERF4
SASS6,49392.0,SASS6
PDLIM1,53440.0,PDLIM1
LILRB1,16636.106837606836,LILRB1
NPFFR2,116263.0,NPFFR2
ZPLD1,380597.0,ZPLD1
TFIP11,21280.0,TFIP11
SNED1,96950.0,SNED1
KLHL18,63899.0,KLHL18
PPIG,57062.0,PPIG
RHEBL1,5349.0,RHEBL1
MTERF3,22212.0,MTERF3
PTPN7,14575.0,PTPN7
ZNF648,7142.0,ZNF648
EGLN1,58536.0,EGLN1
SRRD,10781.0,SRRD
R3HDM2,177243.0,R3HDM2
DCPS,45945.0,DCPS
CCER1,49554.0,CCER1
TSNAX,37983.0,TSNAX
EPYC,41344.0,EPYC
DHH,8145.0,DHH
TIRAP,15780.0,TIRAP
AMHR2,7817.0,AMHR2
SLCO2A1,124039.0,SLCO2A1
SPATA31A3,6279.0,SPATA31A3
HNRNPD,22005.0,HNRNPD
EIF1B,2717.0,EIF1B
S100A9,3169.0,S100A9
KIFAP3,163882.0,KIFAP3
CDH4,450648.0,CDH4
KERA,7492.0,KERA
MYRIP,451407.0,MYRIP
LUM,8865.0,LUM
DBNDD1,15263.0,DBNDD1
KPTN,9115.0,KPTN
S100A12,1910.0,S100A12
RYK,185441.0,RYK
XYLB,74588.0,XYLB
GAS8,25346.0,GAS8
KCNH5,402573.0,KCNH5
AC137834.1,46875.0,AC137834.1
STAC3,7735.0,STAC3
UCMA,12608.0,UCMA
SLC8A2,43876.0,SLC8A2
S100A8,1041.0,S100A8
AMOTL2,19605.0,AMOTL2
ILKAP,33306.0,ILKAP
XPO4,125719.0,XPO4
ADCY10,104827.0,ADCY10
IPPK,56948.0,IPPK
ZNF862,29104.0,ZNF862
ALCAM,209991.0,ALCAM
DCLK1,362654.0,DCLK1
ZC3H11B,5135.0,ZC3H11B
OGN,21428.0,OGN
S100A7A,6702.0,S100A7A
SLC30A10,273220.0,SLC30A10
S100A7L2,2891.0,S100A7L2
CDC26,19737.0,CDC26
PRPF4,17562.0,PRPF4
ECM2,43101.0,ECM2
ADAMTS3,288252.0,ADAMTS3
RASSF1,11198.0,RASSF1
CACFD1,10883.0,CACFD1
ATP6V0E2,18236.0,ATP6V0E2
ASPN,26301.0,ASPN
BCL11B,102910.0,BCL11B
RGP1,9288.0,RGP1
MYO3A,278303.0,MYO3A
SLC31A1,42948.0,SLC31A1
DCN,42340.0,DCN
ADAM2,94552.5,ADAM2
OMD,10216.0,OMD
SLC2A6,8033.0,SLC2A6
DCUN1D5,41508.0,DCUN1D5
MSMP,3623.0,MSMP
CENPP,294576.0,CENPP
S100A7,2907.0,S100A7
TMEM135,290980.0,TMEM135
S100A6,1645.0,S100A6
P3H3,11440.0,P3H3
MYMK,14026.0,MYMK
NUDT16L1,2165.0,NUDT16L1
RHOJ,89394.0,RHOJ
PTDSS1,75280.0,PTDSS1
TIAF1,5336.0,TIAF1
CBLB,214091.0,CBLB
MYO18A,109288.0,MYO18A
RASSF8,120863.0,RASSF8
ING4,12841.0,ING4
NAPEPLD,49786.0,NAPEPLD
SOHLH2,46371.0,SOHLH2
KLRG1,60716.0,KLRG1
GPR162,8348.0,GPR162
CCDC169-SOHLH2,129048.0,CCDC169-SOHLH2
ARMC10,21007.81818181818,ARMC10
ZMYND10,4622.0,ZMYND10
CCDC173,48980.0,CCDC173
ATE1,188380.0,ATE1
CCDC169,75832.0,CCDC169
GLUL,10502.0,GLUL
STAC,167663.0,STAC
PHOSPHO2,7254.0,PHOSPHO2
PRDM7,35506.0,PRDM7
ADAMTSL2,43355.0,ADAMTSL2
DUSP12,7480.0,DUSP12
KLHL23,82501.0,KLHL23
ANKRD11,222931.0,ANKRD11
SLFN13,13741.0,SLFN13
SCARA3,42908.0,SCARA3
COX18,17393.0,COX18
TADA2A,72854.5,TADA2A
FAM163B,7782.0,FAM163B
NSMCE4A,18126.0,NSMCE4A
LMBR1L,14349.0,LMBR1L
RASAL2,390006.0,RASAL2
DBH,23996.0,DBH
MYBL1,52072.0,MYBL1
ERN1,91677.0,ERN1
ATP5F1C,19668.0,ATP5F1C
HAUS8,25896.0,HAUS8
PHYH,24616.0,PHYH
CA4,20957.0,CA4
INHBC,17278.0,INHBC
CLEC20A,20387.0,CLEC20A
SLC22A17,6606.0,SLC22A17
PIM1,5276.0,PIM1
CCDC126,47326.0,CCDC126
PRLH,601.0,PRLH
A2M,48565.0,A2M
RNF113A,1352.0,RNF113A
NDUFA1,4830.0,NDUFA1
NAPA,27454.0,NAPA
SAMD5,228857.0,SAMD5
DYNC1LI2,30716.0,DYNC1LI2
PCDH11X,843969.0,PCDH11X
ATF6,197750.0,ATF6
CEP63,89296.0,CEP63
SLFN12L,58130.0,SLFN12L
EFS,9349.0,EFS
EPRS,77930.0,EPRS
DCAF6,140060.0,DCAF6
RNF39,5615.375,RNF39
PPP1R11,3624.125,PPP1R11
SLC2A14,78636.0,SLC2A14
METTL11B,21789.0,METTL11B
SASH1,279744.0,SASH1
EYA3,118293.0,EYA3
LATS2,88550.0,LATS2
CEMIP2,133324.0,CEMIP2
ZFHX3,1108986.0,ZFHX3
PBK,28458.0,PBK
HES6,2395.0,HES6
RAB38,62192.0,RAB38
SDC2,117977.0,SDC2
DAG1,66915.0,DAG1
ANAPC13,9010.0,ANAPC13
TEX2,116074.0,TEX2
PER2,46058.0,PER2
ESCO2,40691.0,ESCO2
MPC2,20397.0,MPC2
TEDDM1,2499.0,TEDDM1
RNF183,6283.0,RNF183
HSD17B4,184726.0,HSD17B4
CCDC25,39337.0,CCDC25
BTG1,5568.0,BTG1
PIP4P2,47070.0,PIP4P2
POLR2H,6878.0,POLR2H
CDH8,389793.0,CDH8
SETD3,83141.0,SETD3
RGSL1,151407.0,RGSL1
BSN,117072.0,BSN
BHLHE41,5007.0,BHLHE41
TAF4,88578.1125,TAF4
CLLU1OS,8054.0,CLLU1OS
GLI1,12483.0,GLI1
ITPR2,497842.0,ITPR2
BDH1,57665.43030303031,BDH1
CKAP5,103260.0,CKAP5
WDR31,27076.0,WDR31
AP2M1,9402.0,AP2M1
IL25,3594.0,IL25
DDIT3,5149.0,DDIT3
OPRL1,15498.142857142857,OPRL1
C12orf74,69612.0,C12orf74
RAB17,27292.0,RAB17
RPS11,3343.0,RPS11
NPBWR2,1351.0,NPBWR2
ARHGAP9,16550.0,ARHGAP9
SSPN,177299.0,SSPN
EEA1,158694.0,EEA1
OTUD6B,16899.0,OTUD6B
ANKRD20A1,87787.0,ANKRD20A1
TPST2,74721.0,TPST2
KANSL1,195891.6824742268,KANSL1
ADGRA2,60705.0,ADGRA2
CAMK2G,62090.0,CAMK2G
VCPIP1,38744.0,VCPIP1
ENTPD3,41588.0,ENTPD3
BSPRY,21692.0,BSPRY
HNRNPDL,7844.0,HNRNPDL
H2AFY2,59436.0,H2AFY2
LGR6,125880.0,LGR6
BRF2,6636.0,BRF2
ZNF384,23095.0,ZNF384
THPO,10033.0,THPO
AL353579.1,45456.0,AL353579.1
FYTTD1,50417.0,FYTTD1
OLFML2B,40662.0,OLFML2B
IDO2,81777.0,IDO2
AIFM2,34711.0,AIFM2
TBC1D22B,75198.0,TBC1D22B
TMEM217,45977.0,TMEM217
HDHD3,3580.0,HDHD3
IDO1,26515.0,IDO1
GORAB,21317.0,GORAB
FAM131A,12495.0,FAM131A
EPHB1,662666.0,EPHB1
POLB,33354.0,POLB
RUBCN,80860.0,RUBCN
ATG16L1,85623.0,ATG16L1
INHBE,6957.0,INHBE
ZCCHC7,237610.0,ZCCHC7
DCTN2,17229.0,DCTN2
CRYBB1,18749.0,CRYBB1
TEX35,35493.0,TEX35
SLC26A7,188661.0,SLC26A7
KY,51713.0,KY
FAM170A,6263.0,FAM170A
CMTM5,2999.0,CMTM5
CLCN2,15465.0,CLCN2
DCLK3,51927.0,DCLK3
LRCH3,97210.0,LRCH3
ACVR2B,39252.0,ACVR2B
NPR2,17578.0,NPR2
NKAP,23079.0,NKAP
LILRB4,11716.285714285714,LILRB4
PTPN20,91092.0,PTPN20
HLA-B,87548.58771929824,HLA-B
AC022506.1,2768.0,AC022506.1
CKB,3166.0,CKB
AKAP14,24879.0,AKAP14
MBD6,9438.0,MBD6
SLFN14,9973.0,SLFN14
SPAG8,4227.0,SPAG8
NUDT4,30263.0,NUDT4
GAD2,87893.0,GAD2
MARS,42124.0,MARS
FAM221A,23119.0,FAM221A
PECAM1,94361.0,PECAM1
PCMTD2,25159.13953488372,PCMTD2
IQCG,71065.0,IQCG
LRRC69,117404.0,LRRC69
AL121581.1,66769.0,AL121581.1
MYT1,120529.34782608696,MYT1
EPHB3,20623.0,EPHB3
TYSND1,8719.0,TYSND1
CPQ,504412.0,CPQ
UBE2N,36274.0,UBE2N
CAMK2N2,2340.0,CAMK2N2
DUSP14,23638.0,DUSP14
ECE2,20807.90909090909,ECE2
ABHD17B,48479.0,ABHD17B
LILRB3,6635.7316293929725,LILRB3
RPL35A,6420.0,RPL35A
TRMT61A,7877.0,TRMT61A
TERB1,46644.0,TERB1
C9orf85,74544.0,C9orf85
PPP2R3A,182166.0,PPP2R3A
AL590132.1,276021.0,AL590132.1
AC092017.3,105661.0,AC092017.3
LMLN,83520.0,LMLN
RALGPS2,196694.0,RALGPS2
PRRX1,76693.0,PRRX1
ATF2,96132.0,ATF2
LILRA6,14598.611111111111,LILRA6
TUBA1C,85867.0,TUBA1C
HLA-C,3376.201629327902,HLA-C
ABCF3,7989.0,ABCF3
ANGPTL1,21542.0,ANGPTL1
C1orf226,7971.0,C1orf226
TUBA1A,4285.0,TUBA1A
CCDC85C,104017.0,CCDC85C
NOS1AP,300784.0,NOS1AP
MSL2,48324.0,MSL2
AL512785.2,18124.0,AL512785.2
TUBA1B,3615.0,TUBA1B
SPATA46,3667.0,SPATA46
CCNK,53875.0,CCNK
CTCF,76710.0,CTCF
CNGB1,88776.0,CNGB1
CCDC54,1443.0,CCDC54
BPNT1,32980.0,BPNT1
TACC2,265382.0,TACC2
TRANK1,118278.0,TRANK1
ALAD,14978.0,ALAD
PEX12,4068.0,PEX12
GAS2L2,8367.0,GAS2L2
VWA5B2,11900.0,VWA5B2
C17orf50,4192.0,C17orf50
TAF15,103831.15789473684,TAF15
SAR1A,23234.0,SAR1A
CHRD,10663.0,CHRD
BAG5,6287.0,BAG5
LRP4,61925.0,LRP4
CLMN,137968.0,CLMN
TSPYL5,4490.0,TSPYL5
KLC1,152353.0,KLC1
TCIM,1853.0,TCIM
LRRC37A2,45016.58730158731,LRRC37A2
FMO3,26918.0,FMO3
DNAJC1,247221.0,DNAJC1
SEPHS1,30870.0,SEPHS1
TTYH3,32816.0,TTYH3
ARL17B,110269.73770491805,ARL17B
FMO1,37507.0,FMO1
HEATR9,13945.0,HEATR9
SLC2A3,16957.0,SLC2A3
SARDH,76395.0,SARDH
PTAFR,46770.0,PTAFR
MST1,5554.0,MST1
CRYBA4,8706.0,CRYBA4
MROH9,129294.0,MROH9
TAF3,198126.0,TAF3
NAP1L3,2638.0,NAP1L3
FMO2,27437.0,FMO2
FAM133A,38261.0,FAM133A
GGNBP2,45243.5,GGNBP2
SH2D1B,16870.0,SH2D1B
UST,329960.0,UST
ALG3,7247.0,ALG3
ZMAT4,367243.0,ZMAT4
DNAJC8,33573.0,DNAJC8
TEPP,11681.0,TEPP
MMP28,34776.054054054046,MMP28
ENOPH1,30587.0,ENOPH1
EBLN1,1207.0,EBLN1
NDUFB1,5795.0,NDUFB1
RASL10B,11872.0,RASL10B
RNF8,40755.0,RNF8
APEH,9957.0,APEH
EPM2AIP1,8125.0,EPM2AIP1
AP2B1,148367.0,AP2B1
MYH6,26291.0,MYH6
KIR3DL3,13630.066666666668,KIR3DL3
SFRP1,47511.0,SFRP1
UHMK1,32380.0,UHMK1
EEF1AKMT4,9935.0,EEF1AKMT4
PSMD2,9852.0,PSMD2
TMEM115,4771.0,TMEM115
Z84492.2,17031.0,Z84492.2
ATP5IF1,10797.0,ATP5IF1
TRAF3IP1,80456.0,TRAF3IP1
FAM20B,50763.0,FAM20B
CACNA2D2,141445.0,CACNA2D2
MILR1,19606.0,MILR1
USB1,22072.0,USB1
GNA12,116203.0,GNA12
PARP10,35619.0,PARP10
KIR2DL3,14510.513833992094,KIR2DL3
AMZ1,95978.0,AMZ1
TAB2,192972.0,TAB2
AC083977.1,188.0,AC083977.1
ZNF319,5785.0,ZNF319
POLE3,3440.0,POLE3
CBWD3,68012.0,CBWD3
SESN2,22973.0,SESN2
KIR2DL1,14359.65099009901,KIR2DL1
C9orf43,19630.0,C9orf43
KIR2DL4,11114.326139088731,KIR2DL4
UAP1,38336.0,UAP1
NRG1,1216444.0,NRG1
MED18,6963.0,MED18
SUMO4,1065.0,SUMO4
KIR3DL1,15877.200698080282,KIR3DL1
PPA1,31076.0,PPA1
BICD2,53470.0,BICD2
FCGRT,19517.0,FCGRT
GATA3,29820.0,GATA3
EIF4G1,20863.0,EIF4G1
TPM1,29283.0,TPM1
UBE2T,10323.0,UBE2T
GRINA,3359.0,GRINA
NPFFR1,36347.0,NPFFR1
GRHPR,14324.0,GRHPR
LRRC20,83680.0,LRRC20
SPATC1,34671.0,SPATC1
NSF,166642.33333333337,NSF
TMEM150C,79187.0,TMEM150C
ZNF484,33856.0,ZNF484
VAV2,230710.0,VAV2
EIF4EBP2,24473.0,EIF4EBP2
RAB11FIP1,40849.0,RAB11FIP1
NODAL,15636.0,NODAL
CPSF2,50208.0,CPSF2
APOPT1,44561.0,APOPT1
PALD1,89683.0,PALD1
MOGS,4353.0,MOGS
PRF1,5411.0,PRF1
ASB1,25508.0,ASB1
AL139300.1,122962.0,AL139300.1
TTC31,11813.0,TTC31
ADAMTS14,89935.0,ADAMTS14
XRCC3,17895.0,XRCC3
PTPN23,32424.0,PTPN23
BRD3OS,9185.0,BRD3OS
KIR3DL2,16532.81843575419,KIR3DL2
SAG,39239.0,SAG
BRD3,38230.0,BRD3
MRPL53,705.0,MRPL53
CYB561D2,7765.0,CYB561D2
CCDC142,11422.0,CCDC142
RCOR3,58008.0,RCOR3
NPRL2,3761.0,NPRL2
TRIM31,9821.182432432432,TRIM31
CDCA3,7273.0,CDCA3
C9orf57,21345.0,C9orf57
TRIM40,12621.125,TRIM40
GNB3,7439.0,GNB3
DKK4,3166.0,DKK4
RHOXF1,6884.0,RHOXF1
SGK3,194470.0,SGK3
RHOXF2B,7033.0,RHOXF2B
TBATA,14162.0,TBATA
RPL14,11295.0,RPL14
RHOXF2,7069.0,RHOXF2
SORBS1,249643.0,SORBS1
MRPL42,48726.0,MRPL42
TRIM10,9023.625,TRIM10
SGPL1,65212.0,SGPL1
ZNF500,19385.0,ZNF500
MTDH,86076.0,MTDH
DPEP3,4845.0,DPEP3
C16orf71,15052.0,C16orf71
TRIM15,9489.681415929204,TRIM15
PCBD1,6285.0,PCBD1
LAPTM4B,77956.0,LAPTM4B
PZP,59555.0,PZP
ANKS3,37868.0,ANKS3
HHIPL1,35459.0,HHIPL1
TRAF5,48331.0,TRAF5
PPP1R7,34076.0,PPP1R7
SOCS2,13673.0,SOCS2
TWIST2,62502.0,TWIST2
C10orf55,12808.0,C10orf55
MYO9B,138756.0,MYO9B
PLAU,8319.0,PLAU
ADRB3,3609.0,ADRB3
AC144573.1,31613.0,AC144573.1
GOT1L1,5843.0,GOT1L1
APBB1IP,129462.0,APBB1IP
UNC5B,90294.0,UNC5B
ZBTB5,27348.0,ZBTB5
EIF4EBP1,29831.0,EIF4EBP1
CRADD,217465.0,CRADD
CYP46A1,42997.0,CYP46A1
STOM,31316.0,STOM
ZBTB33,7646.0,ZBTB33
BTBD16,66856.0,BTBD16
C6orf223,7032.0,C6orf223
ZNF620,41605.0,ZNF620
FCAR,16844.097378277154,FCAR
ZNF619,13123.0,ZNF619
LBX2,5799.0,LBX2
PSMD7,9474.0,PSMD7
RGS3,153012.0,RGS3
IARS2,53909.0,IARS2
POLG2,19269.0,POLG2
TMEM63B,28605.0,TMEM63B
SPART,68542.0,SPART
MRPL14,14001.0,MRPL14
PASK,44165.0,PASK
TRIM26,28961.295566502467,TRIM26
TROAP,8495.0,TROAP
TFAP2E,22014.0,TFAP2E
SYNRG,94654.64462809918,SYNRG
TMEM255A,52906.0,TMEM255A
STAG1,416167.0,STAG1
FOXJ2,22801.0,FOXJ2
C11orf49,227696.0,C11orf49
STK31,122310.0,STK31
PRPH,5434.0,PRPH
DPEP2NB,2475.0,DPEP2NB
DPEP2,13192.0,DPEP2
DYNC2H1,370453.0,DYNC2H1
DDX28,2168.0,DDX28
AP3M1,30808.0,AP3M1
ARFGAP2,12826.0,ARFGAP2
DUS2,91574.0,DUS2
CHD4,44442.0,CHD4
PCCB,87556.0,PCCB
EIF2B5,11089.0,EIF2B5
DYNC1H1,91870.0,DYNC1H1
VCL,126170.0,VCL
SLC29A3,62164.0,SLC29A3
PCGF1,2652.0,PCGF1
PSMB2,41985.0,PSMB2
C1orf216,5017.0,C1orf216
TLX2,3685.0,TLX2
ATP1B4,21164.0,ATP1B4
RD3,16395.0,RD3
SLC30A1,7593.0,SLC30A1
HLA-E,4730.428571428572,HLA-E
MICA,16390.365591397847,MICA
MATN2,167884.0,MATN2
DQX1,8150.0,DQX1
CMTR1,49608.0,CMTR1
ESRP2,8991.0,ESRP2
USE1,4483.0,USE1
DVL3,18237.0,DVL3
CAPN11,25590.0,CAPN11
NFATC3,144508.0,NFATC3
RUNX1T1,148319.0,RUNX1T1
LAMP2,41538.0,LAMP2
WDR5,24603.0,WDR5
RPL30,21618.0,RPL30
MEIG1,28662.0,MEIG1
DIAPH2,920334.0,DIAPH2
ORAI1,15609.181818181818,ORAI1
MORN3,23889.0,MORN3
POLR1E,17749.0,POLR1E
MYMX,1297.0,MYMX
OPLAH,12699.0,OPLAH
PRR3,6837.0,PRR3
GNL1,15494.350785340312,GNL1
RAB3GAP2,124160.0,RAB3GAP2
RHOF,25649.0,RHOF
EXOG,46034.0,EXOG
MYH7,22920.0,MYH7
NCR1,8165.29064039409,NCR1
RXRA,123487.0,RXRA
RPA4,1559.0,RPA4
PHACTR4,130782.0,PHACTR4
EXOSC4,2000.0,EXOSC4
CRYBA1,7631.0,CRYBA1
ADK,558118.0,ADK
TMEM120B,70249.0,TMEM120B
TOR3A,15953.0,TOR3A
BBX,288403.0,BBX
C3AR1,8169.0,C3AR1
CARD11,137804.0,CARD11
CA7,9739.0,CA7
DOK1,8528.0,DOK1
PLXNC1,159098.0,PLXNC1
SETD1B,28404.0,SETD1B
NAE1,70381.0,NAE1
AUP1,3115.0,AUP1
DAB2IP,218473.0,DAB2IP
GPAT4,47814.0,GPAT4
HPD,24069.0,HPD
VDAC3,14313.0,VDAC3
NEK2,16973.0,NEK2
HTRA2,3971.0,HTRA2
CEP83,153539.0,CEP83
GOLGA7,20584.0,GOLGA7
NCOA3,154990.0,NCOA3
LOXL3,23432.0,LOXL3
ERICH5,29088.0,ERICH5
PSMD9,29566.0,PSMD9
RNASEL,15622.0,RNASEL
GINS4,15812.0,GINS4
PDCD6IP,71136.0,PDCD6IP
RIDA,14827.0,RIDA
PLEKHA1,67906.0,PLEKHA1
GDA,142598.0,GDA
RNF123,31991.0,RNF123
C1QL4,4779.0,C1QL4
WDR66,85335.0,WDR66
KCNQ2,65156.76076555024,KCNQ2
NPY,7674.0,NPY
POP1,42542.0,POP1
SULF2,130268.0,SULF2
HTRA1,56356.0,HTRA1
OCEL1,3006.0,OCEL1
AC069503.2,32661.0,AC069503.2
DNAJC22,10658.0,DNAJC22
BCL7A,42622.0,BCL7A
HINT2,2394.0,HINT2
GPAA1,3626.0,GPAA1
FAM221B,12356.0,FAM221B
MLXIP,67933.5,MLXIP
MARK1,136278.0,MARK1
NELFCD,13925.0,NELFCD
ARMS2,2699.0,ARMS2
TMEM8B,51067.0,TMEM8B
TMCC3,83435.0,TMCC3
PDSS1,49097.0,PDSS1
NDUFA12,106693.0,NDUFA12
IL31,2169.0,IL31
AL133410.3,15772.0,AL133410.3
LRRC43,35733.0,LRRC43
AMIGO3,2861.0,AMIGO3
MICB,13333.407692307694,MICB
GMPPB,7107.0,GMPPB
COMMD3,3920.0,COMMD3
ABI1,114494.0,ABI1
BEND7,90490.0,BEND7
TTLL11,271678.0,TTLL11
BAG4,36768.0,BAG4
COL5A1,203069.0,COL5A1
ASH2L,38834.0,ASH2L
NDUFA8,15721.0,NDUFA8
CLSPN,49760.0,CLSPN
NIPAL2,104567.0,NIPAL2
ZNF618,180309.0,ZNF618
NCK1,89398.0,NCK1
RCC1,33357.0,RCC1
C1orf115,8790.0,C1orf115
DIABLO,19804.8,DIABLO
COMMD3-BMI1,13154.0,COMMD3-BMI1
IL20RB,64855.0,IL20RB
MORN5,40180.0,MORN5
LSM1,13395.0,LSM1
LPGAT1,87306.0,LPGAT1
SLC35G2,37241.0,SLC35G2
MARC2,36590.0,MARC2
BMI1,10385.0,BMI1
STAR,7616.0,STAR
AMBP,18201.0,AMBP
CYC1,2486.0,CYC1
AL445423.2,97513.0,AL445423.2
NR2C1,53399.0,NR2C1
MARC1,32746.0,MARC1
FCN2,6713.0,FCN2
HLX,5628.0,HLX
VDR,101511.0,VDR
FOXD4L3,2038.0,FOXD4L3
HDAC4,353486.0,HDAC4
NUFIP2,38309.0,NUFIP2
AC048338.1,58644.0,AC048338.1
CCDC167,16955.0,CCDC167
VPS33A,36957.0,VPS33A
RGS16,5766.0,RGS16
PGM5,202753.0,PGM5
SOX14,2054.0,SOX14
B3GNT4,5271.0,B3GNT4
FGD6,140733.0,FGD6
SDK1,967748.0,SDK1
AC006064.6,50481.0,AC006064.6
NOP2,11828.0,NOP2
ZFAND5,13822.0,ZFAND5
FMO4,27901.0,FMO4
CLIP1,151200.0,CLIP1
CARMIL2,12581.0,CARMIL2
CDH23,419013.0,CDH23
CLDN18,34920.0,CLDN18
TAOK1,161440.0,TAOK1
ZNF621,49807.0,ZNF621
ACD,3303.0,ACD
DZIP1L,53828.0,DZIP1L
RGS8,42760.0,RGS8
FCN1,14680.0,FCN1
A4GNT,8669.0,A4GNT
SYNE3,68570.0,SYNE3
DBR1,13937.0,DBR1
ATP6V1G2,2684.9101123595506,ATP6V1G2
MAF1,3150.0,MAF1
MCCD1,1484.375,MCCD1
ABL2,130354.0,ABL2
SLC20A2,125451.0,SLC20A2
DDX39B,14646.764925373134,DDX39B
VEZT,85053.0,VEZT
SHARPIN,9491.0,SHARPIN
SMIM19,14038.0,SMIM19
VSIR,25964.0,VSIR
WDR97,10589.0,WDR97
C10orf105,26123.0,C10orf105
ZCCHC8,29473.0,ZCCHC8
KIF12,13165.0,KIF12
