Genes,CDS_Length,Norm_Symbol
ENOPH1,538.0909090909091,ENOPH1
ZNF506,759.8863636363636,ZNF506
ARHGAP24,1566.127659574468,ARHGAP24
PRM3,312.0,PRM3
RHOT1,1356.1747572815534,RHOT1
ABCC8,2419.465641952984,ABCC8
SERPINE2,1052.6041666666667,SERPINE2
CNGB3,2049.2727272727275,CNGB3
TCP1,873.8701298701299,TCP1
MFSD9,459.41666666666674,MFSD9
OR4F29,939.0,OR4F29
EPHB2,2836.81690140845,EPHB2
TUBA4B,726.0,TUBA4B
RAB5C,537.5588235294117,RAB5C
SOD1,436.5,SOD1
FBXO36,512.7692307692306,FBXO36
PPIL1,501.0,PPIL1
PRRC1,1332.888888888889,PRRC1
MFSD14A,1473.0,MFSD14A
TRAF2,872.8965517241379,TRAF2
C12orf54,316.95652173913044,C12orf54
AL157392.5,298.5294117647058,AL157392.5
PTPN12,1321.2526315789473,PTPN12
ADRM1,1119.3636363636363,ADRM1
OR10T2,945.0,OR10T2
SPATA6,1098.0333333333333,SPATA6
RABEP2,1192.732142857143,RABEP2
TCFL5,1477.5,TCFL5
WDR17,3367.9557522123896,WDR17
PHOX2B,945.0,PHOX2B
KRTAP19-8,192.0,KRTAP19-8
COG6,1045.7974683544303,COG6
NLGN3,2014.558823529412,NLGN3
CLIC5,759.6,CLIC5
CT476828.17,1272.0,CT476828.17
SCNN1B,1660.6923076923074,SCNN1B
CHD3,4474.301775147929,CHD3
ARHGAP29,3014.8,ARHGAP29
FAM241B,338.0,FAM241B
C8orf88,354.0,C8orf88
RGS16,609.0,RGS16
CYP4F11,1336.3157894736842,CYP4F11
MKRN3,454.71428571428567,MKRN3
C17orf100,257.0,C17orf100
PNMA8B,1908.0,PNMA8B
PER2,3258.3703703703704,PER2
ACTR3,768.675,ACTR3
ARHGEF9,1208.0239726027396,ARHGEF9
ALOX5,1447.8,ALOX5
KRTAP2-1,379.0,KRTAP2-1
TAAR6,1038.0,TAAR6
IFT52,1314.0,IFT52
CLEC1B,563.4545454545455,CLEC1B
MYLPF,455.6296296296296,MYLPF
UBE2G1,244.15625,UBE2G1
MICA,881.9444444444445,MICA
KCNJ18,1302.0,KCNJ18
CHAD,889.6,CHAD
OR5T1,981.0,OR5T1
LY6G5C,559.5961538461538,LY6G5C
TG,3691.1794871794873,TG
ZNF740,582.0,ZNF740
AC020907.6,342.0,AC020907.6
C9orf57,368.7,C9orf57
PKIG,225.375,PKIG
NRG2,2263.8,NRG2
ZNF549,1129.8461538461538,ZNF549
USP41,1017.190476190476,USP41
MRPS17,390.0,MRPS17
SKAP2,834.65,SKAP2
CEACAM16,1278.0,CEACAM16
STIM2,1725.990291262136,STIM2
PDE7B,1313.8275862068965,PDE7B
AL096814.1,361.5,AL096814.1
PPP1R21,1321.2478632478633,PPP1R21
DPP8,2166.6577181208054,DPP8
NANOS2,417.0,NANOS2
UGT2A3,1011.3461538461537,UGT2A3
PRKY,834.0,PRKY
OR5I1,945.0,OR5I1
C5orf24,423.21428571428567,C5orf24
TRMT12,676.5,TRMT12
GJC2,1320.0,GJC2
OR4F21,939.0,OR4F21
GMPPB,1107.0,GMPPB
TMEM56-RWDD3,512.3333333333334,TMEM56-RWDD3
ARID3A,1225.7894736842104,ARID3A
C5orf22,597.35,C5orf22
XBP1,914.3333333333335,XBP1
PI3,354.0,PI3
C6orf136,891.6153846153846,C6orf136
OR9A2,933.0,OR9A2
NFAT5,1657.3819444444446,NFAT5
ATP13A5,2784.1463414634145,ATP13A5
VEZF1,1194.35,VEZF1
C2orf49,629.0,C2orf49
NWD1,2637.297709923664,NWD1
OPN4,1465.1875,OPN4
FAM98B,978.2631578947368,FAM98B
PXDC1,617.5,PXDC1
ANKRD45,801.0,ANKRD45
TRIM38,1398.0,TRIM38
IL17C,594.0,IL17C
MBOAT7,1072.914089347079,MBOAT7
KRTAP20-1,171.0,KRTAP20-1
GOT2,1048.9565217391305,GOT2
FAM50A,910.0,FAM50A
DPP10,1964.8549618320608,DPP10
PLA2G4F,1036.662162162162,PLA2G4F
KRTAP1-1,534.0,KRTAP1-1
OR6C75,939.0,OR6C75
AC093525.1,457.0,AC093525.1
CAMK2A,1158.2083333333333,CAMK2A
P2RX3,1019.2,P2RX3
PHC1,1653.5670103092787,PHC1
SLC1A2,1580.784375,SLC1A2
GMIP,1767.4109589041095,GMIP
RAB26,526.2413793103449,RAB26
CCDC83,1204.1935483870966,CCDC83
RIPPLY1,409.0,RIPPLY1
SMIM33,399.0,SMIM33
D2HGDH,935.4901960784314,D2HGDH
BPY2B,241.0,BPY2B
CDKN1C,751.125,CDKN1C
IQCG,1065.7948717948718,IQCG
OR8S1,1033.0,OR8S1
CD69,553.3333333333334,CD69
TECTB,1002.279069767442,TECTB
ADM2,447.0,ADM2
NACC2,1764.0,NACC2
FCRL5,2483.142857142857,FCRL5
BTK,1814.7972972972973,BTK
FGFR4,1825.260416666667,FGFR4
EXOSC5,521.6111111111112,EXOSC5
CPD,2952.6181818181817,CPD
AMY1A,1117.421052631579,AMY1A
TMEM199,360.13043478260875,TMEM199
AC078927.1,507.0,AC078927.1
C1orf127,2179.542857142857,C1orf127
EIF3C,2437.915966386555,EIF3C
FAM240B,237.0,FAM240B
SORL1,4328.110344827586,SORL1
TP53I13,558.9777777777778,TP53I13
GPATCH1,1993.0,GPATCH1
GU182359.4,915.0,GU182359.4
B4GALT1,1024.0,B4GALT1
ZBED4,3516.0,ZBED4
FLNB,7389.180672268907,FLNB
TVP23C-CDRT4,225.22222222222226,TVP23C-CDRT4
M6PR,425.6590909090909,M6PR
EAPP,660.12,EAPP
ITSN1,3129.2944444444447,ITSN1
TM7SF2,689.1142857142858,TM7SF2
CCDC134,566.7272727272727,CCDC134
HLA-DMA,682.3493975903615,HLA-DMA
VSTM4,857.4545454545455,VSTM4
IRAK1BP1,560.3125,IRAK1BP1
ERVW-1,1617.0,ERVW-1
CABS1,1188.0,CABS1
CNGA3,2075.6,CNGA3
DSC1,2601.5454545454545,DSC1
TIAL1,714.5,TIAL1
ASL,1275.0,ASL
SMIM21,272.25,SMIM21
ELMOD3,788.2675159235669,ELMOD3
PPP1R12B,1639.3467741935485,PPP1R12B
ENAH,1731.462962962963,ENAH
MPST,844.695652173913,MPST
SMG5,3051.0,SMG5
ZNF384,1131.7439024390244,ZNF384
ZNF777,2496.0,ZNF777
CLEC4E,432.5217391304348,CLEC4E
C1orf122,214.875,C1orf122
KCNJ13,673.3076923076923,KCNJ13
CDKL5,2369.595041322314,CDKL5
ZNF563,737.8421052631578,ZNF563
EXOSC7,876.0,EXOSC7
EBP,533.5,EBP
STX18,845.2333333333332,STX18
ALDH1A3,1063.4857142857145,ALDH1A3
ZNRF1,594.24,ZNRF1
TP53,895.0349344978166,TP53
PTPRT,3676.607260726073,PTPRT
AC068547.1,564.8611111111112,AC068547.1
SLC35G4,1017.0,SLC35G4
RFPL3,901.8,RFPL3
AL133414.6,970.5,AL133414.6
AL445238.1,330.0,AL445238.1
DYNC2LI1,711.6666666666665,DYNC2LI1
SHMT2,744.510101010101,SHMT2
SLC24A4,1593.791666666667,SLC24A4
AC004156.1,670.6666666666666,AC004156.1
MEF2D,1077.8727272727272,MEF2D
CCSER2,1535.537037037037,CCSER2
LCN1,531.0,LCN1
MYBPC3,3532.395348837209,MYBPC3
BST2,543.0,BST2
GU182347.6,915.0,GU182347.6
KRT222,401.5263157894737,KRT222
IRGC,1108.5,IRGC
SSR3,496.8,SSR3
RAB6A,417.4423076923077,RAB6A
SLC25A10,696.1509433962265,SLC25A10
ATP5MG,184.61538461538458,ATP5MG
RAB44,3066.0,RAB44
DENND5B,3244.1311475409834,DENND5B
PROK1,318.0,PROK1
ZNF350,557.4782608695652,ZNF350
AC012254.2,170.25,AC012254.2
FAM90A26,1395.0,FAM90A26
FRK,1518.0,FRK
ITGB1,1206.4594594594596,ITGB1
NCKAP5L,3729.444444444444,NCKAP5L
LHFPL6,603.0,LHFPL6
MMRN2,1166.2962962962965,MMRN2
KRTAP23-1,198.0,KRTAP23-1
SMIM8,250.73076923076923,SMIM8
GTPBP4,1567.5,GTPBP4
MLLT6,2282.4,MLLT6
CDC25C,1089.939393939394,CDC25C
NOMO3,2236.3362831858412,NOMO3
TIMELESS,3625.5,TIMELESS
LETM2,918.6071428571428,LETM2
FBXL12,340.7435897435897,FBXL12
IL18RAP,1429.68,IL18RAP
OR4C46,930.0,OR4C46
ELMO3,1903.9655172413793,ELMO3
GBP7,1732.95,GBP7
ARRDC5,1008.0,ARRDC5
EML3,2153.9135802469136,EML3
NEFH,3063.0,NEFH
MVD,608.6666666666666,MVD
B2M,277.0344827586207,B2M
BAG5,1197.25,BAG5
URB1,6816.0,URB1
TRMT10A,882.6666666666665,TRMT10A
THOC6,957.4615384615383,THOC6
NAA15,2390.181818181818,NAA15
NPS,270.0,NPS
AL441992.2,1548.0,AL441992.2
MRNIP,439.60396039603967,MRNIP
PQLC1,408.3404255319149,PQLC1
PGAP1,1344.8247422680413,PGAP1
CNTD1,609.7142857142858,CNTD1
NEDD1,1456.4563106796118,NEDD1
TRMT1,1430.8349514563104,TRMT1
TPGS2,524.6666666666666,TPGS2
ZADH2,666.5,ZADH2
ASPSCR1,1168.8067226890755,ASPSCR1
SIRPG,916.2,SIRPG
IDH2,942.2307692307692,IDH2
AC005520.1,864.0,AC005520.1
PRAMEF33,1425.0,PRAMEF33
PLXNC1,2535.402439024391,PLXNC1
CYB561,686.5189873417721,CYB561
FO681492.1,1305.3478260869565,FO681492.1
ACR,987.3333333333335,ACR
PRPF6,2826.0,PRPF6
AC022414.1,2286.0,AC022414.1
HOXD8,608.4545454545455,HOXD8
FAM192A,496.60747663551405,FAM192A
BOLA2B,273.8181818181818,BOLA2B
CRPPA,1284.9473684210527,CRPPA
CUL4B,2485.507042253521,CUL4B
SH3BP1,1501.8461538461538,SH3BP1
ATP5F1E,156.0,ATP5F1E
ITGB3BP,567.1034482758621,ITGB3BP
USP34,6771.9,USP34
LEFTY1,1101.0,LEFTY1
CDCP1,2055.923076923077,CDCP1
ZNF282,1685.6470588235293,ZNF282
SP110,1706.872340425532,SP110
RALY,684.3777777777777,RALY
FXYD4,270.0,FXYD4
GSTM3,659.71875,GSTM3
EARS2,1148.5471698113208,EARS2
KLF14,972.0,KLF14
RNF217,634.0888888888887,RNF217
OR1E2,972.0,OR1E2
MTFP1,362.83333333333326,MTFP1
RHD,1238.888888888889,RHD
RAD18,788.063829787234,RAD18
KLHL24,1010.5777777777777,KLHL24
KANTR,231.0,KANTR
ANGPTL8,452.8235294117647,ANGPTL8
SNHG32,228.0,SNHG32
TAF15,1123.7727272727273,TAF15
CFL1,451.4285714285714,CFL1
HTRA4,1431.0,HTRA4
ZNF813,894.6666666666665,ZNF813
ADAMTS14,3676.5,ADAMTS14
RNF20,1997.1875,RNF20
MFGE8,810.36,MFGE8
HIST1H1T,624.0,HIST1H1T
CSRNP2,626.2777777777778,CSRNP2
ERVMER34-1,1692.0,ERVMER34-1
PPP2R5E,1326.5853658536585,PPP2R5E
SLC52A1,1263.0,SLC52A1
PLEKHA2,997.375,PLEKHA2
C2orf80,416.4285714285714,C2orf80
TBCA,297.85714285714283,TBCA
ZNF875,701.6476190476192,ZNF875
ZNF835,945.5,ZNF835
CACNB3,847.8629032258065,CACNB3
HIST1H2AH,387.0,HIST1H2AH
COL5A1,5373.205882352941,COL5A1
CFAP61,1518.7563025210086,CFAP61
ADRA1D,1719.0,ADRA1D
C17orf113,2028.0,C17orf113
ZNF592,3409.607142857143,ZNF592
IL13,437.66666666666674,IL13
STN1,1107.0,STN1
TMC3,3304.5,TMC3
NR5A2,1234.09375,NR5A2
SNAI1,795.0,SNAI1
GNPDA1,738.140625,GNPDA1
TRAPPC6A,438.27272727272725,TRAPPC6A
TAF5,2403.0,TAF5
SEPT1,887.2941176470587,SEPT1
TMEM104,1118.3478260869563,TMEM104
TSPAN5,451.3478260869565,TSPAN5
C11orf80,1253.3974358974358,C11orf80
ENPP4,1362.0,ENPP4
RPS6KA1,1573.0061728395062,RPS6KA1
SLA,505.6216216216216,SLA
ADGRF2,1965.0,ADGRF2
LRRC14,1059.0588235294117,LRRC14
NFXL1,2598.193548387097,NFXL1
XAB2,2568.0,XAB2
IMPG2,3726.0,IMPG2
CCDC167,294.0,CCDC167
OR1L6,972.0,OR1L6
MCRS1,901.6396396396395,MCRS1
FBXW5,894.5555555555555,FBXW5
ZNF302,856.1803278688525,ZNF302
AC073508.2,519.3333333333334,AC073508.2
HTR3A,1352.2352941176468,HTR3A
SERPINF1,448.4081632653061,SERPINF1
EFNB2,1002.0,EFNB2
SIDT1,2491.6470588235293,SIDT1
USP28,1608.1216216216214,USP28
DMAP1,1068.5,DMAP1
ZNF684,747.7142857142858,ZNF684
KDF1,878.6666666666665,KDF1
PAPSS1,1875.0,PAPSS1
ASCL2,582.0,ASCL2
TKFC,1318.65306122449,TKFC
KCNAB3,611.1818181818181,KCNAB3
PCDHGA2,2733.6,PCDHGA2
ZNF518A,3514.6363636363635,ZNF518A
NPC1,2786.6363636363635,NPC1
ADGRB2,4350.128205128205,ADGRB2
OR13C9,957.0,OR13C9
EEF2,2303.9411764705883,EEF2
RRAGA,942.0,RRAGA
ST7,1360.5589519650655,ST7
DCST2,1829.166666666667,DCST2
ARHGAP36,1389.142857142857,ARHGAP36
CABIN1,5770.081395348837,CABIN1
BSG,590.8805970149252,BSG
LRRC69,530.8,LRRC69
CT476828.10,1272.0,CT476828.10
PPP1R3E,224.7037037037037,PPP1R3E
AC242842.3,11532.0,AC242842.3
RAD52,672.1979166666666,RAD52
RALB,415.70967741935476,RALB
ATP1B3,313.64285714285717,ATP1B3
KRT31,1251.0,KRT31
RCOR2,1572.0,RCOR2
TOGARAM2,1954.4411764705883,TOGARAM2
SLC2A11,988.1290322580644,SLC2A11
HLA-G,865.0975609756098,HLA-G
PHLDB1,3174.4928571428572,PHLDB1
POLE4,354.0,POLE4
NDEL1,606.2615384615384,NDEL1
DUOX2,4647.0,DUOX2
GRIN2C,3183.6,GRIN2C
B4GALNT2,1555.0,B4GALNT2
CUTA,420.89473684210526,CUTA
PPP2R5A,1375.5,PPP2R5A
CDHR3,1800.9,CDHR3
CARD8,846.3961352657005,CARD8
AC010323.1,342.0,AC010323.1
CITED2,759.3333333333335,CITED2
CCDC120,1620.532258064516,CCDC120
ECD,1400.5,ECD
SLC16A3,955.2424242424244,SLC16A3
MTRF1,885.25,MTRF1
PMEPA1,722.9310344827586,PMEPA1
AL035425.2,114.0,AL035425.2
HMBS,769.5810810810809,HMBS
TMEM241,407.5724137931034,TMEM241
ZDHHC18,747.0344827586208,ZDHHC18
GRTP1,907.8461538461537,GRTP1
TLX3,876.0,TLX3
MROH1,4168.145454545454,MROH1
CDK2,703.5882352941177,CDK2
ARMT1,860.7692307692308,ARMT1
VPS53,1565.616,VPS53
SLC36A3,1477.428571428571,SLC36A3
C12orf66,1317.9,C12orf66
MANSC4,1023.0,MANSC4
AQR,3036.945945945946,AQR
SPCS1,354.0,SPCS1
DYNC1LI1,1183.939393939394,DYNC1LI1
TMEM91,383.16,TMEM91
BFSP2,1248.0,BFSP2
CCDC169-SOHLH2,1509.0,CCDC169-SOHLH2
P2RY2,1134.0,P2RY2
ANGEL1,1008.6666666666665,ANGEL1
C15orf41,562.7891156462587,C15orf41
DNMT3L,1023.1351351351352,DNMT3L
GCNT1,1287.0,GCNT1
ZNF335,4029.0,ZNF335
CASS4,1814.75,CASS4
COA5,223.5,COA5
RABL6,1593.821052631579,RABL6
NANOGP8,886.0,NANOGP8
AL049650.1,342.0,AL049650.1
CDC25B,1618.8461538461538,CDC25B
RPA2,771.1621621621623,RPA2
EIF5A,481.5740740740741,EIF5A
MCTP1,1807.9252873563214,MCTP1
PEX11G,574.5294117647059,PEX11G
SCGB2A2,314.4,SCGB2A2
SAA2,329.25,SAA2
MRPL41,414.0,MRPL41
IDS,868.046511627907,IDS
MPP5,1585.1538461538462,MPP5
OR51M1,981.0,OR51M1
FGF13,595.6744186046511,FGF13
CCSAP,710.4,CCSAP
ANK3,4390.222222222223,ANK3
KIF21A,4209.85,KIF21A
OR6C6,945.0,OR6C6
STK17A,1245.0,STK17A
OR4E2,942.0,OR4E2
NLRP2,2793.298719772404,NLRP2
ADCY8,3083.625,ADCY8
NICN1,619.2,NICN1
SLC35G5,1017.0,SLC35G5
TRPC4,2337.516129032258,TRPC4
RNF148,459.0,RNF148
AGO2,1688.6896551724137,AGO2
STPG2,1124.0625,STPG2
DZIP3,2412.3951612903224,DZIP3
MYOM3,3607.4042553191493,MYOM3
BABAM2,1052.3414634146338,BABAM2
PPP3R1,522.0,PPP3R1
RAB34,641.3214285714286,RAB34
SYNJ2BP-COX16,405.06666666666666,SYNJ2BP-COX16
SERPINB13,796.1142857142858,SERPINB13
ZNF558,1209.0,ZNF558
MINDY2,1542.0857142857142,MINDY2
PIM1,942.0,PIM1
KRTAP19-5,219.0,KRTAP19-5
ZNF140,492.6222222222222,ZNF140
ENTPD4,1466.8269230769229,ENTPD4
NAT1,904.0,NAT1
PAK3,1639.9655172413793,PAK3
RAET1G,787.1538461538463,RAET1G
FAM49B,665.3786407766992,FAM49B
BAG1,652.7073170731708,BAG1
ZMYM1,3027.5,ZMYM1
PGLYRP1,591.0,PGLYRP1
IARS2,3039.0,IARS2
TMEM203,411.0,TMEM203
TRIM54,1143.3157894736842,TRIM54
TTC30B,1998.0,TTC30B
IDH3G,969.8625,IDH3G
ZNF728,1166.5714285714287,ZNF728
EIF5B,3663.0,EIF5B
MEPCE,1288.3333333333333,MEPCE
PYGB,2117.076923076923,PYGB
ZBTB39,2139.0,ZBTB39
TEX54,375.0,TEX54
FGR,1490.542372881356,FGR
APOH,700.5652173913044,APOH
ANKRD7,579.5217391304348,ANKRD7
XCL2,345.0,XCL2
HLA-DRA,727.5,HLA-DRA
AHSG,1105.5,AHSG
PDE5A,2267.904109589041,PDE5A
SCLT1,1201.65,SCLT1
AL033529.1,1539.0,AL033529.1
ARHGEF5,3515.837837837838,ARHGEF5
CRTAP,1146.4615384615386,CRTAP
AC073896.1,537.6666666666666,AC073896.1
SNX8,763.9428571428572,SNX8
ATL2,1141.1612903225807,ATL2
SLC44A3,1513.2201834862385,SLC44A3
AC068831.7,1800.0,AC068831.7
RNASE12,444.0,RNASE12
AC270271.2,1395.0,AC270271.2
TSC22D4,731.8125,TSC22D4
KRTAP26-1,633.0,KRTAP26-1
PRDX6,675.0,PRDX6
TANK,708.7021276595744,TANK
HNRNPA1,812.3116883116883,HNRNPA1
TOP3A,1569.4333333333334,TOP3A
UST,1221.0,UST
LCE3C,285.0,LCE3C
MLPH,1184.2621359223301,MLPH
PCYT1B,937.59375,PCYT1B
NUP62CL,448.5,NUP62CL
SMCO2,984.0,SMCO2
VSX2,1086.0,VSX2
IGFBP6,458.0,IGFBP6
OR2T3,957.0,OR2T3
GNAT3,1065.0,GNAT3
RBM39,609.5714285714286,RBM39
BHLHA15,570.0,BHLHA15
TRARG1,534.0,TRARG1
EHD3,1608.0,EHD3
TNFRSF9,599.52,TNFRSF9
MN1,1774.8,MN1
PAWR,589.7368421052631,PAWR
GU182355.3,1128.0,GU182355.3
PIGF,458.0,PIGF
DEFB134,201.0,DEFB134
ARMC5,2353.333333333333,ARMC5
LENG9,1471.5,LENG9
TEDC2,946.9464285714287,TEDC2
ATP8B4,1847.6928104575165,ATP8B4
GNPNAT1,494.48,GNPNAT1
MAP3K20,1898.9420289855072,MAP3K20
RFTN2,992.2222222222223,RFTN2
FDCSP,258.0,FDCSP
BCAR3,2290.392857142857,BCAR3
CMPK1,540.3333333333334,CMPK1
TP53INP1,596.3333333333334,TP53INP1
AC005747.1,1027.1627906976744,AC005747.1
KBTBD13,1377.0,KBTBD13
AEBP2,963.25,AEBP2
SLC22A9,1272.8823529411764,SLC22A9
DHX16,2249.583333333333,DHX16
TMEM63B,1976.2871287128714,TMEM63B
SHQ1,1003.4878048780487,SHQ1
TMEM210,303.0,TMEM210
FBXO25,885.6888888888889,FBXO25
KLHL1,2159.8571428571427,KLHL1
SEZ6L2,2469.904255319149,SEZ6L2
SAP30BP,579.2882882882883,SAP30BP
RASGRF1,3326.0,RASGRF1
CRYM,675.3404255319149,CRYM
SLC41A1,1542.0,SLC41A1
PXDN,2571.9122807017543,PXDN
ARHGEF19,1878.25,ARHGEF19
FADS1,699.8640776699028,FADS1
TOMM34,930.0,TOMM34
SERPINB3,1100.2,SERPINB3
CT47A10,867.0,CT47A10
CCNJ,1129.0,CCNJ
MGST3,469.92307692307685,MGST3
PDCD10,518.1603773584906,PDCD10
ALG5,932.3684210526317,ALG5
TMEM31,507.0,TMEM31
EPB42,1812.701754385965,EPB42
DMBT1,6623.926984126983,DMBT1
ST3GAL4,823.7671232876712,ST3GAL4
OTOG,8464.95652173913,OTOG
PCMT1,562.5555555555555,PCMT1
MARCH5,837.0,MARCH5
ASMTL,1791.3157894736844,ASMTL
PHPT1,376.125,PHPT1
ADORA2A,694.84375,ADORA2A
HORMAD2,735.8709677419354,HORMAD2
METRN,533.3888888888888,METRN
AC244489.2,1110.0,AC244489.2
ING5,664.2,ING5
FAM228A,499.3636363636364,FAM228A
NT5C1A,1107.0,NT5C1A
TSEN34,901.8990825688072,TSEN34
MAGEB1,1044.0,MAGEB1
FRMD4A,1295.5795454545455,FRMD4A
ICAM5,2384.384615384615,ICAM5
TP53TG3F,342.0,TP53TG3F
DDX39B,832.9251461988304,DDX39B
TP53RK,564.0,TP53RK
FAAH,1186.2608695652175,FAAH
TOE1,1533.0,TOE1
NRG4,177.36666666666667,NRG4
POU5F2,987.0,POU5F2
MSR1,912.6470588235294,MSR1
IZUMO1,574.1612903225806,IZUMO1
DENND2C,2733.9310344827586,DENND2C
NUFIP2,1348.7142857142858,NUFIP2
CCDC13,2148.0,CCDC13
EDDM3A,444.0,EDDM3A
UBE2S,515.4615384615385,UBE2S
NBN,1043.0128205128206,NBN
MRPL34,314.14285714285717,MRPL34
AL121845.2,252.0,AL121845.2
BORA,1340.8148148148148,BORA
HARS,901.1360544217688,HARS
P2RX1,994.8,P2RX1
SLC9C1,2583.10843373494,SLC9C1
COX16,241.0,COX16
ZFYVE1,1925.8909090909087,ZFYVE1
RAB23,714.0,RAB23
CXCL1,324.0,CXCL1
RXRA,1219.0,RXRA
GOLGA8A,1852.645161290323,GOLGA8A
CDYL,1382.8235294117646,CDYL
SULT6B1,572.5217391304348,SULT6B1
PDZD9,541.25,PDZD9
CYP3A7-CYP3A51P,1608.0,CYP3A7-CYP3A51P
ST3GAL3,714.9011627906976,ST3GAL3
ANAPC1,4289.6132075471705,ANAPC1
ANKIB1,1675.1627906976746,ANKIB1
CDO1,603.0,CDO1
EIF3B,1942.2452830188681,EIF3B
WFDC10A,240.0,WFDC10A
EPN3,676.4583333333334,EPN3
EGLN3,450.5294117647058,EGLN3
PPP1R2,379.58333333333326,PPP1R2
AC090958.3,324.0,AC090958.3
BEST3,1031.1538461538462,BEST3
BRCA2,6219.113402061856,BRCA2
HIP1,2874.9278350515465,HIP1
HSF2,1427.9,HSF2
RGS4,547.9142857142857,RGS4
GSK3B,1327.8,GSK3B
C2orf42,910.275,C2orf42
PDCD7,1027.125,PDCD7
COL12A1,7094.87323943662,COL12A1
NPY,294.0,NPY
HIST1H2BM,381.0,HIST1H2BM
RPL35A,257.0,RPL35A
NIPA2,964.9166666666665,NIPA2
GDA,1117.030303030303,GDA
AP1M2,840.1896551724138,AP1M2
MYH7B,5029.470588235295,MYH7B
KCNIP3,747.0,KCNIP3
PDS5A,2563.276923076923,PDS5A
C18orf21,418.84,C18orf21
ECT2,2083.4761904761904,ECT2
CANX,952.6293103448276,CANX
TCEAL5,621.0,TCEAL5
PRXL2A,684.3428571428573,PRXL2A
FNDC7,1933.8095238095239,FNDC7
ZNF18,1344.780487804878,ZNF18
GPR152,1413.0,GPR152
ELMOD1,991.1666666666665,ELMOD1
ZC3H12D,1013.1666666666665,ZC3H12D
NKD2,1136.0,NKD2
CMAS,770.125,CMAS
PPP4R2,634.6363636363636,PPP4R2
ZNF630,1029.0454545454545,ZNF630
WDFY2,1058.142857142857,WDFY2
MED21,405.4285714285714,MED21
SMUG1,495.4,SMUG1
AL035461.3,3030.0,AL035461.3
SLC17A9,1217.2,SLC17A9
UPF1,3373.5,UPF1
C11orf88,452.875,C11orf88
RBL2,2472.2093023255816,RBL2
ORMDL2,382.0,ORMDL2
PMF1,444.96428571428567,PMF1
RETREG2,584.38,RETREG2
HOPX,248.325,HOPX
LUZP6,177.0,LUZP6
CYP27B1,1050.3333333333333,CYP27B1
SETDB2,2046.833333333333,SETDB2
BMT2,1188.5454545454545,BMT2
FXN,476.4,FXN
AL445989.1,390.0,AL445989.1
FITM1,683.0,FITM1
ATP23,489.8,ATP23
RMND5A,1176.0,RMND5A
SPATA31A6,4032.0,SPATA31A6
AC243734.1,1509.0,AC243734.1
TTYH3,1221.7173913043478,TTYH3
PDP2,582.1538461538463,PDP2
ARHGEF16,1389.1836734693875,ARHGEF16
CDH3,1257.358208955224,CDH3
ZNF432,974.4230769230768,ZNF432
CR1,5730.3708333333325,CR1
COL6A6,3748.0,COL6A6
YKT6,422.16666666666674,YKT6
HES4,660.6,HES4
PEX5L,1503.25,PEX5L
ACTL10,738.0,ACTL10
ZBP1,1010.1818181818179,ZBP1
PIGA,693.4603174603176,PIGA
AMBN,1328.325,AMBN
C2orf50,489.0,C2orf50
C1R,1317.6666666666667,C1R
LGR4,2635.9736842105262,LGR4
NFE4,540.0,NFE4
TNFAIP8L1,561.0,TNFAIP8L1
CPSF4,579.074074074074,CPSF4
AL163636.2,96.0,AL163636.2
DLL1,1741.2857142857142,DLL1
KCNH5,2238.1875,KCNH5
MPC1L,411.0,MPC1L
EFCAB3,1069.5714285714287,EFCAB3
KRTAP12-2,441.0,KRTAP12-2
LRWD1,921.9782608695652,LRWD1
RETREG1,1177.75,RETREG1
SMC2,3132.5795454545455,SMC2
BEX5,336.0,BEX5
COLGALT2,1514.7428571428575,COLGALT2
AL049839.2,137.0,AL049839.2
ZNF114,787.9375,ZNF114
BSPH1,399.0,BSPH1
GRK2,1732.8,GRK2
IRF1,689.06,IRF1
AKR1D1,840.8571428571429,AKR1D1
HIST1H1C,642.0,HIST1H1C
ARNT,2044.2857142857144,ARNT
COX15,1200.0,COX15
ME1,1719.0,ME1
SLC25A39,747.4742268041236,SLC25A39
FMR1,1404.8578680203045,FMR1
PCDHGB3,2721.0,PCDHGB3
AC010197.2,846.0,AC010197.2
CHURC1-FNTB,727.5555555555555,CHURC1-FNTB
VPS26B,695.190476190476,VPS26B
KCNA5,1842.0,KCNA5
KRTAP6-2,189.0,KRTAP6-2
HESX1,498.1764705882353,HESX1
NUDT21,490.2352941176471,NUDT21
MYO16,4876.578947368421,MYO16
AAMDC,372.6923076923077,AAMDC
CAPN2,1816.5319148936169,CAPN2
FAM187A,985.5,FAM187A
ZNF407,4380.34375,ZNF407
CT45A9,570.0,CT45A9
GUCY1B1,1803.5739130434783,GUCY1B1
IVD,934.8977272727273,IVD
GUCY2F,3327.0,GUCY2F
CHCHD7,215.95384615384614,CHCHD7
UBR1,3077.570175438597,UBR1
IMPA2,417.8727272727273,IMPA2
TAS2R3,951.0,TAS2R3
C10orf120,705.7142857142858,C10orf120
DCAF7,861.8260869565217,DCAF7
FKBPL,1050.0,FKBPL
MED13L,4736.7397260273965,MED13L
CPN1,1103.7857142857142,CPN1
APOBEC3D,857.0,APOBEC3D
AL662820.1,240.0,AL662820.1
PATL2,1210.4918032786884,PATL2
SMO,1051.0294117647059,SMO
TMEM211,525.5454545454545,TMEM211
TCF7L2,1354.3565217391306,TCF7L2
