Genes,Average No. of Exons per Transcript,Norm_Symbol
GNPAT,10.0,GNPAT
HCLS1,6.916666666666668,HCLS1
MXD1,4.666666666666667,MXD1
NARS,6.833333333333332,NARS
FASTKD1,5.8,FASTKD1
ZDHHC17,6.1875,ZDHHC17
SPRR2G,2.0,SPRR2G
LELP1,2.0,LELP1
C1orf131,4.875,C1orf131
FCGR3B,4.222222222222221,FCGR3B
PRR9,2.0,PRR9
RRS1,1.0,RRS1
AC009879.2,5.0,AC009879.2
TCF19,3.636363636363636,TCF19
GPRIN2,2.0,GPRIN2
QRFPR,5.25,QRFPR
PABPC5,2.0,PABPC5
GC,9.375,GC
HOMEZ,2.5,HOMEZ
RAC3,4.75,RAC3
BCL2L2-PABPN1,7.0,BCL2L2-PABPN1
ATP8B1,14.875,ATP8B1
TMCC1,4.4,TMCC1
PPP1R3E,3.888888888888889,PPP1R3E
GOLGB1,13.333333333333336,GOLGB1
SYT15,6.0,SYT15
FAM20C,3.555555555555556,FAM20C
LOR,2.0,LOR
SLMAP,12.483870967741936,SLMAP
IFFO1,9.0,IFFO1
KYAT1,9.4,KYAT1
PGLYRP3,7.0,PGLYRP3
CCDC136,7.2666666666666675,CCDC136
BCL2L2,3.333333333333333,BCL2L2
C8orf37,6.0,C8orf37
RNF212B,7.4444444444444455,RNF212B
RRP15,3.5,RRP15
FZD4,2.0,FZD4
PRSS23,2.888888888888889,PRSS23
POU5F1,3.4285714285714284,POU5F1
CSRP2,4.428571428571429,CSRP2
PABPN1,4.75,PABPN1
TGFB2,5.75,TGFB2
NOL8,9.310344827586208,NOL8
ENDOG,3.0,ENDOG
PDILT,8.0,PDILT
EEF1AKMT1,4.0,EEF1AKMT1
TRH,3.0,TRH
AL441992.2,29.0,AL441992.2
LRRC8A,3.0,LRRC8A
SPOUT1,6.2,SPOUT1
SDCCAG8,8.1875,SDCCAG8
IL17D,2.6666666666666665,IL17D
KIN,7.2,KIN
MTFR2,5.285714285714286,MTFR2
RAP1B,5.666666666666668,RAP1B
BRMS1L,7.333333333333332,BRMS1L
GOT2,5.7142857142857135,GOT2
SSPO,25.72727272727273,SSPO
MMP10,7.0,MMP10
AKT3,8.058823529411764,AKT3
CNTRL,18.666666666666668,CNTRL
MMP1,10.0,MMP1
ERFE,4.285714285714286,ERFE
CACNA1E,36.45454545454545,CACNA1E
FCGR2B,6.4,FCGR2B
MMP3,5.666666666666668,MMP3
HEATR6,9.083333333333334,HEATR6
RHBDF2,6.277777777777778,RHBDF2
LILRA1,8.0,LILRA1
MPZL1,3.8181818181818175,MPZL1
SPRTN,3.8333333333333335,SPRTN
NANOGNB,4.0,NANOGNB
EXOC8,1.0,EXOC8
AC073611.1,2.25,AC073611.1
SEC16B,12.5,SEC16B
FAM83A,4.375,FAM83A
GDF6,3.0,GDF6
CD4,4.833333333333333,CD4
UNC5C,12.4,UNC5C
DGKA,8.265306122448981,DGKA
SP1,4.25,SP1
UQCRB,3.888888888888889,UQCRB
DICER1,12.266666666666667,DICER1
SPPL2C,1.0,SPPL2C
AC120114.4,3.0,AC120114.4
PRRT2,2.952380952380953,PRRT2
MAPT,8.7,MAPT
ACSM5,5.285714285714286,ACSM5
LZTR1,8.090909090909092,LZTR1
NANOG,4.0,NANOG
MVP,4.7368421052631575,MVP
HYAL1,3.555555555555556,HYAL1
STXBP5,14.571428571428573,STXBP5
ADAM18,10.5,ADAM18
NBPF12,24.25,NBPF12
MOBP,4.615384615384615,MOBP
AIFM3,8.944444444444445,AIFM3
MAZ,3.9375,MAZ
LYPLAL1,4.333333333333333,LYPLAL1
DLG1,19.74647887323944,DLG1
ARL8A,4.75,ARL8A
SUV39H2,4.625,SUV39H2
FCRLA,3.928571428571429,FCRLA
GPR37L1,2.0,GPR37L1
DCLRE1C,10.625,DCLRE1C
KRAS,4.25,KRAS
AC009133.6,6.0,AC009133.6
PAGR1,3.0,PAGR1
ETFRF1,3.0909090909090913,ETFRF1
PGLYRP4,7.0,PGLYRP4
MGRN1,9.555555555555557,MGRN1
TSNAX-DISC1,12.125,TSNAX-DISC1
HYAL2,3.0,HYAL2
FCRLB,5.333333333333333,FCRLB
PPP2R5C,5.8181818181818175,PPP2R5C
MARK3,8.384615384615385,MARK3
PCBP1,1.0,PCBP1
ASPRV1,1.0,ASPRV1
TUSC2,3.333333333333333,TUSC2
OR5AU1,1.5,OR5AU1
MCM10,10.0,MCM10
PYM1,3.0,PYM1
AL445524.2,6.666666666666668,AL445524.2
FTCDNL1,4.4,FTCDNL1
SETD2,11.555555555555555,SETD2
MT1HL1,1.0,MT1HL1
DISC1,8.083333333333334,DISC1
KCTD12,1.0,KCTD12
APOL4,4.75,APOL4
CPS1,12.461538461538463,CPS1
RAB14,8.5,RAB14
MFSD14A,7.5,MFSD14A
ACOD1,4.5,ACOD1
AC118553.2,17.0,AC118553.2
GSN,11.333333333333336,GSN
LMNTD1,6.545454545454546,LMNTD1
LZTS2,3.1428571428571432,LZTS2
SLC35A3,6.833333333333332,SLC35A3
MMP12,10.0,MMP12
SORBS2,7.876923076923077,SORBS2
SCN4A,9.666666666666666,SCN4A
PDZD7,8.11111111111111,PDZD7
PDHA2,1.0,PDHA2
MMP13,10.0,MMP13
PRCD,4.307692307692308,PRCD
SFXN3,6.2857142857142865,SFXN3
PPIAL4F,1.0,PPIAL4F
OR2T4,1.0,OR2T4
OR2T6,1.5,OR2T6
OR2T1,1.25,OR2T1
OR2T7,1.0,OR2T7
PLPBP,4.4444444444444455,PLPBP
OR2T2,2.0,OR2T2
CYGB,3.4,CYGB
OR2T3,1.0,OR2T3
IQCB1,9.0,IQCB1
CLASP2,13.961538461538463,CLASP2
ZNF658,5.285714285714286,ZNF658
OR2T5,1.0,OR2T5
KIF9,11.0,KIF9
PRR29,4.5,PRR29
C14orf177,3.75,C14orf177
CMTM4,3.8,CMTM4
ICAM2,4.5,ICAM2
MTERF4,4.045454545454546,MTERF4
SASS6,16.5,SASS6
PDLIM1,4.2,PDLIM1
LILRB1,9.36,LILRB1
NPFFR2,3.6,NPFFR2
ZPLD1,11.0,ZPLD1
TFIP11,7.0588235294117645,TFIP11
SNED1,12.5,SNED1
KLHL18,6.0,KLHL18
PPIG,9.363636363636363,PPIG
RHEBL1,7.0,RHEBL1
MTERF3,6.2,MTERF3
PTPN7,6.473684210526316,PTPN7
ZNF648,2.0,ZNF648
EGLN1,3.8571428571428568,EGLN1
SRRD,4.333333333333333,SRRD
R3HDM2,13.733333333333333,R3HDM2
DCPS,4.75,DCPS
CCER1,2.333333333333333,CCER1
TSNAX,4.8,TSNAX
EPYC,5.0,EPYC
DHH,3.0,DHH
TIRAP,4.857142857142857,TIRAP
AMHR2,6.7142857142857135,AMHR2
SLCO2A1,7.0,SLCO2A1
SPATA31A3,4.0,SPATA31A3
HNRNPD,5.666666666666668,HNRNPD
EIF1B,2.75,EIF1B
S100A9,3.0,S100A9
KIFAP3,14.666666666666664,KIFAP3
CDH4,12.166666666666664,CDH4
KERA,3.0,KERA
MYRIP,13.9,MYRIP
LUM,3.0,LUM
DBNDD1,3.2857142857142856,DBNDD1
KPTN,7.777777777777778,KPTN
S100A12,3.0,S100A12
RYK,8.0,RYK
XYLB,12.285714285714285,XYLB
GAS8,5.6,GAS8
KCNH5,9.75,KCNH5
AC137834.1,15.0,AC137834.1
STAC3,7.428571428571429,STAC3
UCMA,4.5,UCMA
SLC8A2,5.7142857142857135,SLC8A2
S100A8,2.6666666666666665,S100A8
AMOTL2,5.153846153846153,AMOTL2
ILKAP,6.75,ILKAP
XPO4,13.25,XPO4
ADCY10,22.6,ADCY10
IPPK,6.666666666666668,IPPK
ZNF862,3.5,ZNF862
ALCAM,9.555555555555557,ALCAM
DCLK1,9.5,DCLK1
ZC3H11B,3.0,ZC3H11B
OGN,5.25,OGN
S100A7A,2.6666666666666665,S100A7A
SLC30A10,4.75,SLC30A10
S100A7L2,3.0,S100A7L2
CDC26,4.5,CDC26
PRPF4,10.0,PRPF4
ECM2,6.75,ECM2
ADAMTS3,13.75,ADAMTS3
RASSF1,4.4,RASSF1
CACFD1,4.714285714285714,CACFD1
ATP6V0E2,3.928571428571429,ATP6V0E2
ASPN,6.0,ASPN
BCL11B,3.0,BCL11B
RGP1,9.0,RGP1
MYO3A,13.4,MYO3A
SLC31A1,3.5,SLC31A1
DCN,4.15,DCN
ADAM2,15.571428571428573,ADAM2
OMD,3.0,OMD
SLC2A6,7.2,SLC2A6
DCUN1D5,5.727272727272728,DCUN1D5
MSMP,3.0,MSMP
CENPP,5.0,CENPP
S100A7,3.0,S100A7
TMEM135,7.0,TMEM135
S100A6,3.0,S100A6
P3H3,7.909090909090909,P3H3
MYMK,4.5,MYMK
NUDT16L1,2.8,NUDT16L1
RHOJ,4.0,RHOJ
PTDSS1,7.666666666666668,PTDSS1
TIAF1,1.0,TIAF1
CBLB,11.666666666666664,CBLB
MYO18A,12.166666666666664,MYO18A
RASSF8,3.875,RASSF8
ING4,6.666666666666668,ING4
NAPEPLD,4.3,NAPEPLD
SOHLH2,9.0,SOHLH2
KLRG1,4.428571428571429,KLRG1
GPR162,3.571428571428572,GPR162
CCDC169-SOHLH2,16.0,CCDC169-SOHLH2
ARMC10,4.4,ARMC10
ZMYND10,6.4444444444444455,ZMYND10
CCDC173,5.333333333333333,CCDC173
ATE1,8.888888888888891,ATE1
CCDC169,6.384615384615384,CCDC169
GLUL,5.307692307692308,GLUL
STAC,6.375,STAC
PHOSPHO2,4.25,PHOSPHO2
PRDM7,6.666666666666668,PRDM7
ADAMTSL2,19.0,ADAMTSL2
DUSP12,4.2,DUSP12
KLHL23,3.7142857142857135,KLHL23
ANKRD11,5.738095238095237,ANKRD11
SLFN13,4.818181818181818,SLFN13
SCARA3,6.0,SCARA3
COX18,5.0,COX18
TADA2A,8.6875,TADA2A
FAM163B,2.5,FAM163B
NSMCE4A,5.636363636363638,NSMCE4A
LMBR1L,6.966666666666668,LMBR1L
RASAL2,10.2,RASAL2
DBH,7.5,DBH
MYBL1,8.666666666666666,MYBL1
ERN1,5.375,ERN1
ATP5F1C,5.7,ATP5F1C
HAUS8,7.5,HAUS8
PHYH,6.2857142857142865,PHYH
CA4,4.666666666666667,CA4
INHBC,2.0,INHBC
CLEC20A,6.0,CLEC20A
SLC22A17,6.8181818181818175,SLC22A17
PIM1,4.0,PIM1
CCDC126,3.5,CCDC126
PRLH,2.0,PRLH
A2M,6.6923076923076925,A2M
RNF113A,1.0,RNF113A
NDUFA1,3.0,NDUFA1
NAPA,6.0,NAPA
SAMD5,2.0,SAMD5
DYNC1LI2,5.6,DYNC1LI2
PCDH11X,5.5,PCDH11X
ATF6,10.5,ATF6
CEP63,8.529411764705884,CEP63
SLFN12L,3.2,SLFN12L
EFS,5.666666666666668,EFS
EPRS,12.5,EPRS
DCAF6,10.75,DCAF6
RNF39,4.5,RNF39
PPP1R11,3.333333333333333,PPP1R11
SLC2A14,7.2857142857142865,SLC2A14
METTL11B,4.5,METTL11B
SASH1,5.454545454545454,SASH1
EYA3,13.875,EYA3
LATS2,5.5,LATS2
CEMIP2,8.076923076923077,CEMIP2
ZFHX3,6.0,ZFHX3
PBK,7.0,PBK
HES6,3.333333333333333,HES6
RAB38,2.6666666666666665,RAB38
SDC2,4.375,SDC2
DAG1,3.3181818181818183,DAG1
ANAPC13,2.6666666666666665,ANAPC13
TEX2,7.8,TEX2
PER2,10.0,PER2
ESCO2,5.75,ESCO2
MPC2,5.333333333333333,MPC2
TEDDM1,1.0,TEDDM1
RNF183,2.8571428571428568,RNF183
HSD17B4,13.82051282051282,HSD17B4
CCDC25,6.166666666666668,CCDC25
BTG1,2.0,BTG1
PIP4P2,5.666666666666668,PIP4P2
POLR2H,3.8461538461538463,POLR2H
CDH8,5.928571428571429,CDH8
SETD3,8.0,SETD3
RGSL1,8.090909090909092,RGSL1
BSN,7.0,BSN
BHLHE41,3.333333333333333,BHLHE41
TAF4,5.333333333333333,TAF4
CLLU1OS,4.0,CLLU1OS
GLI1,7.125,GLI1
ITPR2,10.5,ITPR2
BDH1,4.852941176470588,BDH1
CKAP5,15.25,CKAP5
WDR31,10.333333333333334,WDR31
AP2M1,5.954545454545454,AP2M1
IL25,2.5,IL25
DDIT3,3.8333333333333335,DDIT3
OPRL1,3.5,OPRL1
C12orf74,9.333333333333334,C12orf74
RAB17,4.0,RAB17
RPS11,4.222222222222221,RPS11
NPBWR2,1.0,NPBWR2
ARHGAP9,8.6,ARHGAP9
SSPN,3.125,SSPN
EEA1,12.0,EEA1
OTUD6B,7.0,OTUD6B
ANKRD20A1,9.333333333333334,ANKRD20A1
TPST2,4.333333333333333,TPST2
KANSL1,6.928571428571429,KANSL1
ADGRA2,13.666666666666664,ADGRA2
CAMK2G,15.785714285714285,CAMK2G
VCPIP1,3.0,VCPIP1
ENTPD3,9.8,ENTPD3
BSPRY,5.5,BSPRY
HNRNPDL,8.0,HNRNPDL
H2AFY2,8.0,H2AFY2
LGR6,11.75,LGR6
BRF2,4.25,BRF2
ZNF384,5.8125,ZNF384
THPO,5.375,THPO
AL353579.1,2.333333333333333,AL353579.1
FYTTD1,6.777777777777778,FYTTD1
OLFML2B,4.4,OLFML2B
IDO2,9.0,IDO2
AIFM2,7.75,AIFM2
TBC1D22B,13.0,TBC1D22B
TMEM217,3.083333333333333,TMEM217
HDHD3,2.6666666666666665,HDHD3
IDO1,6.4444444444444455,IDO1
GORAB,4.0,GORAB
FAM131A,4.909090909090909,FAM131A
EPHB1,6.384615384615384,EPHB1
POLB,7.0,POLB
RUBCN,9.9,RUBCN
ATG16L1,10.5,ATG16L1
INHBE,2.5,INHBE
ZCCHC7,6.888888888888888,ZCCHC7
DCTN2,6.833333333333332,DCTN2
CRYBB1,4.5,CRYBB1
TEX35,8.142857142857142,TEX35
SLC26A7,14.4,SLC26A7
KY,10.2,KY
FAM170A,4.285714285714286,FAM170A
CMTM5,4.333333333333333,CMTM5
CLCN2,13.363636363636365,CLCN2
DCLK3,4.333333333333333,DCLK3
LRCH3,9.631578947368421,LRCH3
ACVR2B,10.333333333333334,ACVR2B
NPR2,10.666666666666666,NPR2
NKAP,6.0,NKAP
LILRB4,8.978260869565217,LILRB4
PTPN20,7.206896551724138,PTPN20
HLA-B,3.931034482758621,HLA-B
AC022506.1,2.0,AC022506.1
CKB,3.7647058823529416,CKB
AKAP14,4.6,AKAP14
MBD6,4.928571428571429,MBD6
SLFN14,4.0,SLFN14
SPAG8,5.75,SPAG8
NUDT4,5.285714285714286,NUDT4
GAD2,11.6,GAD2
MARS,6.0,MARS
FAM221A,6.0,FAM221A
PECAM1,4.777777777777779,PECAM1
PCMTD2,3.583333333333333,PCMTD2
IQCG,5.538461538461538,IQCG
LRRC69,4.571428571428571,LRRC69
AL121581.1,22.0,AL121581.1
MYT1,15.923076923076925,MYT1
EPHB3,6.666666666666668,EPHB3
TYSND1,3.25,TYSND1
CPQ,3.555555555555556,CPQ
UBE2N,3.333333333333333,UBE2N
CAMK2N2,2.0,CAMK2N2
DUSP14,2.6666666666666665,DUSP14
ECE2,13.2,ECE2
ABHD17B,4.5,ABHD17B
LILRB3,9.484848484848484,LILRB3
RPL35A,4.090909090909091,RPL35A
TRMT61A,3.5,TRMT61A
TERB1,12.5,TERB1
C9orf85,4.0,C9orf85
PPP2R3A,10.4,PPP2R3A
AL590132.1,7.0,AL590132.1
AC092017.3,7.0,AC092017.3
LMLN,9.727272727272727,LMLN
RALGPS2,9.333333333333334,RALGPS2
PRRX1,3.25,PRRX1
ATF2,11.285714285714285,ATF2
LILRA6,8.357142857142858,LILRA6
TUBA1C,3.6,TUBA1C
HLA-C,5.395604395604397,HLA-C
ABCF3,7.833333333333332,ABCF3
ANGPTL1,4.333333333333333,ANGPTL1
C1orf226,2.5,C1orf226
TUBA1A,3.333333333333333,TUBA1A
CCDC85C,5.285714285714286,CCDC85C
NOS1AP,6.333333333333332,NOS1AP
MSL2,2.0,MSL2
AL512785.2,3.333333333333333,AL512785.2
TUBA1B,3.75,TUBA1B
SPATA46,2.5,SPATA46
CCNK,6.111111111111112,CCNK
CTCF,8.411764705882353,CTCF
CNGB1,12.111111111111109,CNGB1
CCDC54,1.0,CCDC54
BPNT1,7.272727272727272,BPNT1
TACC2,10.9,TACC2
TRANK1,15.142857142857142,TRANK1
ALAD,5.5555555555555545,ALAD
PEX12,3.0,PEX12
GAS2L2,6.666666666666668,GAS2L2
VWA5B2,10.0,VWA5B2
C17orf50,3.0,C17orf50
TAF15,7.862068965517241,TAF15
SAR1A,5.5,SAR1A
CHRD,11.411764705882351,CHRD
BAG5,2.0,BAG5
LRP4,10.2,LRP4
CLMN,5.5555555555555545,CLMN
TSPYL5,1.0,TSPYL5
KLC1,10.296296296296298,KLC1
TCIM,1.0,TCIM
LRRC37A2,12.6,LRRC37A2
FMO3,4.833333333333333,FMO3
DNAJC1,5.4,DNAJC1
SEPHS1,6.0,SEPHS1
TTYH3,7.571428571428571,TTYH3
ARL17B,4.518518518518519,ARL17B
FMO1,6.625,FMO1
HEATR9,12.933333333333335,HEATR9
SLC2A3,4.363636363636363,SLC2A3
SARDH,12.5,SARDH
PTAFR,2.333333333333333,PTAFR
MST1,5.666666666666668,MST1
CRYBA4,5.5,CRYBA4
MROH9,14.333333333333336,MROH9
TAF3,7.0,TAF3
NAP1L3,1.5,NAP1L3
FMO2,4.428571428571429,FMO2
FAM133A,3.5,FAM133A
GGNBP2,5.5555555555555545,GGNBP2
SH2D1B,3.0,SH2D1B
UST,4.333333333333333,UST
ALG3,5.357142857142857,ALG3
ZMAT4,4.666666666666667,ZMAT4
DNAJC8,5.833333333333332,DNAJC8
TEPP,6.75,TEPP
MMP28,5.285714285714286,MMP28
ENOPH1,5.5,ENOPH1
EBLN1,1.0,EBLN1
NDUFB1,2.8571428571428568,NDUFB1
RASL10B,3.0,RASL10B
RNF8,5.25,RNF8
APEH,9.0,APEH
EPM2AIP1,2.0,EPM2AIP1
AP2B1,11.545454545454545,AP2B1
MYH6,18.666666666666668,MYH6
KIR3DL3,8.023255813953488,KIR3DL3
SFRP1,3.0,SFRP1
UHMK1,7.5,UHMK1
EEF1AKMT4,3.0,EEF1AKMT4
PSMD2,6.55,PSMD2
TMEM115,2.0,TMEM115
Z84492.2,4.0,Z84492.2
ATP5IF1,2.75,ATP5IF1
TRAF3IP1,9.2,TRAF3IP1
FAM20B,5.5,FAM20B
CACNA2D2,29.75,CACNA2D2
MILR1,6.857142857142858,MILR1
USB1,4.5,USB1
GNA12,3.375,GNA12
PARP10,4.869565217391305,PARP10
KIR2DL3,7.90625,KIR2DL3
AMZ1,4.5,AMZ1
TAB2,5.4444444444444455,TAB2
AC083977.1,1.0,AC083977.1
ZNF319,2.0,ZNF319
POLE3,3.75,POLE3
CBWD3,11.73684210526316,CBWD3
SESN2,10.0,SESN2
KIR2DL1,8.08,KIR2DL1
C9orf43,11.0,C9orf43
KIR2DL4,6.988826815642457,KIR2DL4
UAP1,6.7142857142857135,UAP1
NRG1,7.594594594594594,NRG1
MED18,3.0,MED18
SUMO4,1.0,SUMO4
KIR3DL1,8.426470588235292,KIR3DL1
PPA1,5.666666666666668,PPA1
BICD2,7.5,BICD2
FCGRT,4.277777777777779,FCGRT
GATA3,4.0,GATA3
EIF4G1,15.710526315789476,EIF4G1
TPM1,6.921052631578947,TPM1
UBE2T,6.2,UBE2T
GRINA,4.4,GRINA
NPFFR1,4.0,NPFFR1
GRHPR,5.25,GRHPR
LRRC20,4.428571428571429,LRRC20
SPATC1,4.5,SPATC1
NSF,9.125,NSF
TMEM150C,7.25,TMEM150C
ZNF484,4.75,ZNF484
VAV2,18.4,VAV2
EIF4EBP2,3.0,EIF4EBP2
RAB11FIP1,4.0,RAB11FIP1
NODAL,3.0,NODAL
CPSF2,6.2,CPSF2
APOPT1,4.125,APOPT1
PALD1,20.0,PALD1
MOGS,3.631578947368421,MOGS
PRF1,2.75,PRF1
ASB1,3.4444444444444446,ASB1
AL139300.1,18.0,AL139300.1
TTC31,8.076923076923077,TTC31
ADAMTS14,22.0,ADAMTS14
XRCC3,5.5,XRCC3
PTPN23,10.666666666666666,PTPN23
BRD3OS,2.2857142857142856,BRD3OS
KIR3DL2,8.325581395348838,KIR3DL2
SAG,7.1875,SAG
BRD3,5.5,BRD3
MRPL53,2.25,MRPL53
CYB561D2,3.1666666666666665,CYB561D2
CCDC142,5.5555555555555545,CCDC142
RCOR3,6.625,RCOR3
NPRL2,7.5,NPRL2
TRIM31,4.4179104477611935,TRIM31
CDCA3,4.083333333333333,CDCA3
C9orf57,5.0,C9orf57
TRIM40,4.5,TRIM40
GNB3,7.222222222222222,GNB3
DKK4,4.0,DKK4
RHOXF1,3.0,RHOXF1
SGK3,7.772727272727272,SGK3
RHOXF2B,4.0,RHOXF2B
TBATA,8.0,TBATA
RPL14,4.333333333333333,RPL14
RHOXF2,4.0,RHOXF2
SORBS1,18.0,SORBS1
MRPL42,5.5,MRPL42
TRIM10,7.5,TRIM10
SGPL1,5.5,SGPL1
ZNF500,3.375,ZNF500
MTDH,7.0,MTDH
DPEP3,6.0,DPEP3
C16orf71,6.8,C16orf71
TRIM15,5.255813953488372,TRIM15
PCBD1,3.6666666666666665,PCBD1
LAPTM4B,6.5,LAPTM4B
PZP,13.714285714285715,PZP
ANKS3,8.533333333333333,ANKS3
HHIPL1,8.5,HHIPL1
TRAF5,7.2857142857142865,TRAF5
PPP1R7,6.8,PPP1R7
SOCS2,2.583333333333333,SOCS2
TWIST2,2.0,TWIST2
C10orf55,4.5,C10orf55
MYO9B,11.68421052631579,MYO9B
PLAU,6.8,PLAU
ADRB3,1.5,ADRB3
AC144573.1,2.0,AC144573.1
GOT1L1,5.0,GOT1L1
APBB1IP,7.333333333333332,APBB1IP
UNC5B,16.5,UNC5B
ZBTB5,2.0,ZBTB5
EIF4EBP1,3.0,EIF4EBP1
CRADD,2.833333333333333,CRADD
CYP46A1,9.142857142857142,CYP46A1
STOM,5.333333333333333,STOM
ZBTB33,2.5,ZBTB33
BTBD16,7.333333333333332,BTBD16
C6orf223,3.5,C6orf223
ZNF620,4.8,ZNF620
FCAR,4.193717277486911,FCAR
ZNF619,5.0,ZNF619
LBX2,2.0,LBX2
PSMD7,5.333333333333333,PSMD7
RGS3,7.59375,RGS3
IARS2,8.75,IARS2
POLG2,4.5,POLG2
TMEM63B,13.6,TMEM63B
SPART,6.0,SPART
MRPL14,3.0,MRPL14
PASK,8.0625,PASK
TRIM26,5.8,TRIM26
TROAP,7.125,TROAP
TFAP2E,6.0,TFAP2E
SYNRG,11.709677419354836,SYNRG
TMEM255A,6.5,TMEM255A
STAG1,21.6,STAG1
FOXJ2,8.333333333333334,FOXJ2
C11orf49,5.782608695652174,C11orf49
STK31,11.923076923076925,STK31
PRPH,5.142857142857143,PRPH
DPEP2NB,2.0,DPEP2NB
DPEP2,6.0,DPEP2
DYNC2H1,28.363636363636363,DYNC2H1
DDX28,1.0,DDX28
AP3M1,5.75,AP3M1
ARFGAP2,7.133333333333334,ARFGAP2
DUS2,8.0625,DUS2
CHD4,18.444444444444443,CHD4
PCCB,11.26315789473684,PCCB
EIF2B5,12.290322580645164,EIF2B5
DYNC1H1,13.428571428571427,DYNC1H1
VCL,13.857142857142858,VCL
SLC29A3,5.461538461538462,SLC29A3
PCGF1,5.428571428571429,PCGF1
PSMB2,5.333333333333333,PSMB2
C1orf216,2.333333333333333,C1orf216
TLX2,3.25,TLX2
ATP1B4,7.666666666666668,ATP1B4
RD3,2.5,RD3
SLC30A1,2.0,SLC30A1
HLA-E,4.333333333333333,HLA-E
MICA,5.470588235294118,MICA
MATN2,9.0,MATN2
DQX1,6.625,DQX1
CMTR1,8.833333333333334,CMTR1
ESRP2,6.75,ESRP2
USE1,5.9,USE1
DVL3,8.0,DVL3
CAPN11,10.4,CAPN11
NFATC3,8.5,NFATC3
RUNX1T1,6.211538461538463,RUNX1T1
LAMP2,8.5,LAMP2
WDR5,7.666666666666668,WDR5
RPL30,3.5384615384615383,RPL30
MEIG1,2.6,MEIG1
DIAPH2,27.2,DIAPH2
ORAI1,2.2,ORAI1
MORN3,5.666666666666668,MORN3
POLR1E,12.0,POLR1E
MYMX,2.0,MYMX
OPLAH,9.25,OPLAH
PRR3,3.333333333333333,PRR3
GNL1,4.775,GNL1
RAB3GAP2,7.4,RAB3GAP2
RHOF,4.571428571428571,RHOF
EXOG,6.235294117647059,EXOG
MYH7,40.0,MYH7
NCR1,4.833333333333333,NCR1
RXRA,6.75,RXRA
RPA4,1.0,RPA4
PHACTR4,9.444444444444443,PHACTR4
EXOSC4,2.6666666666666665,EXOSC4
CRYBA1,5.5,CRYBA1
ADK,8.0,ADK
TMEM120B,7.428571428571429,TMEM120B
TOR3A,4.142857142857143,TOR3A
BBX,7.230769230769232,BBX
C3AR1,2.0,C3AR1
CARD11,10.0,CARD11
CA7,6.666666666666668,CA7
DOK1,3.7692307692307687,DOK1
PLXNC1,8.909090909090908,PLXNC1
SETD1B,17.0,SETD1B
NAE1,7.954545454545454,NAE1
AUP1,7.25,AUP1
DAB2IP,8.416666666666666,DAB2IP
GPAT4,4.909090909090909,GPAT4
HPD,9.75,HPD
VDAC3,6.666666666666668,VDAC3
NEK2,6.2,NEK2
HTRA2,6.0,HTRA2
CEP83,7.571428571428571,CEP83
GOLGA7,5.142857142857143,GOLGA7
NCOA3,15.0,NCOA3
LOXL3,8.4,LOXL3
ERICH5,2.5,ERICH5
PSMD9,4.636363636363637,PSMD9
RNASEL,6.5,RNASEL
GINS4,5.0,GINS4
PDCD6IP,6.4444444444444455,PDCD6IP
RIDA,4.833333333333333,RIDA
PLEKHA1,9.625,PLEKHA1
GDA,12.111111111111109,GDA
RNF123,15.857142857142858,RNF123
C1QL4,2.0,C1QL4
WDR66,7.222222222222222,WDR66
KCNQ2,6.333333333333332,KCNQ2
NPY,4.0,NPY
POP1,9.75,POP1
SULF2,7.833333333333332,SULF2
HTRA1,8.0,HTRA1
OCEL1,4.133333333333334,OCEL1
AC069503.2,3.0,AC069503.2
DNAJC22,3.0,DNAJC22
BCL7A,5.333333333333333,BCL7A
HINT2,4.0,HINT2
GPAA1,5.388888888888888,GPAA1
FAM221B,6.0,FAM221B
MLXIP,5.545454545454546,MLXIP
MARK1,14.4,MARK1
NELFCD,7.428571428571429,NELFCD
ARMS2,2.0,ARMS2
TMEM8B,9.777777777777779,TMEM8B
TMCC3,3.25,TMCC3
PDSS1,7.5,PDSS1
NDUFA12,3.6666666666666665,NDUFA12
IL31,3.0,IL31
AL133410.3,10.0,AL133410.3
LRRC43,5.5,LRRC43
AMIGO3,1.0,AMIGO3
MICB,5.0,MICB
GMPPB,6.6,GMPPB
COMMD3,5.333333333333333,COMMD3
ABI1,9.461538461538463,ABI1
BEND7,4.8,BEND7
TTLL11,5.833333333333332,TTLL11
BAG4,3.75,BAG4
COL5A1,19.375,COL5A1
ASH2L,8.666666666666666,ASH2L
NDUFA8,4.0,NDUFA8
CLSPN,17.666666666666668,CLSPN
NIPAL2,6.25,NIPAL2
ZNF618,12.0,ZNF618
NCK1,3.25,NCK1
RCC1,9.153846153846152,RCC1
C1orf115,2.0,C1orf115
DIABLO,5.5,DIABLO
COMMD3-BMI1,7.166666666666668,COMMD3-BMI1
IL20RB,5.8,IL20RB
MORN5,3.6,MORN5
LSM1,4.0,LSM1
LPGAT1,5.25,LPGAT1
SLC35G2,2.0,SLC35G2
MARC2,4.166666666666667,MARC2
BMI1,5.1,BMI1
STAR,5.0,STAR
AMBP,8.25,AMBP
CYC1,4.5,CYC1
AL445423.2,9.0,AL445423.2
NR2C1,6.2105263157894735,NR2C1
MARC1,4.571428571428571,MARC1
FCN2,7.5,FCN2
HLX,3.0,HLX
VDR,8.375,VDR
