Genes,Phosphosite_hu_no,Norm_Symbol
ARL4A,1,ARL4A
ARL4C,1,ARL4C
ARL4D,2,ARL4D
ARL5A,1,ARL5A
ARL5C,2,ARL5C
ARL6,1,ARL6
ATL2,13,ATL2
ARL6IP4,51,ARL6IP4
ARL6IP5,3,ARL6IP5
ARL6IP6,14,ARL6IP6
ARL8B,2,ARL8B
ARL9,1,ARL9
ARMC1,11,ARMC1
ARMC10,14,ARMC10
ARMC12,5,ARMC12
ARMC2,9,ARMC2
ARMC3,9,ARMC3
ARMC4,3,ARMC4
ARMC5,6,ARMC5
ARMC6,12,ARMC6
ARMC7,1,ARMC7
ARMC8,9,ARMC8
ARMC9,10,ARMC9
ARMCX1,4,ARMCX1
ARMCX2,17,ARMCX2
ARMCX3,11,ARMCX3
ARMCX4,7,ARMCX4
ARMCX5,6,ARMCX5
ARMCX6,1,ARMCX6
MANF,8,MANF
CDNF,1,CDNF
ARMT1,9,ARMT1
ARNT,15,ARNT
ARNT2,3,ARNT2
ARNTL2,8,ARNTL2
ACTR2,16,ACTR2
ACTR3,22,ACTR3
ARPC1A,4,ARPC1A
ARPC1B,17,ARPC1B
ARPC2,10,ARPC2
ARPC3,4,ARPC3
ARPC4,5,ARPC4
ARPC5,5,ARPC5
ARPC5L,3,ARPC5L
ARPIN,7,ARPIN
ARPP19,14,ARPP19
ARPP21,27,ARPP21
ARRB1,11,ARRB1
ARRB2,8,ARRB2
ARRDC1,6,ARRDC1
ARRDC2,8,ARRDC2
ARRDC3,4,ARRDC3
ARRDC4,6,ARRDC4
ARRDC5,3,ARRDC5
ARSB,9,ARSB
ARSD,3,ARSD
ARSE,3,ARSE
ARSF,2,ARSF
ARSG,5,ARSG
ARSH,1,ARSH
ARSI,5,ARSI
ARSJ,2,ARSJ
ARSK,3,ARSK
ART3,6,ART3
ART4,2,ART4
ART5,1,ART5
DCLRE1C,26,DCLRE1C
ERAP1,11,ERAP1
ARV1,1,ARV1
ARVCF,37,ARVCF
ARX,5,ARX
TBC1D4,71,TBC1D4
AS3MT,6,AS3MT
ASAH1,12,ASAH1
ASAH2,7,ASAH2
ASAH2B,2,ASAH2B
CLMP,14,CLMP
ASB1,1,ASB1
ASB10,1,ASB10
ASB11,4,ASB11
ASB12,6,ASB12
ASB14,3,ASB14
ASB15,2,ASB15
ASB16,3,ASB16
ASB16-AS1,1,ASB16-AS1
ASB17,1,ASB17
ASB18,2,ASB18
ASB2,4,ASB2
ASB3,6,ASB3
ASB4,5,ASB4
ASB6,3,ASB6
ASB7,4,ASB7
ASB8,3,ASB8
ASB9,5,ASB9
SLC10A2,2,SLC10A2
ASCC1,6,ASCC1
ASCC2,17,ASCC2
ASCC3,36,ASCC3
ASCL2,5,ASCL2
ASCL3,5,ASCL3
CD3EAP,24,CD3EAP
ASF1A,8,ASF1A
ASF1B,5,ASF1B
ASGR2,1,ASGR2
ASGR1,4,ASGR1
ASH1L,79,ASH1L
ASH2L,14,ASH2L
ASIC1,7,ASIC1
ASIC2,3,ASIC2
ASIC3,7,ASIC3
ASIC4,7,ASIC4
ASIC5,2,ASIC5
ASIP,4,ASIP
MAP3K5,29,MAP3K5
ASL,6,ASL
ASMTL,20,ASMTL
ASNA1,2,ASNA1
ASNS,10,ASNS
ASNSD1,8,ASNSD1
ASPA,3,ASPA
ASPDH,3,ASPDH
ASPH,29,ASPH
ASPHD1,2,ASPHD1
ASPHD2,3,ASPHD2
ASPM,125,ASPM
ASPN,5,ASPN
ASPRV1,5,ASPRV1
ASPSCR1,13,ASPSCR1
ASRGL1,3,ASRGL1
ASS1,21,ASS1
ASTE1,2,ASTE1
ASTL,4,ASTL
ASTN1,4,ASTN1
ASTN2,8,ASTN2
INTS13,16,INTS13
ASXL1,25,ASXL1
ASXL2,57,ASXL2
ASXL3,19,ASXL3
AGTR1,7,AGTR1
AGTR2,1,AGTR2
ATAD1,10,ATAD1
ATAD2,76,ATAD2
ATAD2B,39,ATAD2B
ATAD3A,15,ATAD3A
ATAD3B,14,ATAD3B
ATAD3C,8,ATAD3C
PRR15L,7,PRR15L
ATAD5,65,ATAD5
PPAT,6,PPAT
ATAT1,9,ATAT1
ATXN1,17,ATXN1
ATXN10,9,ATXN10
ATXN1L,21,ATXN1L
ATXN2,82,ATXN2
ATXN2L,79,ATXN2L
ATXN3,17,ATXN3
ATXN3L,3,ATXN3L
ATXN7,34,ATXN7
ATXN7L1,27,ATXN7L1
ATXN7L2,11,ATXN7L2
ATXN7L3,17,ATXN7L3
ATXN7L3B,4,ATXN7L3B
ZFHX3,69,ZFHX3
ATCAY,2,ATCAY
ATE1,15,ATE1
ATF1,15,ATF1
ATF2,29,ATF2
ATF3,2,ATF3
ATF4,12,ATF4
ATF5,3,ATF5
ATF6,11,ATF6
ATF6B,7,ATF6B
ATF7,41,ATF7
ATF7IP,44,ATF7IP
ATF7IP2,11,ATF7IP2
ATG101,3,ATG101
ATG12,3,ATG12
ATG13,10,ATG13
ATG14,9,ATG14
ATG16L1,15,ATG16L1
ATG16L2,10,ATG16L2
WIPI1,2,WIPI1
ATG2A,27,ATG2A
ATG2B,42,ATG2B
ATG3,6,ATG3
ATG4A,3,ATG4A
ATG4B,9,ATG4B
ATG4C,14,ATG4C
ATG4D,6,ATG4D
ATG5,5,ATG5
ATG7,9,ATG7
ATG9A,23,ATG9A
ATG9B,1,ATG9B
PGGHG,3,PGGHG
ATIC,34,ATIC
ATL3,11,ATL3
ATL1,9,ATL1
ATM,68,ATM
ATMIN,1,ATMIN
ATOH1,7,ATOH1
ATOH7,4,ATOH7
ATOH8,2,ATOH8
ATOX1,6,ATOX1
ATP10A,13,ATP10A
ATP10B,6,ATP10B
ATP10D,19,ATP10D
ATP11A,22,ATP11A
ATP11B,14,ATP11B
ATP11C,27,ATP11C
ATP12A,12,ATP12A
ATP13A1,30,ATP13A1
ATP13A2,2,ATP13A2
ATP13A3,14,ATP13A3
ATP13A4,14,ATP13A4
ATP13A5,6,ATP13A5
ATP1A1,43,ATP1A1
ATP1A2,20,ATP1A2
ATP1A3,19,ATP1A3
ATP1A4,8,ATP1A4
ATP1B1,5,ATP1B1
ATP1B2,1,ATP1B2
ATP1B3,6,ATP1B3
ATP2A1,25,ATP2A1
ATP2A3,15,ATP2A3
ATP2B2,35,ATP2B2
ATP2B3,23,ATP2B3
ATP2C1,20,ATP2C1
ATP2C2,13,ATP2C2
ATP4A,10,ATP4A
ATP4B,4,ATP4B
ATP5F1A,29,ATP5F1A
ATP5B,35,ATP5B
ATP5C1,11,ATP5C1
ATP5D,3,ATP5D
ATP5E,1,ATP5E
ATP5F1,8,ATP5F1
ATP5G2,3,ATP5G2
ATP5G3,1,ATP5G3
ATP5H,9,ATP5H
ATP5I,6,ATP5I
ATP5J,3,ATP5J
ATP5J2,4,ATP5J2
ATP5L,6,ATP5L
ATP5L2,1,ATP5L2
ATP5PO,17,ATP5PO
ATP5S,3,ATP5S
DMAC2,5,DMAC2
ATP6AP1,5,ATP6AP1
ATP6AP1L,3,ATP6AP1L
ATP6AP2,3,ATP6AP2
ATP6V0A1,9,ATP6V0A1
ATP6V0A2,23,ATP6V0A2
ATP6V0A4,7,ATP6V0A4
ATP6V0B,3,ATP6V0B
ATP6V0C,4,ATP6V0C
ATP6V0D1,10,ATP6V0D1
ATP6V0D2,1,ATP6V0D2
ATP6V1A,19,ATP6V1A
ATP6V1B1,7,ATP6V1B1
ATP6V1B2,11,ATP6V1B2
ATP6V1C1,3,ATP6V1C1
ATP6V1C2,4,ATP6V1C2
ATP6V1D,8,ATP6V1D
ATP6V1E1,4,ATP6V1E1
ATP6V1E2,5,ATP6V1E2
ATP6V1F,2,ATP6V1F
ATP6V1FNB,3,ATP6V1FNB
ATP6V1G1,3,ATP6V1G1
ATP6V1G2,5,ATP6V1G2
ATP6V1G3,2,ATP6V1G3
ATP6V1H,6,ATP6V1H
ATP7A,50,ATP7A
ATP7B,24,ATP7B
ATP8A1,16,ATP8A1
ATP8A2,27,ATP8A2
ATP8B1,18,ATP8B1
ATP8B2,19,ATP8B2
ATP8B3,12,ATP8B3
ATP8B4,5,ATP8B4
ATP9A,11,ATP9A
ATP9B,30,ATP9B
ATPAF1,5,ATPAF1
ATPAF2,5,ATPAF2
GPN3,6,GPN3
CTU1,8,CTU1
CARNS1,3,CARNS1
ATP5IF1,4,ATP5IF1
ATR,27,ATR
ATRIP,20,ATRIP
ATRN,10,ATRN
ATRNL1,3,ATRNL1
ATRX,178,ATRX
AUH,4,AUH
AUNIP,7,AUNIP
AUP1,19,AUP1
AURKA,26,AURKA
AURKB,18,AURKB
AURKC,8,AURKC
AUTS2,31,AUTS2
AVEN,12,AVEN
AVIL,8,AVIL
AVL9,9,AVL9
AVP,1,AVP
AVPI1,1,AVPI1
AVPR1A,5,AVPR1A
AVPR1B,5,AVPR1B
AVPR2,5,AVPR2
AXDND1,8,AXDND1
AXIN1,23,AXIN1
AXIN2,15,AXIN2
AXL,25,AXL
CSRNP1,7,CSRNP1
LPCAT2,11,LPCAT2
AZGP1,1,AZGP1
AZI2,23,AZI2
MYBL2,33,MYBL2
B2M,9,B2M
B3GALT1,1,B3GALT1
B3GALT2,1,B3GALT2
B3GALNT1,3,B3GALNT1
B3GALT4,2,B3GALT4
B3GALT5,2,B3GALT5
B3GALT6,4,B3GALT6
B3GLCT,2,B3GLCT
B3GAT1,1,B3GAT1
B3GAT2,2,B3GAT2
B3GNT2,1,B3GNT2
B3GNT3,2,B3GNT3
B3GNT4,2,B3GNT4
B3GNT6,1,B3GNT6
B3GNT7,3,B3GNT7
B3GNT8,5,B3GNT8
B3GNTL1,2,B3GNTL1
B4GALNT1,2,B4GALNT1
B4GALNT2,7,B4GALNT2
B4GALNT3,8,B4GALNT3
B4GALNT4,7,B4GALNT4
B4GALT1,5,B4GALT1
B4GALT2,3,B4GALT2
B4GALT3,4,B4GALT3
B4GALT4,4,B4GALT4
B4GALT5,5,B4GALT5
B4GALT6,4,B4GALT6
B4GAT1,3,B4GAT1
NCR3LG1,7,NCR3LG1
B9D1,2,B9D1
BAALC,1,BAALC
BAAT,6,BAAT
BACE1,8,BACE1
BACE2,7,BACE2
BACH1,16,BACH1
BACH2,16,BACH2
BAD,18,BAD
BANF1,5,BANF1
ACTL6A,7,ACTL6A
ACTL6B,2,ACTL6B
TNFSF13B,1,TNFSF13B
TNFRSF13C,1,TNFRSF13C
BAG1,6,BAG1
BAG2,11,BAG2
BAG3,45,BAG3
BAG4,20,BAG4
BAG5,4,BAG5
BAHCC1,31,BAHCC1
BAHD1,24,BAHD1
ADGRB1,19,ADGRB1
ADGRB2,19,ADGRB2
ADGRB3,18,ADGRB3
BAIAP2L2,23,BAIAP2L2
BAIAP3,3,BAIAP3
BAK1,4,BAK1
BAMBI,5,BAMBI
BANF2,3,BANF2
BANK1,9,BANK1
BANP,11,BANP
BAP1,40,BAP1
HEATR1,38,HEATR1
PHB2,22,PHB2
BARD1,30,BARD1
BARGIN,3,BARGIN
BARHL1,5,BARHL1
BARX1,2,BARX1
BARX2,2,BARX2
BNC1,13,BNC1
BASP1,21,BASP1
DDX39B,21,DDX39B
PRRC2A,120,PRRC2A
PRRC2B,143,PRRC2B
BAG6,34,BAG6
GPANK1,2,GPANK1
ABHD16A,10,ABHD16A
BATF,3,BATF
BATF2,1,BATF2
BATF3,2,BATF3
BAX,12,BAX
BAZ1A,48,BAZ1A
BAZ2B,47,BAZ2B
BBC3,9,BBC3
BBIP1,1,BBIP1
BBOX1,1,BBOX1
BBS1,10,BBS1
BBS10,6,BBS10
BBS12,2,BBS12
BBS2,6,BBS2
BBS4,7,BBS4
BBS5,2,BBS5
BBS7,6,BBS7
BBS9,5,BBS9
MPV17L2,5,MPV17L2
AKIP1,1,AKIP1
BCAN,3,BCAN
PIK3AP1,29,PIK3AP1
BCAP29,6,BCAP29
BCAP31,5,BCAP31
BCAR3,42,BCAR3
BCAS1,18,BCAS1
BCAS2,8,BCAS2
BCAS3,40,BCAS3
BCAS4,1,BCAS4
BCAT1,14,BCAT1
BCAT2,1,BCAT2
BCCIP,9,BCCIP
MEPCE,31,MEPCE
BCDIN3D,2,BCDIN3D
BCO2,4,BCO2
BCHE,6,BCHE
BCKDHA,15,BCKDHA
BCKDHB,6,BCKDHB
BCKDK,11,BCKDK
BCL10,18,BCL10
BCL11A,46,BCL11A
BCL11B,61,BCL11B
BCL2,7,BCL2
BCL2L12,14,BCL2L12
BCL2L13,26,BCL2L13
BCL3,11,BCL3
BCL6,21,BCL6
BCL7A,20,BCL7A
BCL7C,13,BCL7C
BCL9,63,BCL9
BCL9L,48,BCL9L
BCL2L14,6,BCL2L14
BCL2L1,5,BCL2L1
BCL2A1,2,BCL2A1
BCL2L10,2,BCL2L10
BCL2L15,1,BCL2L15
BCL2L2,7,BCL2L2
BCL6B,10,BCL6B
BCL7B,16,BCL7B
BCLAF1,144,BCLAF1
BCO1,10,BCO1
BCOR,69,BCOR
BCORL1,48,BCORL1
BCR,98,BCR
BCR/ABL,113,BCR/ABL
BCS1L,5,BCS1L
BDH1,9,BDH1
BDNF,5,BDNF
PTPN18,21,PTPN18
BEAN1,11,BEAN1
BECN1,21,BECN1
BECN2,1,BECN2
BEGAIN,24,BEGAIN
BEND2,5,BEND2
BEND3,36,BEND3
BEND5,5,BEND5
BEND7,8,BEND7
BEST1,7,BEST1
BEST2,4,BEST2
BEST4,1,BEST4
BET1,7,BET1
BET1L,7,BET1L
TGFBI,9,TGFBI
BEX1,2,BEX1
BEX2,1,BEX2
BFAR,1,BFAR
BFSP1,10,BFSP1
BFSP2,2,BFSP2
BGN,2,BGN
BHLHA9,1,BHLHA9
BHLHE40,7,BHLHE40
BHLHE41,4,BHLHE41
BHLHE22,9,BHLHE22
BHLHB9,2,BHLHB9
BHLHE23,3,BHLHE23
BHMG1,2,BHMG1
BHMT,6,BHMT
BHMT2,3,BHMT2
BICC1,16,BICC1
BICD1,33,BICD1
BICD2,48,BICD2
BID,7,BID
BIK,4,BIK
BMP2K,51,BMP2K
BCL2L11,19,BCL2L11
BIN1,29,BIN1
BIN2,56,BIN2
BIN3,3,BIN3
NAIP,10,NAIP
XAF1,9,XAF1
BIRC6,80,BIRC6
BIRC7,3,BIRC7
BIRC8,1,BIRC8
BIVM,9,BIVM
BDKRB1,3,BDKRB1
BDKRB2,10,BDKRB2
C11ORF68,8,C11ORF68
BLID,3,BLID
BLK,14,BLK
BLM,81,BLM
BLMH,5,BLMH
BLNK,18,BLNK
BLOC1S1,8,BLOC1S1
BLOC1S3,11,BLOC1S3
BLVRB,14,BLVRB
BLZF1,14,BLZF1
ARNTL,20,ARNTL
BMF,4,BMF
BMI1,17,BMI1
BMP1,10,BMP1
BMP10,1,BMP10
BMP15,7,BMP15
BMP2,2,BMP2
BMP2KL,11,BMP2KL
BMP3,1,BMP3
BMP4,3,BMP4
BMP5,1,BMP5
BMP7,3,BMP7
BMP8A,2,BMP8A
BMP8B,2,BMP8B
BMPER,3,BMPER
BMPR1A,1,BMPR1A
BMPR1B,6,BMPR1B
BMPR2,29,BMPR2
BMS1,28,BMS1
BMT2,1,BMT2
BAZ2A,40,BAZ2A
BNC2,18,BNC2
BNIP1,9,BNIP1
BNIP2,13,BNIP2
BNIP3,22,BNIP3
BNIP3L,16,BNIP3L
BNIPL,3,BNIPL
BOC,9,BOC
BOD1,3,BOD1
BOK,3,BOK
BOLA1,3,BOLA1
BOLA2B,3,BOLA2B
BOLA3,1,BOLA3
BOP1,19,BOP1
BORA,31,BORA
BORCS6,9,BORCS6
BORCS7,3,BORCS7
CDCA8,29,CDCA8
CTCFL,13,CTCFL
DST,143,DST
BPGM,8,BPGM
BPHL,2,BPHL
BPI,2,BPI
BPIFB3,3,BPIFB3
BPIFB2,7,BPIFB2
BPIFC,1,BPIFC
BPIFB6,2,BPIFB6
BPNT1,7,BPNT1
MAP1S,53,MAP1S
TBXT,6,TBXT
BRAF,47,BRAF
BRAP,19,BRAP
BRAT1,15,BRAT1
BRCA1,95,BRCA1
BRCA2,86,BRCA2
BRCC3,11,BRCC3
BRD1,49,BRD1
BRD2,47,BRD2
BRD3,33,BRD3
BRD4,55,BRD4
BRD7,24,BRD7
BRD8,36,BRD8
BRD9,15,BRD9
BRDT,23,BRDT
BABAM2,9,BABAM2
ZFP36L1,21,ZFP36L1
BRI3,3,BRI3
BRI3BP,2,BRI3BP
BRICD5,2,BRICD5
ARID3A,18,ARID3A
BRIP1,47,BRIP1
PTK6,12,PTK6
BRK1,3,BRK1
BRMS1,5,BRMS1
BRMS1L,7,BRMS1L
TBC1D32,6,TBC1D32
BROX,6,BROX
HGH1,5,HGH1
BRPF3,37,BRPF3
BRS3,3,BRS3
BRSK1,26,BRSK1
BRSK2,29,BRSK2
WDR11,22,WDR11
BRWD3,37,BRWD3
BSCL2,8,BSCL2
BSDC1,26,BSDC1
BSG,11,BSG
BSN,65,BSN
BSND,2,BSND
BSPRY,6,BSPRY
BST1,1,BST1
BST2,4,BST2
BSX,3,BSX
BTBD1,5,BTBD1
BTBD10,9,BTBD10
BTBD11,13,BTBD11
NACC2,13,NACC2
BTBD16,5,BTBD16
BTBD17,2,BTBD17
BTBD18,5,BTBD18
BTBD3,14,BTBD3
BTBD6,1,BTBD6
BTBD7,26,BTBD7
BTBD9,10,BTBD9
BTD,4,BTD
BTF3,14,BTF3
BTF3L4,4,BTF3L4
BTG1,5,BTG1
BTG3,7,BTG3
BTG4,1,BTG4
BTK,33,BTK
BTLA,5,BTLA
BTN1A1,2,BTN1A1
BTN2A1,6,BTN2A1
BTN2A2,4,BTN2A2
BTN2A3P,1,BTN2A3P
BTN3A1,3,BTN3A1
BTN3A2,2,BTN3A2
BTN3A3,5,BTN3A3
BTNL2,5,BTNL2
BTNL8,7,BTNL8
BTNL9,1,BTNL9
BTRC,8,BTRC
BUB1,63,BUB1
BUB1B,42,BUB1B
BUB3,14,BUB3
BUD13,69,BUD13
BUD31,2,BUD31
BVES,3,BVES
BLVRA,16,BLVRA
RPF2,12,RPF2
BRIX1,8,BRIX1
RPF1,3,RPF1
BYSL,13,BYSL
UQCC1,1,UQCC1
TSPOAP1,20,TSPOAP1
TSPO2,1,TSPO2
BZW1,10,BZW1
BZW2,11,BZW2
CEBPA,5,CEBPA
CEBPB,19,CEBPB
CEBPD,5,CEBPD
CEBPE,8,CEBPE
CEBPG,1,CEBPG
CEBPZ,31,CEBPZ
C10ORF105,1,C10ORF105
C10ORF111,1,C10ORF111
C10ORF113,2,C10ORF113
C10ORF120,2,C10ORF120
C10ORF128,1,C10ORF128
C10ORF142,1,C10ORF142
C10ORF25,1,C10ORF25
LINC01553,2,LINC01553
C10ORF53,2,C10ORF53
C10ORF62,1,C10ORF62
C10ORF67,1,C10ORF67
C10ORF76,6,C10ORF76
C10ORF88,14,C10ORF88
C10ORF90,14,C10ORF90
C10ORF91,2,C10ORF91
C10ORF95,5,C10ORF95
C10ORF99,4,C10ORF99
C11ORF1,3,C11ORF1
C11ORF24,11,C11ORF24
C11ORF40,2,C11ORF40
C11ORF42,1,C11ORF42
C11ORF45,1,C11ORF45
C11ORF54,4,C11ORF54
NKAPD1,16,NKAPD1
C11ORF65,2,C11ORF65
C11ORF71,3,C11ORF71
C11ORF72,4,C11ORF72
C11ORF74,6,C11ORF74
C11ORF80,5,C11ORF80
C11ORF86,3,C11ORF86
C11ORF88,5,C11ORF88
C11ORF91,2,C11ORF91
C11ORF98,1,C11ORF98
C12ORF29,2,C12ORF29
C12ORF4,5,C12ORF4
C12ORF40,9,C12ORF40
C12ORF42,2,C12ORF42
C12ORF43,22,C12ORF43
C12ORF45,12,C12ORF45
C12ORF50,5,C12ORF50
C12ORF54,3,C12ORF54
C12ORF56,4,C12ORF56
C12ORF65,1,C12ORF65
C12ORF66,1,C12ORF66
C12ORF73,1,C12ORF73
C12ORF74,2,C12ORF74
C12ORF75,9,C12ORF75
C14ORF119,1,C14ORF119
C14ORF177,1,C14ORF177
LINC01588,2,LINC01588
LINC01551,2,LINC01551
C14ORF37,6,C14ORF37
C14ORF93,14,C14ORF93
C15ORF32,1,C15ORF32
C15ORF39,30,C15ORF39
C15ORF40,3,C15ORF40
C15ORF41,1,C15ORF41
C15ORF53,7,C15ORF53
C15ORF54,3,C15ORF54
C15ORF59,6,C15ORF59
C15ORF61,1,C15ORF61
C16ORF45,3,C16ORF45
C16ORF46,5,C16ORF46
C16ORF54,8,C16ORF54
C16ORF58,4,C16ORF58
C16ORF70,5,C16ORF70
C16ORF71,6,C16ORF71
C16ORF72,7,C16ORF72
C16ORF74,4,C16ORF74
C16ORF78,3,C16ORF78
C16ORF82,5,C16ORF82
C16ORF86,4,C16ORF86
C16ORF87,2,C16ORF87
C16ORF92,1,C16ORF92
C16ORF96,4,C16ORF96
C16ORF97,3,C16ORF97
C17ORF100,8,C17ORF100
C17ORF102,4,C17ORF102
C17ORF47,5,C17ORF47
C17ORF49,14,C17ORF49
C17ORF51,1,C17ORF51
C17ORF53,19,C17ORF53
C17ORF58,2,C17ORF58
C17ORF62,3,C17ORF62
C17ORF64,1,C17ORF64
C17ORF67,1,C17ORF67
C17ORF75,10,C17ORF75
C17ORF77,7,C17ORF77
C17ORF80,11,C17ORF80
C17ORF82,9,C17ORF82
C17ORF99,1,C17ORF99
C18ORF21,13,C18ORF21
C18ORF25,29,C18ORF25
C18ORF32,2,C18ORF32
C18ORF65,1,C18ORF65
C19ORF12,2,C19ORF12
C19ORF18,1,C19ORF18
C19ORF24,4,C19ORF24
C19ORF25,1,C19ORF25
C19ORF44,11,C19ORF44
C19ORF45,6,C19ORF45
C19ORF47,26,C19ORF47
C19ORF48,3,C19ORF48
C19ORF53,4,C19ORF53
C19ORF54,4,C19ORF54
C19ORF57,11,C19ORF57
C19ORF66,9,C19ORF66
C19ORF67,5,C19ORF67
C1GALT1,8,C1GALT1
C1GALT1C1,1,C1GALT1C1
C1ORF105,1,C1ORF105
C1ORF106,22,C1ORF106
C1ORF109,1,C1ORF109
C1ORF112,5,C1ORF112
C1ORF115,1,C1ORF115
C1ORF122,1,C1ORF122
C1ORF123,5,C1ORF123
C1ORF127,2,C1ORF127
C1ORF131,23,C1ORF131
C1ORF141,7,C1ORF141
C1ORF146,4,C1ORF146
C1ORF158,4,C1ORF158
C1ORF159,1,C1ORF159
C1ORF162,4,C1ORF162
C1ORF167,10,C1ORF167
C1ORF174,16,C1ORF174
C1ORF194,1,C1ORF194
C1ORF198,19,C1ORF198
C1ORF21,8,C1ORF21
C1ORF210,1,C1ORF210
C1ORF216,1,C1ORF216
C1ORF226,16,C1ORF226
C1ORF229,1,C1ORF229
C1ORF50,3,C1ORF50
C1ORF52,10,C1ORF52
C1ORF53,2,C1ORF53
C1ORF54,3,C1ORF54
C1ORF56,3,C1ORF56
SRARP,5,SRARP
C1ORF68,4,C1ORF68
C1ORF87,7,C1ORF87
C1ORF94,1,C1ORF94
C1QA,3,C1QA
C1QB,4,C1QB
C1QBP,12,C1QBP
CAPRIN2,20,CAPRIN2
C1QL1,1,C1QL1
C1QL3,2,C1QL3
C1QL4,2,C1QL4
C1QTNF1,3,C1QTNF1
C1QTNF2,1,C1QTNF2
C1QTNF3,1,C1QTNF3
C1QTNF4,7,C1QTNF4
C1QTNF5,1,C1QTNF5
C1QTNF6,4,C1QTNF6
C1QTNF7,1,C1QTNF7
C1QTNF8,1,C1QTNF8
C1QTNF9,2,C1QTNF9
C1QTNF9B,1,C1QTNF9B
C1R,9,C1R
C1RL,10,C1RL
C1S,4,C1S
C2,10,C2
C20ORF144,1,C20ORF144
C20ORF181,2,C20ORF181
C20ORF194,6,C20ORF194
C20ORF195,5,C20ORF195
C20ORF196,1,C20ORF196
C20ORF27,6,C20ORF27
C20ORF85,1,C20ORF85
C20ORF96,4,C20ORF96
C21ORF2,10,C21ORF2
LINC01549,1,LINC01549
C21ORF58,3,C21ORF58
C21ORF59,8,C21ORF59
C21ORF62,5,C21ORF62
C22ORF23,2,C22ORF23
C22ORF34,3,C22ORF34
C22ORF39,2,C22ORF39
C22ORF42,1,C22ORF42
C22ORF46,2,C22ORF46
C2CD2,23,C2CD2
C2CD3,55,C2CD3
C2CD4B,1,C2CD4B
C2CD4C,17,C2CD4C
C2CD4D,8,C2CD4D
EMG1,7,EMG1
C2ORF15,2,C2ORF15
C2ORF16,32,C2ORF16
C2ORF27A,1,C2ORF27A
C2ORF42,6,C2ORF42
C2ORF48,5,C2ORF48
C2ORF54,6,C2ORF54
C2ORF68,2,C2ORF68
C2ORF69,2,C2ORF69
C2ORF71,21,C2ORF71
C2ORF72,2,C2ORF72
C2ORF74,1,C2ORF74
C2ORF78,11,C2ORF78
C2ORF83,2,C2ORF83
C3,20,C3
C3AR1,8,C3AR1
C3ORF14,1,C3ORF14
C3ORF20,7,C3ORF20
C3ORF22,2,C3ORF22
LINC01565,2,LINC01565
C3ORF33,11,C3ORF33
C3ORF38,2,C3ORF38
C3ORF49,1,C3ORF49
C3ORF52,3,C3ORF52
C3ORF56,1,C3ORF56
C3ORF58,4,C3ORF58
C3ORF67,2,C3ORF67
C3ORF70,3,C3ORF70
C3ORF80,2,C3ORF80
C4A,4,C4A
C4B_2,5,C4B_2
C4BPA,6,C4BPA
C4BPB,1,C4BPB
C4ORF17,3,C4ORF17
C4ORF19,10,C4ORF19
C4ORF22,1,C4ORF22
C4ORF36,2,C4ORF36
C4ORF45,1,C4ORF45
C4ORF47,6,C4ORF47
C4ORF54,19,C4ORF54
LINC01587,1,LINC01587
C5,14,C5
C5AR1,9,C5AR1
C5AR2,3,C5AR2
C5ORF17,3,C5ORF17
C5ORF22,4,C5ORF22
C5ORF24,12,C5ORF24
C5ORF30,17,C5ORF30
C5ORF34,3,C5ORF34
C5ORF38,1,C5ORF38
C5ORF42,23,C5ORF42
C5ORF47,6,C5ORF47
C5ORF49,4,C5ORF49
C5ORF51,2,C5ORF51
C5ORF52,1,C5ORF52
C5ORF56,3,C5ORF56
C5ORF60,8,C5ORF60
C5ORF63,2,C5ORF63
C5ORF64,5,C5ORF64
C6,6,C6
C6ORF106,10,C6ORF106
C6ORF118,3,C6ORF118
C6ORF120,1,C6ORF120
C6ORF132,63,C6ORF132
C6ORF136,8,C6ORF136
C6ORF141,2,C6ORF141
C6ORF163,7,C6ORF163
LINC01600,1,LINC01600
C6ORF203,5,C6ORF203
C6ORF222,8,C6ORF222
C6ORF223,6,C6ORF223
C6ORF226,1,C6ORF226
C6ORF47,14,C6ORF47
C6ORF58,3,C6ORF58
C6ORF62,1,C6ORF62
C7,4,C7
C7ORF25,6,C7ORF25
C7ORF26,4,C7ORF26
C7ORF31,2,C7ORF31
C7ORF33,3,C7ORF33
C7ORF43,18,C7ORF43
C7ORF61,2,C7ORF61
C7ORF62,1,C7ORF62
C7ORF65,1,C7ORF65
C7ORF69,3,C7ORF69
C8A,12,C8A
C8B,8,C8B
C8G,3,C8G
C8ORF33,11,C8ORF33
C8ORF34,6,C8ORF34
C8ORF37,4,C8ORF37
TCIM,1,TCIM
C8ORF46,3,C8ORF46
C8ORF48,2,C8ORF48
C8ORF58,4,C8ORF58
C8ORF74,3,C8ORF74
C8ORF76,5,C8ORF76
C8ORF86,2,C8ORF86
C8ORF88,1,C8ORF88
C9,6,C9
C9ORF116,2,C9ORF116
C9ORF129,9,C9ORF129
C9ORF131,7,C9ORF131
C9ORF135,4,C9ORF135
C9ORF139,9,C9ORF139
C9ORF152,3,C9ORF152
C9ORF153,2,C9ORF153
C9ORF16,2,C9ORF16
C9ORF163,1,C9ORF163
C9ORF24,8,C9ORF24
C9ORF40,7,C9ORF40
C9ORF43,2,C9ORF43
C9ORF47,1,C9ORF47
C9ORF64,3,C9ORF64
C9ORF66,4,C9ORF66
