Genes,Transcript_Length,Norm_Symbol
BCHE,1282.0,BCHE
PITHD1,1212.0,PITHD1
APLNR,2699.0,APLNR
GDF9,1999.4,GDF9
PPP2R2B,2671.4,PPP2R2B
TSPYL1,3326.0,TSPYL1
NLRP9,3221.0,NLRP9
AC037482.2,788.5,AC037482.2
AGAP5,2534.333333333333,AGAP5
DTYMK,714.6666666666665,DTYMK
NEK6,1912.533333333333,NEK6
LILRA6,1663.611111111111,LILRA6
KRTAP9-9,970.25,KRTAP9-9
RAB34,1004.0555555555555,RAB34
ARRDC3,4239.0,ARRDC3
SERINC5,3944.5,SERINC5
IGF2,2833.0,IGF2
NOL10,2769.0,NOL10
OR52L1,1094.0,OR52L1
KLRC2,917.2,KLRC2
PTCD1,1810.5,PTCD1
TEX264,1195.5,TEX264
SCD,5245.0,SCD
IL11,1314.25,IL11
RNASE8,634.0,RNASE8
UQCC3,2107.5,UQCC3
LHX5,2739.0,LHX5
C18orf63,5127.0,C18orf63
CPEB1,1962.6,CPEB1
FAM126B,2770.75,FAM126B
FNDC9,1407.5,FNDC9
MCM5,1787.5,MCM5
NAXE,1008.0,NAXE
NPY4R,1878.0,NPY4R
INTS5,3285.0,INTS5
HIP1,4694.5,HIP1
PPP1R36,972.5,PPP1R36
ZNF213,2070.714285714286,ZNF213
GBP3,1187.25,GBP3
PSME1,1019.75,PSME1
LRRC31,2196.333333333333,LRRC31
MMP24,4376.0,MMP24
SEMA5A,6350.666666666668,SEMA5A
CLDN12,2202.1666666666665,CLDN12
HOXC6,1372.5,HOXC6
CCDC13,2943.0,CCDC13
BCL2L2-PABPN1,1303.5,BCL2L2-PABPN1
CCDC43,1740.0,CCDC43
GPRC5B,1606.7777777777776,GPRC5B
MISP,2885.0,MISP
NEDD8,634.5,NEDD8
HTRA1,1656.666666666667,HTRA1
CCDC33,1973.0,CCDC33
CCNJL,2404.6666666666665,CCNJL
ORC5,1225.6666666666667,ORC5
BACE1,2464.222222222222,BACE1
PIM2,1483.5,PIM2
EOMES,2765.0,EOMES
NKX2-4,1738.0,NKX2-4
ZNF43,2415.384615384615,ZNF43
PBX4,1495.0,PBX4
WDR53,952.0,WDR53
SIGLEC15,1100.3333333333333,SIGLEC15
SLC22A31,1902.5,SLC22A31
ENTPD8,1687.5,ENTPD8
MAN1A1,5018.0,MAN1A1
ZNF566,2364.5714285714284,ZNF566
OR11H1,964.5,OR11H1
GPC1,1448.166666666667,GPC1
AC138969.1,864.8,AC138969.1
FAM216B,3287.0,FAM216B
PLA2G2A,919.0,PLA2G2A
FGD2,3037.0,FGD2
HSPG2,3449.2,HSPG2
NMBR,1354.0,NMBR
TLDC2,1567.666666666667,TLDC2
KCNH3,4023.0,KCNH3
ATP2A1,1919.0,ATP2A1
RNASE10,944.5,RNASE10
LYSMD3,3221.0,LYSMD3
TPRN,2384.0,TPRN
LKAAEAR1,814.5,LKAAEAR1
TMEM119,1072.5,TMEM119
FAM168A,3475.666666666666,FAM168A
OR4D5,1095.0,OR4D5
ITM2C,1099.111111111111,ITM2C
CRMP1,2940.333333333333,CRMP1
UNC93A,1565.333333333333,UNC93A
KDELR1,1319.6666666666667,KDELR1
KLRF1,972.4,KLRF1
GCN1,8681.0,GCN1
S100A14,1094.25,S100A14
MID2,1961.666666666667,MID2
PTRHD1,1105.0,PTRHD1
CASS4,2753.5,CASS4
KRTAP10-6,1238.0,KRTAP10-6
FAM102A,3984.5,FAM102A
IL37,674.8,IL37
NR2C2,1978.8,NR2C2
HEY1,1644.75,HEY1
CMPK2,2050.0,CMPK2
SERPINE3,1326.5,SERPINE3
CADPS2,4759.428571428572,CADPS2
SEMA3G,2757.5,SEMA3G
HEATR5A,2558.0,HEATR5A
SPATA31D3,4785.0,SPATA31D3
C4B,5199.88888888889,C4B
GPX2,827.3333333333335,GPX2
NUFIP1,3480.0,NUFIP1
TTC9C,865.6666666666665,TTC9C
AC018630.2,680.0,AC018630.2
GSPT1,2333.5714285714284,GSPT1
PBRM1,3180.0,PBRM1
CSGALNACT1,1836.0,CSGALNACT1
SCARF2,3240.0,SCARF2
SPTBN4,7244.5,SPTBN4
TOB1,1852.5,TOB1
PALMD,2040.0,PALMD
CEP295,2829.166666666666,CEP295
LTC4S,549.3333333333334,LTC4S
DENND1C,1365.4,DENND1C
ACTL7B,2379.0,ACTL7B
TTPA,2338.0,TTPA
GRM6,6171.0,GRM6
SNAPC1,2593.0,SNAPC1
LCE4A,530.0,LCE4A
STAMBP,3025.25,STAMBP
PRRX2,1305.0,PRRX2
PSEN1,1376.842105263158,PSEN1
CHPF2,2411.6666666666665,CHPF2
METTL24,1119.0,METTL24
HIST1H4E,1487.0,HIST1H4E
TMEM177,1290.8,TMEM177
EVI5,5270.0,EVI5
ACAP3,3036.5,ACAP3
TNNI3,667.25,TNNI3
AC171558.1,1343.0,AC171558.1
FANCA,1807.7,FANCA
NLE1,3328.0,NLE1
TEX47,1039.0,TEX47
LGALS3BP,1104.142857142857,LGALS3BP
OR1J4,942.0,OR1J4
RNF150,4815.6,RNF150
MYCBP2,7075.8,MYCBP2
ALPK2,7437.0,ALPK2
CLCNKB,1676.0,CLCNKB
RPL10L,812.0,RPL10L
GDF1,2579.0,GDF1
MAP3K4,4372.4,MAP3K4
KLHL31,3840.5,KLHL31
NMNAT3,2066.230769230769,NMNAT3
MVB12A,894.625,MVB12A
PIK3R4,1743.75,PIK3R4
CRHBP,1278.5,CRHBP
MCIDAS,1736.0,MCIDAS
TNFRSF1A,1294.5,TNFRSF1A
NFATC2,4837.0,NFATC2
NUTM2D,3283.666666666666,NUTM2D
LSS,2323.5454545454545,LSS
CADM4,2189.0,CADM4
TSGA10IP,1925.0,TSGA10IP
PCDHA3,4999.0,PCDHA3
ZNF202,2320.0,ZNF202
WDR76,2443.6666666666665,WDR76
RNASEH2B,1567.1923076923074,RNASEH2B
MYO18B,6618.5,MYO18B
CTCFL,2802.6875,CTCFL
TBC1D2,2956.6,TBC1D2
ALOX5AP,1064.0,ALOX5AP
KIF4B,4378.0,KIF4B
ST6GALNAC1,1122.0,ST6GALNAC1
NEUROG3,1376.0,NEUROG3
WFDC5,1026.0,WFDC5
KRTAP4-8,840.25,KRTAP4-8
COX7B,1059.75,COX7B
AC270107.3,369.0,AC270107.3
NOM1,6082.0,NOM1
SLC5A9,2895.333333333333,SLC5A9
SEM1,1256.111111111111,SEM1
UGT1A3,2364.0,UGT1A3
TAPBP,2191.214285714286,TAPBP
MYO1F,2891.0,MYO1F
ATPSCKMT,1913.0,ATPSCKMT
POFUT2,2784.4,POFUT2
FAM219A,2766.9,FAM219A
HMGXB4,2225.6666666666665,HMGXB4
SESTD1,3990.333333333334,SESTD1
RTL8C,1181.0,RTL8C
AC000120.3,2642.0,AC000120.3
IL12RB1,1544.166666666667,IL12RB1
IFNB1,839.0,IFNB1
OR51F2,1064.5,OR51F2
AC008758.5,617.0,AC008758.5
NET1,2626.333333333333,NET1
TCP11L2,1329.625,TCP11L2
GPALPP1,2767.5,GPALPP1
HSD17B2,2094.0,HSD17B2
LVRN,4574.0,LVRN
C12orf56,2577.0,C12orf56
RTF1,2786.0,RTF1
PRX,5178.5,PRX
RNASE13,1631.0,RNASE13
ICA1,1523.8181818181818,ICA1
CDON,3268.5714285714284,CDON
H2BFS,460.0,H2BFS
ZNF394,2241.333333333333,ZNF394
ENKUR,2133.0,ENKUR
CTBP1,1368.909090909091,CTBP1
TNFSF11,1517.0,TNFSF11
POLE2,1390.25,POLE2
MYLK3,4914.0,MYLK3
DNAJA2,2446.5,DNAJA2
VAMP2,1259.0,VAMP2
VIL1,2224.8,VIL1
BRI3BP,6703.0,BRI3BP
IGFL3,680.0,IGFL3
SF3B6,651.0,SF3B6
C20orf85,803.0,C20orf85
NKX3-2,2801.0,NKX3-2
GOLGA6L22,3460.5,GOLGA6L22
C5orf49,1524.0,C5orf49
SYMPK,2639.714285714286,SYMPK
PPP1R7,1049.7692307692307,PPP1R7
LYPLAL1,1838.0,LYPLAL1
TMED7,2245.0,TMED7
VPS13C,11773.2,VPS13C
SCYL2,3211.25,SCYL2
CCNI,1009.6,CCNI
POP4,1495.75,POP4
PCDHB11,3085.5,PCDHB11
ELMO1,1643.6363636363635,ELMO1
CFAP54,6388.333333333332,CFAP54
RPAP1,2134.0,RPAP1
LDLR,2937.125,LDLR
UBE2T,878.0,UBE2T
PKIB,1448.375,PKIB
CRTAC1,1926.0,CRTAC1
ANGPT2,3120.25,ANGPT2
LIMK1,2961.666666666666,LIMK1
NTSR1,4133.0,NTSR1
ISG15,693.6666666666665,ISG15
GDE1,1754.666666666667,GDE1
EAF2,979.0,EAF2
CAPG,966.6666666666665,CAPG
AC091057.6,3256.0,AC091057.6
PXT1,1346.0,PXT1
STAMBPL1,2578.0,STAMBPL1
STRBP,3330.0,STRBP
MRPS25,2324.0,MRPS25
WDR83,1041.0,WDR83
SYNDIG1L,1872.333333333333,SYNDIG1L
CALB1,1153.6,CALB1
FOSL1,1202.4,FOSL1
PWP2,1896.0,PWP2
C17orf113,3746.0,C17orf113
C6orf58,1203.0,C6orf58
TRAPPC2B,1237.5,TRAPPC2B
DMAC2,976.75,DMAC2
VASH1,3002.333333333333,VASH1
RTP4,1501.0,RTP4
GBA2,3013.333333333333,GBA2
RFFL,2432.555555555556,RFFL
TMEM130,2545.4,TMEM130
KU645196.1,964.0,KU645196.1
GPT2,2924.666666666666,GPT2
HEYL,4077.0,HEYL
DMWD,1535.5,DMWD
NACA2,777.0,NACA2
AIDA,2023.5,AIDA
NUTM2E,3457.5,NUTM2E
SPATA4,1642.0,SPATA4
DUXB,1079.0,DUXB
HIRIP3,2188.0,HIRIP3
ARG1,1236.0,ARG1
FOXP4,3306.142857142857,FOXP4
FSCB,2938.0,FSCB
FAM163A,2909.0,FAM163A
ADIPOR1,1286.0,ADIPOR1
C19orf73,742.0,C19orf73
JCHAIN,774.6666666666665,JCHAIN
EXOC8,5100.0,EXOC8
AL022312.1,213.0,AL022312.1
HOXC4,1616.0,HOXC4
ZNF705G,3645.5,ZNF705G
ADAMTS8,3628.0,ADAMTS8
ERRFI1,1667.0,ERRFI1
GAB3,3404.25,GAB3
KRTAP25-1,370.0,KRTAP25-1
PPP1R21,2476.0,PPP1R21
SOS1,5383.25,SOS1
CEND1,1605.0,CEND1
SECISBP2L,3574.2,SECISBP2L
TRIP6,1214.0,TRIP6
B3GALT2,3274.0,B3GALT2
EML3,1982.3,EML3
C17orf97,1151.6666666666667,C17orf97
ZDHHC1,2154.0,ZDHHC1
GOLGA6D,2666.5,GOLGA6D
AQP9,2390.333333333333,AQP9
ASTN1,5003.333333333333,ASTN1
CCDC126,1632.75,CCDC126
CD27,1338.0,CD27
CCDC15,3868.0,CCDC15
NT5M,1608.0,NT5M
CCN4,1914.0,CCN4
RCC2,3035.0,RCC2
SOAT1,5341.25,SOAT1
FAM149B1,3037.0,FAM149B1
RHOF,1355.6666666666667,RHOF
NGLY1,1969.833333333333,NGLY1
MASP2,1582.5,MASP2
NXF3,1518.5,NXF3
ZNF292,3934.833333333334,ZNF292
EXTL1,4015.0,EXTL1
FGFR4,1593.888888888889,FGFR4
TXNDC8,767.5,TXNDC8
FAM210A,2596.333333333333,FAM210A
BHLHB9,4445.2,BHLHB9
FAM205C,817.3333333333335,FAM205C
CDKN1A,1889.2,CDKN1A
C3orf49,1031.25,C3orf49
RAPGEF4,3520.857142857143,RAPGEF4
AC010761.1,1411.25,AC010761.1
SPOPL,6025.0,SPOPL
UROS,1229.7,UROS
ILF3,2112.285714285714,ILF3
NRM,1529.5,NRM
SLC30A8,2363.428571428572,SLC30A8
MZT2B,599.3333333333334,MZT2B
LAMTOR3,2691.5,LAMTOR3
CLDN22,2581.0,CLDN22
GOT2,2018.0,GOT2
PHF19,1898.75,PHF19
MYH2,3046.0,MYH2
DACT2,2183.25,DACT2
SELENON,3936.75,SELENON
TBC1D3B,1415.7142857142858,TBC1D3B
MAP3K8,1814.0,MAP3K8
PPIL3,831.8571428571429,PPIL3
OR1A1,2835.0,OR1A1
GTF3C1,3885.5,GTF3C1
CAMKK1,3176.666666666666,CAMKK1
SNU13,868.3333333333335,SNU13
ERMARD,1279.75,ERMARD
TSPAN14,5549.5,TSPAN14
HPS1,2422.5,HPS1
ANKRD28,6473.5,ANKRD28
IKBIP,1971.666666666667,IKBIP
MRPL32,859.0,MRPL32
PIGB,1450.333333333333,PIGB
AP1M1,2208.6,AP1M1
GRAMD2B,2276.625,GRAMD2B
DYRK1A,4208.166666666667,DYRK1A
GPR20,1515.0,GPR20
IGDCC3,2262.6666666666665,IGDCC3
ZNF660,2288.0,ZNF660
HMGCR,1932.142857142857,HMGCR
RALGDS,2729.428571428572,RALGDS
POLR2L,876.0,POLR2L
RAB25,1100.0,RAB25
B3GNT6,1535.5,B3GNT6
LCMT1,791.4,LCMT1
XBP1,1657.8,XBP1
CCDC201,3730.0,CCDC201
YBX1,1759.666666666667,YBX1
LANCL3,4943.333333333333,LANCL3
UBXN4,2159.5,UBXN4
OR5B12,1430.5,OR5B12
RHEB,1047.75,RHEB
SDHAF1,1117.0,SDHAF1
GPR161,5452.0,GPR161
KLF18,3159.0,KLF18
LEMD3,4780.0,LEMD3
QTRT1,684.5,QTRT1
SYT9,4002.0,SYT9
PDCD2L,824.5,PDCD2L
OR3A1,1308.0,OR3A1
BCL7A,4414.0,BCL7A
ZDHHC11,1341.0,ZDHHC11
ADAM18,2045.833333333333,ADAM18
TGFA,1334.0,TGFA
FAM20A,3743.0,FAM20A
HLA-E,2593.428571428572,HLA-E
WWC3,6647.0,WWC3
SAPCD2,3814.0,SAPCD2
ANOS1,6265.0,ANOS1
CDC14B,2387.1666666666665,CDC14B
RPA1,2349.0,RPA1
MRPL13,859.5,MRPL13
DNM1,2751.7272727272725,DNM1
ANKRD22,3858.0,ANKRD22
MMP8,2224.5,MMP8
RSRC2,1376.0,RSRC2
MYF5,1540.0,MYF5
AL096814.2,1900.0,AL096814.2
GRXCR1,991.0,GRXCR1
CNR1,2630.714285714286,CNR1
EIF2AK2,3407.6,EIF2AK2
RPL17-C18orf32,1194.0,RPL17-C18orf32
FAM200A,2205.5,FAM200A
ATAD3B,2448.0,ATAD3B
ZSCAN9,1305.875,ZSCAN9
CLDN19,2654.0,CLDN19
CCL4L2,792.2894736842105,CCL4L2
KCNJ3,4280.666666666667,KCNJ3
GLRX5,1483.0,GLRX5
PGAP1,4316.0,PGAP1
ACOT6,1079.6666666666667,ACOT6
TMCO2,696.0,TMCO2
SLC19A2,3319.666666666666,SLC19A2
RICTOR,5908.0,RICTOR
SPESP1,1406.0,SPESP1
UGT2B10,1884.0,UGT2B10
POLR3H,2694.0,POLR3H
STAU1,2784.2,STAU1
CLDN20,1209.0,CLDN20
TANC1,7501.0,TANC1
AKNA,4628.0,AKNA
RPL14,2933.333333333333,RPL14
EPN3,1252.125,EPN3
SLC52A2,1355.6666666666667,SLC52A2
ANKRD33,1686.0,ANKRD33
SLC25A45,1751.166666666667,SLC25A45
BATF,670.5,BATF
OR52I1,2005.5,OR52I1
TNP2,1202.5,TNP2
LBX2,1137.0,LBX2
FHIT,1311.6,FHIT
PLA2G2C,1851.0,PLA2G2C
L3MBTL2,2026.5,L3MBTL2
DMTN,1669.8,DMTN
CCNO,1361.0,CCNO
CLEC12B,2151.5,CLEC12B
KIF20A,1867.75,KIF20A
ERICH2,601.0,ERICH2
CLDND2,655.3333333333334,CLDND2
DGAT2,1260.8333333333333,DGAT2
MTFP1,854.5,MTFP1
AGAP1,4784.4,AGAP1
RAD51D,2056.444444444445,RAD51D
AL034430.1,882.0,AL034430.1
SUCLG2,1744.0,SUCLG2
ASB3,2097.5,ASB3
ELAVL3,2110.6666666666665,ELAVL3
HIST1H2BJ,579.6666666666666,HIST1H2BJ
SLC26A2,3089.333333333333,SLC26A2
SUSD3,918.8,SUSD3
CCL3L3,784.0,CCL3L3
CBX1,1181.3333333333333,CBX1
HNRNPAB,1677.7142857142858,HNRNPAB
AC171558.5,957.5,AC171558.5
RHBDL2,1569.666666666667,RHBDL2
PYY,816.5,PYY
AP4S1,1837.666666666667,AP4S1
FAM47E-STBD1,2780.5,FAM47E-STBD1
FOS,1039.6666666666667,FOS
LAMA4,2408.6,LAMA4
CXorf40A,1441.2727272727273,CXorf40A
ZRSR2,1117.5,ZRSR2
TTC23L,1198.25,TTC23L
MCTS2P,670.0,MCTS2P
TTC23,1551.333333333333,TTC23
TMEM35B,922.0,TMEM35B
C1GALT1C1,1564.0,C1GALT1C1
DLST,1300.6666666666667,DLST
TMPRSS11E,2129.0,TMPRSS11E
KLHL42,3631.0,KLHL42
MRPS21,1344.0,MRPS21
RNF167,1137.4,RNF167
COPB2,1188.4444444444443,COPB2
ZNF525,2604.8,ZNF525
SCYGR2,363.0,SCYGR2
MEST,1636.428571428571,MEST
SLC16A2,3007.0,SLC16A2
ZSWIM1,2468.5,ZSWIM1
PPM1E,6560.0,PPM1E
AMHR2,1528.0,AMHR2
ARIH2OS,1598.0,ARIH2OS
DLL1,2012.25,DLL1
ZSWIM2,2091.0,ZSWIM2
BNIP2,2701.0,BNIP2
ABCC11,3819.0,ABCC11
CEBPZOS,1320.2,CEBPZOS
WASHC3,752.6666666666665,WASHC3
MYBPC1,3521.5,MYBPC1
NLRC4,2694.333333333333,NLRC4
ACTL6B,990.5,ACTL6B
ARID5A,2630.0,ARID5A
TYW3,2152.5,TYW3
SCFD2,1808.0,SCFD2
STYXL1,1183.7142857142858,STYXL1
TMEM170B,8891.0,TMEM170B
TRIM51GP,1492.0,TRIM51GP
OR4F3,995.0,OR4F3
GBGT1,1374.666666666667,GBGT1
MDFIC,1749.7142857142858,MDFIC
TIMM8A,2080.5,TIMM8A
CTSH,1293.6666666666667,CTSH
ABHD17C,1654.666666666667,ABHD17C
CD69,1348.0,CD69
SLCO1C1,2829.75,SLCO1C1
CAPN15,1700.4,CAPN15
ADAM28,2912.25,ADAM28
BRS3,2773.0,BRS3
AMOT,4543.8,AMOT
CXADR,1798.2,CXADR
MMP27,1913.0,MMP27
CTTNBP2,1840.2857142857144,CTTNBP2
ZNF571,2220.6666666666665,ZNF571
AKR1B15,1420.666666666667,AKR1B15
LSM10,860.0,LSM10
FHL2,1695.7272727272727,FHL2
ARHGEF10L,4115.0,ARHGEF10L
CTAGE4,2588.0,CTAGE4
PYGB,2425.0,PYGB
TRMT112,770.6,TRMT112
ETV5,1426.666666666667,ETV5
CHAC2,1309.0,CHAC2
LIMD2,1208.142857142857,LIMD2
TCERG1L,2618.0,TCERG1L
ETDB,534.5,ETDB
LPP,5021.153846153846,LPP
PCSK7,1829.666666666667,PCSK7
PCSK1,2645.0,PCSK1
U2AF1L5,1113.0,U2AF1L5
CNKSR2,4734.0,CNKSR2
GTPBP3,2226.0,GTPBP3
BCL2L14,1442.75,BCL2L14
AC087498.1,945.0,AC087498.1
CDK18,1384.142857142857,CDK18
CXCL1,1097.0,CXCL1
SLFN5,4773.333333333333,SLFN5
DNAJC19,789.4,DNAJC19
ZNF121,3095.333333333333,ZNF121
CLTRN,1463.0,CLTRN
GNAZ,3170.0,GNAZ
ALK,3494.0,ALK
OAZ1,965.6666666666665,OAZ1
CERKL,2006.8,CERKL
ONECUT2,16433.0,ONECUT2
HRCT1,935.0,HRCT1
EAF1,4447.0,EAF1
PPP1R13L,1361.5,PPP1R13L
GAB1,2232.714285714286,GAB1
CASQ2,2674.0,CASQ2
YIPF5,1774.2,YIPF5
IL27,850.5,IL27
CT476828.20,1272.0,CT476828.20
FBXL6,1736.0,FBXL6
NAALADL1,1241.6153846153845,NAALADL1
SRSF10,1856.0,SRSF10
YWHAB,1833.25,YWHAB
PRAMEF6,1720.0,PRAMEF6
TEN1,738.5,TEN1
C9orf129,1154.0,C9orf129
FRMD1,3323.166666666666,FRMD1
RASGEF1A,2808.75,RASGEF1A
ARNT,3391.75,ARNT
RAB8A,1941.0,RAB8A
FOXD2,4675.0,FOXD2
SERF1A,878.7058823529413,SERF1A
TUBA1C,1616.75,TUBA1C
THEM5,758.0,THEM5
AC008758.1,4505.0,AC008758.1
CUL2,3916.857142857143,CUL2
C12orf45,5483.6,C12orf45
SOGA1,8960.5,SOGA1
TIAL1,1869.5,TIAL1
F2RL2,2392.5,F2RL2
FADS3,1070.857142857143,FADS3
TPP1,2674.6363636363635,TPP1
GPATCH4,1355.0,GPATCH4
RRS1,1720.0,RRS1
MPND,1208.857142857143,MPND
GALNT12,2764.0,GALNT12
KIAA1217,4236.928571428572,KIAA1217
KCNQ3,5962.0,KCNQ3
CD53,1537.0,CD53
PICALM,1629.9333333333334,PICALM
APAF1,4408.666666666667,APAF1
PTPRO,3468.375,PTPRO
ROPN1B,1021.2857142857144,ROPN1B
MOG,1704.3658536585365,MOG
TCAIM,2089.2,TCAIM
S100Z,1080.3333333333333,S100Z
TRIB3,1393.75,TRIB3
PON3,1046.0,PON3
NUDT5,1351.5,NUDT5
HIST1H4C,435.0,HIST1H4C
PACRGL,1119.4166666666667,PACRGL
EBF3,2728.333333333333,EBF3
PRAME,1425.052631578947,PRAME
LCE1F,357.0,LCE1F
R3HDML,1384.0,R3HDML
CSTA,782.5,CSTA
FAM120C,4304.0,FAM120C
MEP1B,1701.0,MEP1B
COPS9,595.3333333333334,COPS9
RNF128,2098.6666666666665,RNF128
SGF29,756.5,SGF29
LCE2C,614.0,LCE2C
RLN1,1009.0,RLN1
WARS2,2805.5,WARS2
CHAF1A,1325.75,CHAF1A
ZBTB10,6992.4,ZBTB10
UBASH3A,1706.25,UBASH3A
ARL17A,1147.0,ARL17A
PACS2,3280.4,PACS2
TMEM69,1465.0,TMEM69
LRRC74A,1112.0,LRRC74A
FCGR1A,1487.5,FCGR1A
ABHD15,3492.0,ABHD15
ZNF750,2335.5,ZNF750
PROX1,4907.166666666667,PROX1
TEX26,1523.0,TEX26
ZDHHC13,2344.5,ZDHHC13
TMEM80,1036.4,TMEM80
THSD4,4038.0,THSD4
LMO1,1034.0,LMO1
BEND5,1693.0,BEND5
FKBP8,1072.0833333333333,FKBP8
TCF4,2272.765625,TCF4
ADAMTS9,5180.75,ADAMTS9
TIGAR,5921.0,TIGAR
GAPT,1658.75,GAPT
ZG16,3132.0,ZG16
AL022318.4,2121.0,AL022318.4
ZNF692,1473.6,ZNF692
RPL4,1434.75,RPL4
CYP3A43,1159.375,CYP3A43
SAMD5,3359.5,SAMD5
RXRA,3028.5,RXRA
SLC45A2,1192.125,SLC45A2
KCNG3,3682.5,KCNG3
GAGE10,538.0,GAGE10
BTRC,4686.25,BTRC
RANBP9,3384.0,RANBP9
RBM23,1408.6842105263156,RBM23
EIF2AK3,4537.0,EIF2AK3
CD247,1643.5,CD247
LRRC27,3079.2,LRRC27
STK10,3443.0,STK10
FARP1,4196.222222222223,FARP1
CTXN3,1442.0,CTXN3
WDR13,2145.0,WDR13
MIOS,1838.166666666667,MIOS
UNC5D,5626.5,UNC5D
ITGA10,4932.5,ITGA10
FAM131A,2045.2222222222226,FAM131A
SEMA3C,3644.5,SEMA3C
IPO9,6012.5,IPO9
ZNF423,4325.25,ZNF423
CFL2,2764.0,CFL2
PON1,2568.0,PON1
PLA2G2E,785.0,PLA2G2E
IL17RE,2041.25,IL17RE
PFN4,722.0,PFN4
IGFBPL1,3566.0,IGFBPL1
YARS,2202.5,YARS
MBOAT2,4101.0,MBOAT2
CSPP1,2883.0,CSPP1
AKNAD1,2141.5,AKNAD1
DGCR2,4427.666666666667,DGCR2
C1orf74,4684.0,C1orf74
PITPNM3,4942.666666666667,PITPNM3
ABITRAM,929.6666666666665,ABITRAM
FAM131C,1720.0,FAM131C
RNF19A,1504.125,RNF19A
MAMSTR,1301.0,MAMSTR
SYT7,2053.714285714286,SYT7
BCL7C,1917.333333333333,BCL7C
ELAVL4,2110.866666666667,ELAVL4
SFT2D3,3735.0,SFT2D3
SIGIRR,1112.111111111111,SIGIRR
CACNG5,1118.5,CACNG5
AC012213.5,2879.0,AC012213.5
TUBB8P12,1335.0,TUBB8P12
SGPL1,2288.333333333333,SGPL1
DPP3,1553.111111111111,DPP3
PRMT2,1657.2727272727273,PRMT2
CD9,1183.2,CD9
IPO4,1668.5,IPO4
RPL36A,662.0,RPL36A
HDHD2,829.0,HDHD2
GSTM2,1158.5,GSTM2
LCK,1289.6,LCK
AC256236.3,2158.5,AC256236.3
CENPL,1991.666666666667,CENPL
LHX4,5844.0,LHX4
GPR83,3093.0,GPR83
CSNK2A3,1416.0,CSNK2A3
SLC25A39,1031.2727272727273,SLC25A39
QTRT2,1731.2857142857142,QTRT2
XIAP,5301.6,XIAP
INPP5D,3598.0,INPP5D
SLC1A4,2890.0,SLC1A4
VNN3,1264.1666666666667,VNN3
OR10G7,2192.5,OR10G7
C6orf136,1183.423076923077,C6orf136
CRIM1,1333.2857142857142,CRIM1
SRSF7,1651.5,SRSF7
GTDC1,2814.4545454545455,GTDC1
RUBCNL,2596.6,RUBCNL
PNN,1598.0,PNN
GATD1,1188.142857142857,GATD1
UFL1,4226.0,UFL1
PLK3,2340.0,PLK3
ACBD3,3584.0,ACBD3
YBX2,1147.0,YBX2
MTMR12,4099.0,MTMR12
MYZAP,1471.0,MYZAP
MARCH9,2324.5,MARCH9
CCNB3,2902.0,CCNB3
FADD,1841.0,FADD
GRM8,1897.5,GRM8
NRG1,2408.5714285714284,NRG1
MTHFR,3958.8,MTHFR
MED22,2024.625,MED22
GPKOW,1658.0,GPKOW
EFS,2655.6666666666665,EFS
TTLL10,2218.6666666666665,TTLL10
THUMPD3,1864.857142857143,THUMPD3
COPB1,1950.4,COPB1
WIF1,991.3333333333335,WIF1
CPN1,1266.0,CPN1
CT476828.12,1272.0,CT476828.12
DBNDD2,1256.5555555555557,DBNDD2
RFC1,2045.333333333333,RFC1
MLKL,1257.4,MLKL
MMADHC,1526.666666666667,MMADHC
CD3E,1418.5,CD3E
RSBN1,4583.5,RSBN1
WFDC12,775.0,WFDC12
GLIS1,2809.5,GLIS1
SLC24A4,4683.8,SLC24A4
GAS2L2,2776.666666666666,GAS2L2
ECD,1602.833333333333,ECD
PLCB3,4204.0,PLCB3
SHCBP1,2821.0,SHCBP1
OST4,486.33333333333326,OST4
BRK1,1150.0,BRK1
ENTPD4,1945.0,ENTPD4
CLDND1,1112.64,CLDND1
HIVEP3,12384.0,HIVEP3
CDK13,3293.615384615385,CDK13
RDH10,1791.0,RDH10
KCTD3,1786.333333333333,KCTD3
ZNF20,1402.0,ZNF20
COASY,1111.6,COASY
LETM1,5371.0,LETM1
SETD1A,3153.0,SETD1A
CCNB1,1219.4,CCNB1
RILPL1,3095.5,RILPL1
TWF2,1527.0,TWF2
TARBP2,1158.857142857143,TARBP2
DMPK,2100.7,DMPK
GCA,1361.1666666666667,GCA
ANGEL2,3843.333333333334,ANGEL2
AMT,1621.466666666667,AMT
C11orf21,2161.0,C11orf21
TRIP4,1041.3333333333333,TRIP4
DTX2,1156.421052631579,DTX2
ZFAND6,1012.4761904761904,ZFAND6
ZNF207,2793.6,ZNF207
XPO1,1615.6,XPO1
MTRNR2L10,1530.0,MTRNR2L10
LRRC61,1651.666666666667,LRRC61
PVALB,522.9,PVALB
CCL3L1,784.0,CCL3L1
WDR45,983.2592592592592,WDR45
QSOX1,4229.333333333333,QSOX1
ESPL1,4594.666666666667,ESPL1
IPO11,1882.571428571429,IPO11
APEH,1546.0,APEH
ZNF331,2184.5714285714284,ZNF331
DIAPH1,4097.555555555556,DIAPH1
RGS1,1193.0,RGS1
SRD5A3,2414.5,SRD5A3
NRGN,1158.0,NRGN
ZNF232,1894.5,ZNF232
HOOK2,1333.4285714285713,HOOK2
GORAB,1944.0,GORAB
RELT,2219.0,RELT
MMS19,2295.625,MMS19
