Genes,Phosphosite_mouse_no,Norm_Symbol
GATA4,5,GATA4
GATA5,3,GATA5
GATA6,4,GATA6
GATAD1,1,GATAD1
GATAD2A,18,GATAD2A
GATAD2B,16,GATAD2B
GATC,1,GATC
GATM,3,GATM
GBA,3,GBA
GBA2,6,GBA2
NIPSNAP2,1,NIPSNAP2
GBE1,2,GBE1
GBF1,52,GBF1
GBP4,1,GBP4
GBP2B,2,GBP2B
GBP2,5,GBP2
GBP3,1,GBP3
GBP5,2,GBP5
GBP8,1,GBP8
GBP9,1,GBP9
PPP1R14D,3,PPP1R14D
GBX2,2,GBX2
GC,5,GC
GCC1,3,GCC1
GCC2,3,GCC2
GCDH,1,GCDH
GCET2,1,GCET2
PAXBP1,20,PAXBP1
GCG,5,GCG
GCGR,3,GCGR
GCH1,3,GCH1
GCHFR,1,GCHFR
MAP4K2,8,MAP4K2
GCLC,4,GCLC
GCLM,5,GCLM
GCN1L1,6,GCN1L1
EIF2AK4,7,EIF2AK4
KAT2A,3,KAT2A
GCNT1,4,GCNT1
GCNT2,1,GCNT2
GCOM1,4,GCOM1
TUBGCP2,3,TUBGCP2
TUBGCP3,8,TUBGCP3
TUBGCP5,2,TUBGCP5
TUBGCP6,5,TUBGCP6
MOGS,4,MOGS
CSF3R,5,CSF3R
GCSH,2,GCSH
TOX2,7,TOX2
GDA,5,GDA
GDAP1,4,GDAP1
GDAP1L1,4,GDAP1L1
AGL,1,AGL
GDE1,1,GDE1
GDE5,5,GDE5
GDF11,1,GDF11
GDF2,1,GDF2
GDF3,4,GDF3
GDF5,4,GDF5
GDF6,2,GDF6
GDF9,3,GDF9
GDI1,10,GDI1
GDI2,10,GDI2
GDNF,1,GDNF
GDPD5,1,GDPD5
GEFT,6,GEFT
GSN,8,GSN
GEM,3,GEM
DDX20,16,DDX20
GEMIN4,6,GEMIN4
GEMIN5,10,GEMIN5
GEMIN7,1,GEMIN7
GEMIN8,4,GEMIN8
GMNN,1,GMNN
GEN1,6,GEN1
STBD1,17,STBD1
GPHN,25,GPHN
GET4,3,GET4
GFAP,12,GFAP
GFPT1,10,GFPT1
GFPT2,7,GFPT2
GFER,2,GFER
GFI1,1,GFI1
GFM2,1,GFM2
GFOD1,1,GFOD1
GFRA1,1,GFRA1
GFRA2,1,GFRA2
GFY,1,GFY
GGA1,2,GGA1
GGA2,8,GGA2
GGA3,3,GGA3
GGCT,3,GGCT
GGCX,3,GGCX
GGH,5,GGH
GGNBP1,1,GGNBP1
GGPS1,1,GGPS1
GGT1,1,GGT1
GGT5,2,GGT5
GGT6,1,GGT6
GGTA1,1,GGTA1
GGT7,11,GGT7
GH1,1,GH1
GHR,3,GHR
GHRHR,2,GHRHR
2310003C23RIK,1,2310003C23RIK
GIDRP88,6,GIDRP88
TSC22D3,9,TSC22D3
GIMAP1,3,GIMAP1
GIMAP5,1,GIMAP5
GIMAP8,1,GIMAP8
GIMAP9,4,GIMAP9
GINS4,3,GINS4
GIPC1,3,GIPC1
GIPC2,1,GIPC2
CCDC88A,41,CCDC88A
KCNJ3,11,KCNJ3
KCNJ6,6,KCNJ6
KCNJ5,4,KCNJ5
GIT1,33,GIT1
GIT2,37,GIT2
GJA1,30,GJA1
GJC2,4,GJC2
GJA4,1,GJA4
GJA5,2,GJA5
GJB1,8,GJB1
GJB3,2,GJB3
GJC1,8,GJC1
GJC3,5,GJC3
GJD2,7,GJD2
GJD3,1,GJD3
GK5,3,GK5
GKAP1,5,GKAP1
GKN3,1,GKN3
GLA,1,GLA
GLB1,1,GLB1
GLB1L2,2,GLB1L2
GLB1L3,2,GLB1L3
GLCCI1,30,GLCCI1
GLCE,5,GLCE
GLDN,1,GLDN
GLE1,7,GLE1
GLG1,4,GLG1
GLI1,2,GLI1
GLI2,20,GLI2
GLI3,17,GLI3
GLIPR1L2,2,GLIPR1L2
GLIPR2,1,GLIPR2
GLIS1,3,GLIS1
GLIS2,4,GLIS2
GLIS3,6,GLIS3
GLO1,1,GLO1
GLOD4,3,GLOD4
GLP1R,3,GLP1R
GLRA1,3,GLRA1
GLRA2,3,GLRA2
GLRA3,2,GLRA3
GLRA4,1,GLRA4
GLRB,3,GLRB
GLRX2,1,GLRX2
GLRX3,1,GLRX3
GLRX5,1,GLRX5
SLC1A2,16,SLC1A2
GLT25D2,1,GLT25D2
GLT6D1,3,GLT6D1
GLT8D2,2,GLT8D2
GXYLT1,1,GXYLT1
GXYLT2,1,GXYLT2
BICRA,11,BICRA
BICRAL,6,BICRAL
NOP53,5,NOP53
GLUD1,25,GLUD1
GLUL,10,GLUL
GRIK5,2,GRIK5
GRID1,5,GRID1
GRID2,16,GRID2
GRIA1,15,GRIA1
GRIA2,6,GRIA2
GRIA3,4,GRIA3
GRIA4,8,GRIA4
GRIK1,1,GRIK1
GRIK2,4,GRIK2
SLC2A1,6,SLC2A1
SLC2A13,9,SLC2A13
SLC2A2,5,SLC2A2
SLC2A3,4,SLC2A3
SLC2A4,8,SLC2A4
SLC2A6,3,SLC2A6
SLC2A9,6,SLC2A9
GLS,4,GLS
GYG1,2,GYG1
GLYCTK,1,GLYCTK
SLC6A9,11,SLC6A9
GM1008,2,GM1008
GM10083,4,GM10083
GM10101,1,GM10101
GM10115,1,GM10115
GM10287,2,GM10287
GM10295,1,GM10295
GM10322,1,GM10322
GM10362,7,GM10362
GM10622,2,GM10622
GM10629,1,GM10629
GM10638,1,GM10638
GM10639,1,GM10639
GM10655,2,GM10655
GM10667,1,GM10667
GM10760,1,GM10760
GM10767,1,GM10767
GM10778,1,GM10778
GM10815,1,GM10815
GM10882,1,GM10882
GM10914,1,GM10914
GM1123,2,GM1123
GM1140,2,GM1140
GM11559,2,GM11559
GM11686,2,GM11686
GM12250,3,GM12250
GM12504,2,GM12504
GM12508,1,GM12508
GM12666,10,GM12666
GOLGA2,23,GOLGA2
GM13051,4,GM13051
GM13154,2,GM13154
GM13249,5,GM13249
GM136,2,GM136
GM13777,1,GM13777
OTTMUSG00000004013,3,OTTMUSG00000004013
GM14025,1,GM14025
GM14085,1,GM14085
GM14124,5,GM14124
GM14135,1,GM14135
GM14137,2,GM14137
GM14295,2,GM14295
GM14496,1,GM14496
GM14692,2,GM14692
GM14744,2,GM14744
OTTMUSG00000018964,7,OTTMUSG00000018964
GM15091,8,GM15091
GM15127,7,GM15127
GM15130,3,GM15130
GM1527,2,GM1527
GM15401,1,GM15401
GM15847,4,GM15847
GM16500,2,GM16500
GM16527,2,GM16527
GM17695,5,GM17695
GM17776,5,GM17776
GM19410,1,GM19410
GM19422,1,GM19422
GM19551,1,GM19551
GM19582,3,GM19582
GM1966,2,GM1966
GM1971,1,GM1971
GM19863,2,GM19863
GM19902,1,GM19902
GM2104,1,GM2104
GM272,5,GM272
GM2790,2,GM2790
GM3045,2,GM3045
GM340,6,GM340
GM382,1,GM382
GM3952,3,GM3952
GM4064,2,GM4064
GM4141,1,GM4141
VMN1R169,2,VMN1R169
GM4245,1,GM4245
GM428,3,GM428
GM4303,1,GM4303
GM4392,1,GM4392
GM4450,1,GM4450
GM4454,1,GM4454
GM4636,1,GM4636
GM4868,1,GM4868
GM4955,3,GM4955
GM5082,1,GM5082
GM5127,3,GM5127
GM5134,2,GM5134
GM5136,1,GM5136
GM5141,1,GM5141
GM5201,2,GM5201
GM5215,2,GM5215
GM5329,1,GM5329
GM5331,2,GM5331
GM5346,3,GM5346
GM5409,1,GM5409
GM5483,2,GM5483
TRIM30C,5,TRIM30C
GM5621,1,GM5621
GM5724,2,GM5724
GM5785,1,GM5785
GM5858,1,GM5858
GM590,1,GM590
GM5936,2,GM5936
GM5938,1,GM5938
GM5941,1,GM5941
GM5943,1,GM5943
GM595,3,GM595
GM6124,1,GM6124
GM6222,1,GM6222
GM6310,2,GM6310
GM648,2,GM648
GM6583,1,GM6583
GM6614,2,GM6614
GM6811,2,GM6811
GM6871,5,GM6871
GM6976,1,GM6976
GM7061,1,GM7061
GM757,2,GM757
GM7742,5,GM7742
FNDC3C1,4,FNDC3C1
GM7969,1,GM7969
GM8066,1,GM8066
GM8267,1,GM8267
GM8359,1,GM8359
GM8439,1,GM8439
GM8457,1,GM8457
GM8672,6,GM8672
GM8765,6,GM8765
SHISA6,18,SHISA6
GM884,4,GM884
MCA32,3,MCA32
GM8978,1,GM8978
GM904,1,GM904
GM906,7,GM906
GM9234,5,GM9234
GM9325,2,GM9325
GM9508,4,GM9508
GM9573,2,GM9573
GM9602,1,GM9602
GM9705,3,GM9705
GM973,3,GM973
GM9875,1,GM9875
GM9880,1,GM9880
GM9883,2,GM9883
GM9956,4,GM9956
GMCL1,6,GMCL1
GMDS,6,GMDS
GMEB2,3,GMEB2
GMFG,1,GMFG
GMIP,16,GMIP
GM606,1,GM606
GMPPA,1,GMPPA
GMPR,3,GMPR
GMPR2,5,GMPR2
GMPS,9,GMPS
GNB1L,1,GNB1L
GNE,2,GNE
GNL1,11,GNL1
GNL2,5,GNL2
GNL3,10,GNL3
GNL3L,3,GNL3L
GNMT,11,GNMT
GNPAT,8,GNPAT
GNPDA1,2,GNPDA1
GNPNAT1,1,GNPNAT1
GNPTAB,1,GNPTAB
GNRHR,1,GNRHR
GOLGA1,6,GOLGA1
GOLGA3,24,GOLGA3
GOLGA4,17,GOLGA4
GOLGA5,12,GOLGA5
GOLGA7,1,GOLGA7
GOLGA7B,4,GOLGA7B
GOLGB1,29,GOLGB1
GOLM1,6,GOLM1
GOLPH3,2,GOLPH3
GOLPH3L,1,GOLPH3L
GOLIM4,11,GOLIM4
GOLT1B,1,GOLT1B
GON4L,12,GON4L
GOSR1,3,GOSR1
GOT1,9,GOT1
GOT2,14,GOT2
IL6ST,9,IL6ST
GP2,5,GP2
GPAM,7,GPAM
GPAT2,6,GPAT2
GPATCH2,10,GPATCH2
GPATCH1,2,GPATCH1
KIAA1152,6,KIAA1152
GPATCH3,3,GPATCH3
GPATCH4,8,GPATCH4
GPATCH8,37,GPATCH8
GPBP1,8,GPBP1
GPBP1L1,7,GPBP1L1
GPC2,1,GPC2
GPC4,4,GPC4
GPC5,1,GPC5
GPR149,3,GPR149
GPD1,3,GPD1
GPD1L,1,GPD1L
GPD2,5,GPD2
GP1BA,6,GP1BA
GP1BB,2,GP1BB
GPKOW,8,GPKOW
GPM6A,6,GPM6A
GPM6B,6,GPM6B
GPN1,7,GPN1
GPNMB,5,GPNMB
PRLHR,1,PRLHR
GPR101,1,GPR101
GPR107,4,GPR107
GPR108,3,GPR108
GPR109A,6,GPR109A
GPR110,3,GPR110
ADGRF2,2,ADGRF2
GPR112,7,GPR112
GPR115,1,GPR115
ADGRF5,1,ADGRF5
GPR119,1,GPR119
GPR120,7,GPR120
ADGRA1,3,ADGRA1
GPR124,9,GPR124
GPR125,5,GPR125
GPR126,5,GPR126
GPR128,1,GPR128
GPR137,4,GPR137
GPR137B,3,GPR137B
GPR137C,1,GPR137C
GPR143,5,GPR143
GPR152,1,GPR152
GPR153,1,GPR153
SP9,13,SP9
GPR156,3,GPR156
GPR157,2,GPR157
GPR158,21,GPR158
GPR161,2,GPR161
GPR162,12,GPR162
GPR165,2,GPR165
GPR17,4,GPR17
GPR171,3,GPR171
GPR174,2,GPR174
GPR176,3,GPR176
GPR179,5,GPR179
GPR18,2,GPR18
GPR180,1,GPR180
GPR182,1,GPR182
GPR183,4,GPR183
GPR22,1,GPR22
GPR37,1,GPR37
GPR37L1,3,GPR37L1
GPR39,6,GPR39
GPR45,1,GPR45
GPR50,3,GPR50
GPR55,6,GPR55
GPR56,6,GPR56
GPR62,1,GPR62
GPR64,5,GPR64
GPR65,1,GPR65
GPR68,4,GPR68
GPR75,3,GPR75
GPR81,4,GPR81
GPR82,4,GPR82
GPR84,8,GPR84
LPAR5,1,LPAR5
GPR97,3,GPR97
GPR98,10,GPR98
GPRASP1,18,GPRASP1
GPRC5B,14,GPRC5B
GPRC5C,13,GPRC5C
GPRIN2,1,GPRIN2
GPSM1,16,GPSM1
GPSM2,10,GPSM2
GPSM3,11,GPSM3
TECR,1,TECR
GPT,1,GPT
GPT2,1,GPT2
GPX1,7,GPX1
GPX4,3,GPX4
NR3C1,18,NR3C1
GRAMD1A,16,GRAMD1A
GRAMD1B,11,GRAMD1B
GRAMD1C,5,GRAMD1C
GRAMD2,5,GRAMD2
GRAMD3,16,GRAMD3
GRAP,1,GRAP
GRASP,7,GRASP
GORASP2,13,GORASP2
GORASP1,14,GORASP1
GRB10,13,GRB10
GRB14,7,GRB14
GRB2,3,GRB2
GRB7,12,GRB7
GREB1,4,GREB1
GREB1L,1,GREB1L
GREM1,4,GREM1
GREM2,2,GREM2
GRLF1,26,GRLF1
GRHL1,7,GRHL1
GRHL2,8,GRHL2
GRHL3,4,GRHL3
GRID2IP,14,GRID2IP
GPRIN1,56,GPRIN1
GPRIN3,25,GPRIN3
GRINL1A,7,GRINL1A
GRIP1,14,GRIP1
GRIP2,6,GRIP2
GRIPAP1,15,GRIPAP1
GRK1,1,GRK1
ADRBK1,8,ADRBK1
GRK3,3,GRK3
GRK5,6,GRK5
GRK6,8,GRK6
PDIA3,8,PDIA3
HSPA5,14,HSPA5
HSP90B1,24,HSP90B1
GRPEL1,1,GRPEL1
GRRP1,3,GRRP1
GRSF1,7,GRSF1
GRTP1,3,GRTP1
GRWD1,2,GRWD1
GSBS,1,GSBS
GSC2,4,GSC2
GSDMA,1,GSDMA
GSDMA2,1,GSDMA2
GSDMA3,1,GSDMA3
GSDMC,3,GSDMC
GSDMC3,1,GSDMC3
GSDMCL2,3,GSDMCL2
GSDMD,2,GSDMD
GSE1,21,GSE1
GSG1,2,GSG1
GSG1L,1,GSG1L
GSK3A,12,GSK3A
GSK3B,12,GSK3B
GSPT1,3,GSPT1
GSPT2,4,GSPT2
GSR,8,GSR
GSS,2,GSS
GSTA2,4,GSTA2
GSTA3,3,GSTA3
GSTA1,3,GSTA1
GSTK1,3,GSTK1
GSTM3,2,GSTM3
GSTM1,9,GSTM1
GSTM7,1,GSTM7
GSTM5,2,GSTM5
GSTM4,2,GSTM4
GSTM2,3,GSTM2
GSTM6,7,GSTM6
GSTO1,6,GSTO1
GSTP1,7,GSTP1
GSTP2,5,GSTP2
GSTT3,2,GSTT3
GSTZ1,7,GSTZ1
GSX1,3,GSX1
GTF2A1,2,GTF2A1
GTF2B,1,GTF2B
GTF2E1,2,GTF2E1
GTF2E2,2,GTF2E2
GTF2F1,24,GTF2F1
GTF2F2,3,GTF2F2
GTF2I,29,GTF2I
GTF2IRD1,4,GTF2IRD1
GTF2IRD2,2,GTF2IRD2
GTF3A,3,GTF3A
BRF1,11,BRF1
GTF3C1,12,GTF3C1
GTF3C2,13,GTF3C2
GTF3C3,9,GTF3C3
GTF3C4,4,GTF3C4
GTF3C5,1,GTF3C5
GTF3C6,2,GTF3C6
GTL3,1,GTL3
GTLF3B,1,GTLF3B
GTPBP1,13,GTPBP1
GTPBP2,1,GTPBP2
GTPBP4,7,GTPBP4
GTPBP6,1,GTPBP6
GTRGEO22,2,GTRGEO22
GTSE1,45,GTSE1
1110038D17RIK,2,1110038D17RIK
GUCY1A2,5,GUCY1A2
GUCY1B2,2,GUCY1B2
GUCY1B3,1,GUCY1B3
GUCY2D,1,GUCY2D
GUCY2C,2,GUCY2C
GUCY2E,4,GUCY2E
GUCY2F,4,GUCY2F
GUCY2G,1,GUCY2G
GUK1,2,GUK1
GULP1,1,GULP1
GVIN1,8,GVIN1
GYKL1,3,GYKL1
LARGE2,3,LARGE2
GYPA,6,GYPA
GYPC,1,GYPC
GYS1,23,GYS1
GYS2,9,GYS2
GZF1,5,GZF1
GZMB,1,GZMB
GZMC,1,GZMC
GZMK,1,GZMK
H2-D1,14,H2-D1
HIST1H1B,12,HIST1H1B
HIST1H1C,11,HIST1H1C
HIST1H1D,15,HIST1H1D
HIST1H1E,12,HIST1H1E
H1F0,6,H1F0
HIST1H1A,13,HIST1H1A
H1FNT,1,H1FNT
HRH1,8,HRH1
HIST1H1T,10,HIST1H1T
H1FX,5,H1FX
H2-EB2,1,H2-EB2
H2-K1,34,H2-K1
H2-L,6,H2-L
H2-M10.1,1,H2-M10.1
H2-M10.3,3,H2-M10.3
H2-M10.6,2,H2-M10.6
H2-Q4,1,H2-Q4
H2-Q7,1,H2-Q7
H2-Q8,1,H2-Q8
H2-T18,3,H2-T18
H2-T22,1,H2-T22
HIST1H2AB,3,HIST1H2AB
HIST1H2AA,1,HIST1H2AA
HIST1H2AF,2,HIST1H2AF
H2AFJ,2,H2AFJ
H2AFV,1,H2AFV
H2AFY,11,H2AFY
H2AFY2,6,H2AFY2
HIST1H2AK,1,HIST1H2AK
HIST2H2AA2,2,HIST2H2AA2
H2AFX,5,H2AFX
H2AFZ,1,H2AFZ
HIST1H2BN,21,HIST1H2BN
HIST1H2BA,12,HIST1H2BA
HIST1H2BC,19,HIST1H2BC
HIST1H2BM,20,HIST1H2BM
HIST2H2BB,19,HIST2H2BB
HIST1H2BK,15,HIST1H2BK
HIST2H2BE,10,HIST2H2BE
HIST1H2BB,20,HIST1H2BB
HIST1H2BH,20,HIST1H2BH
H2BFM,1,H2BFM
HRH2,1,HRH2
HIST1H3A,11,HIST1H3A
HIST2H3B,3,HIST2H3B
H3F3B,7,H3F3B
H3F3A,6,H3F3A
H3F3C,7,H3F3C
HRH3,4,HRH3
HIST1H4A,5,HIST1H4A
HIST1H4M,5,HIST1H4M
HRH4,1,HRH4
HAAO,1,HAAO
HABP4,5,HABP4
HACL1,5,HACL1
HSD17B10,2,HSD17B10
HADHA,12,HADHA
HADHB,4,HADHB
HADH,4,HADH
HAGH,1,HAGH
HAL,10,HAL
HAND1,2,HAND1
HAO1,4,HAO1
HAP1,7,HAP1
HAPLN1,1,HAPLN1
HAPLN4,2,HAPLN4
HARS,5,HARS
HARS2,1,HARS2
HAS1,3,HAS1
HAS2,2,HAS2
HASPIN,5,HASPIN
HAT1,4,HAT1
HAUS2,2,HAUS2
HAUS6,15,HAUS6
HAUS7,3,HAUS7
HAUS8,7,HAUS8
HAX1,3,HAX1
HBA-A2,15,HBA-A2
HBA-A1,13,HBA-A1
HBB-B2,13,HBB-B2
HBB-BH0,1,HBB-BH0
HBB-B1,17,HBB-B1
HBB-Y,4,HBB-Y
HBP1,7,HBP1
BBX,13,BBX
F830116E18RIK,1,F830116E18RIK
HBS1L,12,HBS1L
RSF1,40,RSF1
LAMTOR5,1,LAMTOR5
BC005624,6,BC005624
UTP6,5,UTP6
HCCS,1,HCCS
HCFC1,21,HCFC1
HCFC2,4,HCFC2
1810037I17RIK,1,1810037I17RIK
1700034J05RIK,1,1700034J05RIK
HCK,11,HCK
HCN1,6,HCN1
HCN2,25,HCN2
HCN3,8,HCN3
HCN4,27,HCN4
HCRTR1,2,HCRTR1
HCST,1,HCST
HDAC1,10,HDAC1
HDAC2,7,HDAC2
HDAC3,2,HDAC3
HDAC4,12,HDAC4
HDAC5,15,HDAC5
HDAC6,13,HDAC6
HDAC7,11,HDAC7
HDAC9,6,HDAC9
HDGF,14,HDGF
HDGFL2,60,HDGFL2
HDGFRP2,7,HDGFRP2
HDGFL3,8,HDGFL3
HDHD3,2,HDHD3
NANP,2,NANP
HDX,6,HDX
CLP1,3,CLP1
HEATR2,3,HEATR2
HEATR3,6,HEATR3
HEATR5A,5,HEATR5A
HEATR5B,2,HEATR5B
HEATR7A,2,HEATR7A
HEATR7B1,1,HEATR7B1
HEATR7B2,4,HEATR7B2
GM11435,4,GM11435
HEBP1,5,HEBP1
NDC80,8,NDC80
HECA,6,HECA
HECTD1,31,HECTD1
HECTD2,1,HECTD2
HECTD3,1,HECTD3
GM15800,22,GM15800
HECW1,15,HECW1
HECW2,10,HECW2
CASS4,10,CASS4
HEG1,3,HEG1
HELQ,4,HELQ
HELB,12,HELB
IKZF2,9,IKZF2
HELLS,12,HELLS
HELZ,24,HELZ
NCKAP1L,1,NCKAP1L
HEMGN,11,HEMGN
HEPACAM,12,HEPACAM
HEPACAM2,1,HEPACAM2
HEPH,5,HEPH
PTPN7,3,PTPN7
ERBB2,16,ERBB2
ERBB3,13,ERBB3
ERBB4,10,ERBB4
HERC1,36,HERC1
HERC2,23,HERC2
HERC3,6,HERC3
HERC4,2,HERC4
HERC5,1,HERC5
HERPUD2,4,HERPUD2
HES1,1,HES1
HES7,1,HES7
HEXA,2,HEXA
HEXDC,1,HEXDC
HEXIM1,14,HEXIM1
HEXIM2,7,HEXIM2
HFE,1,HFE
HFE2,2,HFE2
HGD,4,HGD
HGF,3,HGF
HGFAC,2,HGFAC
PIK3IP1,3,PIK3IP1
MAP4K4,45,MAP4K4
HGSNAT,4,HGSNAT
HHEX,1,HHEX
HHIPL1,1,HHIPL1
HHIPL2,3,HHIPL2
HHLA1,1,HHLA1
HIATL1,6,HIATL1
HIBADH,4,HIBADH
TGFB1I1,17,TGFB1I1
HIC1,12,HIC1
HIC2,2,HIC2
C630004H02RIK,8,C630004H02RIK
HIDE1,2,HIDE1
HIF1A,4,HIF1A
EPAS1,11,EPAS1
HIF3A,17,HIF3A
HIG2,1,HIG2
HIGD1A,1,HIGD1A
HIKESHI,2,HIKESHI
HINT1,1,HINT1
HINT2,1,HINT2
ST13,3,ST13
HIP1,4,HIP1
ZDHHC17,4,ZDHHC17
HIP1R,3,HIP1R
HIPK1,7,HIPK1
HIPK2,26,HIPK2
HIPK3,5,HIPK3
HIPK4,2,HIPK4
KCNJ4,1,KCNJ4
HIRA,8,HIRA
HIRIP3,53,HIRIP3
HIST1H2AH,1,HIST1H2AH
HIST1H2BP,18,HIST1H2BP
HIST2H2AC,1,HIST2H2AC
HIST3H2A,2,HIST3H2A
HIST3H2BA,14,HIST3H2BA
HIST3H2BB,10,HIST3H2BB
HIST1H3G,6,HIST1H3G
HIVEP1,23,HIVEP1
HIVEP2,50,HIVEP2
HIVEP3,33,HIVEP3
HJURP,17,HJURP
HK1,18,HK1
HK2,6,HK2
HK3,12,HK3
HKDC1,2,HKDC1
ZSCAN22,2,ZSCAN22
H2-OA,2,H2-OA
H2-OB,3,H2-OB
H2-T23,1,H2-T23
H2-M3,1,H2-M3
H2-Q10,1,H2-Q10
H2-Q2,1,H2-Q2
HLCS,3,HLCS
HM13,2,HM13
H13,4,H13
HMBOX1,10,HMBOX1
HMBS,2,HMBS
8430410A17RIK,1,8430410A17RIK
HMCN1,17,HMCN1
HMCN2,5,HMCN2
HMG20A,3,HMG20A
HMGXB4,12,HMGXB4
HMGA1,16,HMGA1
HMGA2,7,HMGA2
HMGB1,8,HMGB1
HMGB2,10,HMGB2
HMGB3,4,HMGB3
HMGCLL1,3,HMGCLL1
HMGCR,3,HMGCR
HMGCS1,5,HMGCS1
HMGCS2,14,HMGCS2
HMGN1,8,HMGN1
HMGN2,2,HMGN2
HMGN3,5,HMGN3
HMHA1,31,HMHA1
HMMR,5,HMMR
HMOX1,6,HMOX1
HMOX2,2,HMOX2
HMX2,2,HMX2
JPT1,13,JPT1
JPT2,8,JPT2
HNF1A,8,HNF1A
HNF4A,8,HNF4A
HNMT,3,HNMT
HNRNPH3,3,HNRNPH3
HNRNPAB,6,HNRNPAB
HNRNPA0,9,HNRNPA0
HNRNPA1,22,HNRNPA1
HNRNPA2B1,25,HNRNPA2B1
HNRNPA3,20,HNRNPA3
HNRPA3,5,HNRPA3
HNRNPC,21,HNRNPC
HNRPDL,3,HNRPDL
HNRNPD,9,HNRNPD
PCBP1,16,PCBP1
PCBP2,14,PCBP2
HNRNPF,15,HNRNPF
HNRNPH1,19,HNRNPH1
HNRNPH2,25,HNRNPH2
PTBP1,19,PTBP1
HNRNPK,36,HNRNPK
HNRNPL,15,HNRNPL
HNRNPM,26,HNRNPM
FUS,4,FUS
HNRNPR,2,HNRNPR
HNRNPU,19,HNRNPU
GM5803,8,GM5803
HNRPLL,15,HNRPLL
HNRNPUL2,19,HNRNPUL2
HOMER1,10,HOMER1
HOMER2,5,HOMER2
HOMER3,5,HOMER3
HOMEZ,4,HOMEZ
HOOK1,3,HOOK1
HOOK3,3,HOOK3
HORMAD1,2,HORMAD1
HORMAD2,3,HORMAD2
HOXA1,1,HOXA1
HOXA3,1,HOXA3
HOXA4,2,HOXA4
HOXA9,4,HOXA9
HOXB3,1,HOXB3
HOXB4,1,HOXB4
HOXB5,1,HOXB5
HOXB6,1,HOXB6
HOXB7,1,HOXB7
HOXB8,1,HOXB8
HOXC12,2,HOXC12
HOXC4,1,HOXC4
HOXC6,2,HOXC6
HOXC8,1,HOXC8
HOXC9,1,HOXC9
HOXD10,5,HOXD10
HOXD11,1,HOXD11
HOXD12,1,HOXD12
CBX5,12,CBX5
HP1BP3,20,HP1BP3
HPCA,2,HPCA
HPCAL1,1,HPCAL1
HPD,9,HPD
HPDL,1,HPDL
MAP4K1,15,MAP4K1
HPN,2,HPN
HPRT1,3,HPRT1
HPS1,3,HPS1
HPS3,3,HPS3
HPS4,3,HPS4
HPS5,19,HPS5
HPS6,2,HPS6
HPSE,2,HPSE
HPSE2,1,HPSE2
HPX,1,HPX
HR,5,HR
HRAS1,2,HRAS1
HRASLS,2,HRASLS
HRASLS5,1,HRASLS5
AGFG2,2,AGFG2
HRC,34,HRC
HRG,1,HRG
EIF2AK1,3,EIF2AK1
HRNR,242,HRNR
HGS,14,HGS
HRSP12,4,HRSP12
HCLS1,20,HCLS1
HS1BP3,6,HS1BP3
HS3ST2,3,HS3ST2
HS3ST3A1,1,HS3ST3A1
HS3ST3B1,1,HS3ST3B1
HS3ST6,1,HS3ST6
HS6ST1,1,HS6ST1
HS6ST3,2,HS6ST3
HSBP1,1,HSBP1
HSPA8,18,HSPA8
HSD17B12,1,HSD17B12
HSD17B13,3,HSD17B13
HSD17B4,17,HSD17B4
HSD17B6,2,HSD17B6
HSD17B8,3,HSD17B8
HSD3B2,4,HSD3B2
HSD3B3,4,HSD3B3
HSD3B6,1,HSD3B6
HSDL2,1,HSDL2
HSF1,18,HSF1
HSF3,1,HSF3
HSF4,2,HSF4
HSF5,2,HSF5
HSFY2,4,HSFY2
HSH2D,2,HSH2D
LIPE,16,LIPE
HSPH1,15,HSPH1
HSPB6,2,HSPB6
HSPB1,13,HSPB1
DNAJB1,3,DNAJB1
HSPD1,16,HSPD1
HSPA1B,9,HSPA1B
HSPA4,20,HSPA4
TRAP1,4,TRAP1
HSP90AA1,26,HSP90AA1
HSP90AB1,32,HSP90AB1
HSPA12A,10,HSPA12A
HSPA12B,12,HSPA12B
HSPA14,7,HSPA14
HSPA1L,8,HSPA1L
HSPA2,7,HSPA2
HSPA4L,8,HSPA4L
HSPA9,15,HSPA9
HSPB7,4,HSPB7
HSPB8,6,HSPB8
HSPB9,1,HSPB9
HSPBP1,4,HSPBP1
NOP16,2,NOP16
CWC15,6,CWC15
GRPA,4,GRPA
5730494N06RIK,4,5730494N06RIK
HSPE1,6,HSPE1
HSPG2,5,HSPG2
TEX2,42,TEX2
HTATIP2,3,HTATIP2
HTRA2,9,HTRA2
HTRA3,3,HTRA3
HUNK,3,HUNK
HTT,40,HTT
ELAVL1,8,ELAVL1
HUWE1,75,HUWE1
HVCN1,1,HVCN1
HYAL2,1,HYAL2
HYDIN,6,HYDIN
AGPHD1,2,AGPHD1
HYLS1,3,HYLS1
HYOU1,5,HYOU1
PRPF40B,9,PRPF40B
HYPK,3,HYPK
IAH1,3,IAH1
IAPP,2,IAPP
IARS,4,IARS
AIF1L,4,AIF1L
IBTK,25,IBTK
ICA1,2,ICA1
ICA1L,1,ICA1L
ICAM1,2,ICAM1
ICAM2,1,ICAM2
ITGB1BP1,11,ITGB1BP1
ICE1,17,ICE1
ICK,4,ICK
CLNS1A,5,CLNS1A
ICMT,1,ICMT
ICOS,1,ICOS
ID1,1,ID1
ID2,3,ID2
ID3,1,ID3
