,genes,description,avg_scores,syngo,syndb,synsysnet,cortex,striatum,fetal,ngn2,Lit Sum,Exp Sum,All Sum,SynSig,Synapse_Status,Synapse Percentile
4159,KIF5A,kinesin family member 5A [Source:HGNC Symbol;Acc:HGNC:6323],4.605432881276755,0,1,0,0,0,0,1,1,1,2,yes,old,93.87613771270279
5982,PDLIM7,PDZ and LIM domain 7 [Source:HGNC Symbol;Acc:HGNC:22958],4.605277322599198,0,1,0,0,0,0,1,1,1,2,yes,old,93.86624455876532
1048,CAPN3,calpain 3 [Source:HGNC Symbol;Acc:HGNC:1480],4.605252446937296,0,0,0,0,0,0,0,0,0,0,yes,new,93.85635140482786
3244,GOLGA2,golgin A2 [Source:HGNC Symbol;Acc:HGNC:4425],4.605030226685852,0,1,0,1,0,0,1,1,2,3,yes,old,93.84645825089036
8367,TAB2,TGF-beta activated kinase 1 (MAP3K7) binding protein 2 [Source:HGNC Symbol;Acc:HGNC:17075],4.604361700453109,0,0,0,0,0,0,0,0,0,0,yes,new,93.83656509695291
6929,RBMX,RNA binding motif protein X-linked [Source:HGNC Symbol;Acc:HGNC:9910],4.604291028037938,1,0,0,0,0,1,1,1,2,3,yes,old,93.82667194301544
8645,TJP2,tight junction protein 2 [Source:HGNC Symbol;Acc:HGNC:11828],4.604270198772995,0,1,0,1,1,0,0,1,2,3,yes,old,93.81677878907794
9615,ZC3HAV1,"zinc finger CCCH-type containing, antiviral 1 [Source:HGNC Symbol;Acc:HGNC:23721]",4.603952270388072,0,0,0,0,0,0,1,0,1,1,yes,new,93.80688563514047
263,AKAP13,A-kinase anchoring protein 13 [Source:HGNC Symbol;Acc:HGNC:371],4.6037913639969785,0,0,0,0,0,0,0,0,0,0,yes,new,93.796992481203
6446,PPP3CB,protein phosphatase 3 catalytic subunit beta [Source:HGNC Symbol;Acc:HGNC:9315],4.603101005719771,1,1,1,1,1,1,1,3,4,7,yes,old,93.78709932726555
6106,PIAS1,protein inhibitor of activated STAT 1 [Source:HGNC Symbol;Acc:HGNC:2752],4.602626836659038,0,0,0,0,0,0,0,0,0,0,yes,new,93.77720617332805
1243,CD74,CD74 molecule [Source:HGNC Symbol;Acc:HGNC:1697],4.602146794678176,0,0,0,0,0,0,0,0,0,0,yes,new,93.76731301939058
4577,MACF1,microtubule actin crosslinking factor 1 [Source:HGNC Symbol;Acc:HGNC:13664],4.602137627756059,0,1,1,1,1,1,1,2,4,6,yes,old,93.75741986545309
8443,TBC1D5,TBC1 domain family member 5 [Source:HGNC Symbol;Acc:HGNC:19166],4.6008959231555595,0,0,0,1,0,0,0,0,1,1,yes,new,93.74752671151563
6504,PRKAR2B,protein kinase cAMP-dependent type II regulatory subunit beta [Source:HGNC Symbol;Acc:HGNC:9392],4.600237894476861,1,1,1,1,1,1,1,3,4,7,yes,old,93.73763355757816
7196,RPL23A,ribosomal protein L23a [Source:HGNC Symbol;Acc:HGNC:10317],4.600208754051478,1,1,0,1,1,1,1,2,4,6,yes,old,93.7277404036407
8342,SYNE2,spectrin repeat containing nuclear envelope protein 2 [Source:HGNC Symbol;Acc:HGNC:17084],4.600110323421302,0,0,0,0,0,1,0,0,1,1,yes,new,93.7178472497032
6340,POLR3B,RNA polymerase III subunit B [Source:HGNC Symbol;Acc:HGNC:30348],4.5995369566533935,0,0,0,0,0,0,0,0,0,0,yes,new,93.70795409576573
9355,VDAC3,voltage dependent anion channel 3 [Source:HGNC Symbol;Acc:HGNC:12674],4.5994810716255285,0,1,1,1,1,1,1,2,4,6,yes,old,93.69806094182827
4051,KCND2,potassium voltage-gated channel subfamily D member 2 [Source:HGNC Symbol;Acc:HGNC:6238],4.599346454531792,1,0,1,1,0,0,0,2,1,3,yes,old,93.68816778789078
6851,RAP1GDS1,Rap1 GTPase-GDP dissociation stimulator 1 [Source:HGNC Symbol;Acc:HGNC:9859],4.599028073367227,0,1,1,0,0,1,1,2,2,4,yes,old,93.67827463395331
479,APPBP2,amyloid beta precursor protein binding protein 2 [Source:HGNC Symbol;Acc:HGNC:622],4.598562592996378,0,0,1,0,0,0,0,1,0,1,yes,old,93.66838148001581
9419,VWF,von Willebrand factor [Source:HGNC Symbol;Acc:HGNC:12726],4.598505017348667,0,0,0,0,0,0,0,0,0,0,yes,new,93.65848832607836
7145,RNF31,ring finger protein 31 [Source:HGNC Symbol;Acc:HGNC:16031],4.598195786733852,0,0,0,0,1,0,0,0,1,1,yes,new,93.64859517214089
3596,HNRNPF,heterogeneous nuclear ribonucleoprotein F [Source:HGNC Symbol;Acc:HGNC:5039],4.5973023387175065,0,0,0,1,0,1,1,0,3,3,yes,new,93.63870201820342
5282,NDRG1,N-myc downstream regulated 1 [Source:HGNC Symbol;Acc:HGNC:7679],4.596985365251002,0,1,0,0,0,1,1,1,2,3,yes,old,93.62880886426592
4629,MAP1B,microtubule associated protein 1B [Source:HGNC Symbol;Acc:HGNC:6836],4.596110930020738,0,1,1,1,1,1,1,2,4,6,yes,old,93.61891571032845
7951,SNRNP70,small nuclear ribonucleoprotein U1 subunit 70 [Source:HGNC Symbol;Acc:HGNC:11150],4.596076608257842,0,0,0,0,0,0,0,0,0,0,yes,new,93.609022556391
5594,NUDC,"nuclear distribution C, dynein complex regulator [Source:HGNC Symbol;Acc:HGNC:8045]",4.595378730839734,0,0,0,0,0,1,1,0,2,2,yes,new,93.5991294024535
2779,FBXO44,F-box protein 44 [Source:HGNC Symbol;Acc:HGNC:24847],4.595343201658788,0,0,0,0,0,0,0,0,0,0,yes,new,93.58923624851604
9142,UBASH3B,ubiquitin associated and SH3 domain containing B [Source:HGNC Symbol;Acc:HGNC:29884],4.595047897004167,0,0,0,0,0,0,1,0,1,1,yes,new,93.57934309457858
3327,GRAMD1B,GRAM domain containing 1B [Source:HGNC Symbol;Acc:HGNC:29214],4.594975594269616,0,0,0,0,0,0,0,0,0,0,yes,new,93.56944994064108
3829,IL1RAPL2,interleukin 1 receptor accessory protein like 2 [Source:HGNC Symbol;Acc:HGNC:5997],4.5943382556033585,0,0,0,0,0,0,0,0,0,0,yes,new,93.55955678670358
4118,KHSRP,KH-type splicing regulatory protein [Source:HGNC Symbol;Acc:HGNC:6316],4.594244926329798,0,0,0,1,0,1,1,0,3,3,yes,new,93.54966363276613
7537,SF3B2,splicing factor 3b subunit 2 [Source:HGNC Symbol;Acc:HGNC:10769],4.594165087963174,0,1,0,0,0,0,1,1,1,2,yes,old,93.53977047882866
1866,CUL5,cullin 5 [Source:HGNC Symbol;Acc:HGNC:2556],4.5941406692469435,0,1,0,1,0,0,1,1,2,3,yes,old,93.52987732489115
198,ADRB2,adrenoceptor beta 2 [Source:HGNC Symbol;Acc:HGNC:286],4.593538437462903,1,0,1,0,0,0,0,2,0,2,yes,old,93.5199841709537
1996,DDB1,damage specific DNA binding protein 1 [Source:HGNC Symbol;Acc:HGNC:2717],4.592807895914678,0,0,0,1,1,1,1,0,4,4,yes,new,93.51009101701622
9284,USP2,ubiquitin specific peptidase 2 [Source:HGNC Symbol;Acc:HGNC:12618],4.592807875609812,0,0,0,0,0,0,0,0,0,0,yes,new,93.50019786307877
4650,MAP4,microtubule associated protein 4 [Source:HGNC Symbol;Acc:HGNC:6862],4.5927805165930184,0,1,0,1,1,1,1,1,4,5,yes,old,93.49030470914127
713,ATP8A2,ATPase phospholipid transporting 8A2 [Source:HGNC Symbol;Acc:HGNC:13533],4.5927702954234,0,1,0,1,1,0,1,1,3,4,yes,old,93.4804115552038
6951,RCN1,reticulocalbin 1 [Source:HGNC Symbol;Acc:HGNC:9934],4.592607009746992,0,0,0,0,0,0,1,0,1,1,yes,new,93.4705184012663
6688,PTPRN,protein tyrosine phosphatase receptor type N [Source:HGNC Symbol;Acc:HGNC:9676],4.592587049936371,0,0,0,1,0,0,1,0,2,2,yes,new,93.46062524732884
7655,SKAP2,src kinase associated phosphoprotein 2 [Source:HGNC Symbol;Acc:HGNC:15687],4.592543481082647,0,0,0,0,0,0,0,0,0,0,yes,new,93.45073209339137
7177,RPA3,replication protein A3 [Source:HGNC Symbol;Acc:HGNC:10291],4.592496570388484,0,0,0,0,0,0,0,0,0,0,yes,new,93.44083893945391
7176,RPA2,replication protein A2 [Source:HGNC Symbol;Acc:HGNC:10290],4.592151907486799,0,0,0,0,0,0,0,0,0,0,yes,new,93.43094578551643
3846,ILF2,interleukin enhancer binding factor 2 [Source:HGNC Symbol;Acc:HGNC:6037],4.5920734908944345,0,0,0,0,0,1,1,0,2,2,yes,new,93.42105263157896
5549,NRN1,neuritin 1 [Source:HGNC Symbol;Acc:HGNC:17972],4.592013850253919,0,1,0,1,1,0,0,1,2,3,yes,old,93.41115947764149
8552,TF,transferrin [Source:HGNC Symbol;Acc:HGNC:11740],4.591959463956467,0,0,0,0,0,0,1,0,1,1,yes,new,93.401266323704
733,AURKB,aurora kinase B [Source:HGNC Symbol;Acc:HGNC:11390],4.591878433651244,0,0,0,0,0,0,0,0,0,0,yes,new,93.39137316976652
9236,UNC5C,unc-5 netrin receptor C [Source:HGNC Symbol;Acc:HGNC:12569],4.5913291896485875,0,0,0,0,0,0,1,0,1,1,yes,new,93.38148001582906
5237,NBEA,neurobeachin [Source:HGNC Symbol;Acc:HGNC:7648],4.5912111931003015,0,1,1,1,1,1,1,2,4,6,yes,old,93.37158686189156
7227,RPS21,ribosomal protein S21 [Source:HGNC Symbol;Acc:HGNC:10409],4.59102405395542,1,0,0,0,0,0,0,1,0,1,yes,old,93.36169370795409
3995,JAK1,Janus kinase 1 [Source:HGNC Symbol;Acc:HGNC:6190],4.590403246898915,0,0,0,0,0,0,0,0,0,0,yes,new,93.35180055401663
6415,PPP1CC,protein phosphatase 1 catalytic subunit gamma [Source:HGNC Symbol;Acc:HGNC:9283],4.590053560748738,1,1,0,1,1,1,1,2,4,6,yes,old,93.34190740007915
630,ASIC2,acid sensing ion channel subunit 2 [Source:HGNC Symbol;Acc:HGNC:99],4.589785729238659,0,0,0,1,0,0,0,0,1,1,yes,new,93.33201424614168
1184,CCT3,chaperonin containing TCP1 subunit 3 [Source:HGNC Symbol;Acc:HGNC:1616],4.589696376030998,0,1,1,1,1,1,1,2,4,6,yes,old,93.32212109220421
5222,NAP1L1,nucleosome assembly protein 1 like 1 [Source:HGNC Symbol;Acc:HGNC:7637],4.589335388056966,0,1,0,1,0,1,1,1,3,4,yes,old,93.31222793826672
6256,PLXNA2,plexin A2 [Source:HGNC Symbol;Acc:HGNC:9100],4.588916559889727,0,1,0,1,1,0,1,1,3,4,yes,old,93.30233478432925
1836,CTNNA3,catenin alpha 3 [Source:HGNC Symbol;Acc:HGNC:2511],4.588603871414092,0,0,0,0,0,0,0,0,0,0,yes,new,93.29244163039176
9336,VAPB,VAMP associated protein B and C [Source:HGNC Symbol;Acc:HGNC:12649],4.5883429773676525,0,0,0,1,1,1,1,0,4,4,yes,new,93.2825484764543
6665,PTPN1,protein tyrosine phosphatase non-receptor type 1 [Source:HGNC Symbol;Acc:HGNC:9642],4.5878939534059695,0,0,0,0,0,0,1,0,1,1,yes,new,93.2726553225168
6240,PLK1,polo like kinase 1 [Source:HGNC Symbol;Acc:HGNC:9077],4.587798831656454,0,0,0,0,0,0,0,0,0,0,yes,new,93.26276216857934
1058,CAPZB,capping actin protein of muscle Z-line subunit beta [Source:HGNC Symbol;Acc:HGNC:1491],4.587637086061929,1,1,1,1,1,1,1,3,4,7,yes,old,93.25286901464187
3346,GRIN1,glutamate ionotropic receptor NMDA type subunit 1 [Source:HGNC Symbol;Acc:HGNC:4584],4.587124304184292,1,1,1,1,1,1,0,3,3,6,yes,old,93.2429758607044
5269,NCOA3,nuclear receptor coactivator 3 [Source:HGNC Symbol;Acc:HGNC:7670],4.587094143998892,0,0,0,0,0,0,0,0,0,0,yes,new,93.23308270676694
5855,PCDH15,protocadherin related 15 [Source:HGNC Symbol;Acc:HGNC:14674],4.586790803901783,1,0,0,0,0,0,0,1,0,1,yes,old,93.22318955282944
4671,MAPK8,mitogen-activated protein kinase 8 [Source:HGNC Symbol;Acc:HGNC:6881],4.586437750842324,0,0,0,0,0,0,1,0,1,1,yes,new,93.21329639889194
2220,DOCK7,dedicator of cytokinesis 7 [Source:HGNC Symbol;Acc:HGNC:19190],4.5863731684544335,0,1,0,1,1,1,1,1,4,5,yes,old,93.20340324495449
4026,KAT5,lysine acetyltransferase 5 [Source:HGNC Symbol;Acc:HGNC:5275],4.586219347297142,0,0,0,0,0,0,0,0,0,0,yes,new,93.19351009101702
8860,TPM1,tropomyosin 1 [Source:HGNC Symbol;Acc:HGNC:12010],4.5848679799597205,0,1,0,1,1,1,1,1,4,5,yes,old,93.18361693707952
2010,DDX17,DEAD-box helicase 17 [Source:HGNC Symbol;Acc:HGNC:2740],4.584790813313557,0,0,0,1,0,1,1,0,3,3,yes,new,93.17372378314207
6443,PPP2R5B,protein phosphatase 2 regulatory subunit B'beta [Source:HGNC Symbol;Acc:HGNC:9310],4.5847742804184275,0,0,0,0,0,0,1,0,1,1,yes,new,93.1638306292046
5845,PC,pyruvate carboxylase [Source:HGNC Symbol;Acc:HGNC:8636],4.5842662265852105,0,1,0,1,1,0,1,1,3,4,yes,old,93.15393747526713
8524,TECR,"trans-2,3-enoyl-CoA reductase [Source:HGNC Symbol;Acc:HGNC:4551]",4.5839815604242045,0,0,0,1,1,0,1,0,3,3,yes,new,93.14404432132963
6330,POLR2E,"RNA polymerase II, I and III subunit E [Source:HGNC Symbol;Acc:HGNC:9192]",4.583805741795387,0,0,0,0,0,0,1,0,1,1,yes,new,93.13415116739216
5963,PDHA1,pyruvate dehydrogenase E1 subunit alpha 1 [Source:HGNC Symbol;Acc:HGNC:8806],4.58373622288101,0,1,0,1,1,1,1,1,4,5,yes,old,93.12425801345468
9295,USP32,ubiquitin specific peptidase 32 [Source:HGNC Symbol;Acc:HGNC:19143],4.583700617216053,0,0,0,0,0,0,1,0,1,1,yes,new,93.11436485951721
7446,SEC23B,"SEC23 homolog B, COPII coat complex component [Source:HGNC Symbol;Acc:HGNC:10702]",4.583406969973977,0,0,0,0,0,0,1,0,1,1,yes,new,93.10447170557974
3222,GNB2,G protein subunit beta 2 [Source:HGNC Symbol;Acc:HGNC:4398],4.582895580757156,0,1,1,1,1,1,1,2,4,6,yes,old,93.09457855164227
3149,GIT2,GIT ArfGAP 2 [Source:HGNC Symbol;Acc:HGNC:4273],4.582438109830144,0,1,0,1,0,0,1,1,2,3,yes,old,93.08468539770479
4208,KLHL22,kelch like family member 22 [Source:HGNC Symbol;Acc:HGNC:25888],4.582434309224848,0,0,0,0,0,0,1,0,1,1,yes,new,93.07479224376732
702,ATP4A,ATPase H+/K+ transporting subunit alpha [Source:HGNC Symbol;Acc:HGNC:819],4.582223807109896,0,0,0,1,1,0,0,0,2,2,yes,new,93.06489908982985
3059,GANAB,glucosidase II alpha subunit [Source:HGNC Symbol;Acc:HGNC:4138],4.582077378757488,0,0,1,0,1,1,1,1,3,4,yes,old,93.05500593589235
1507,CIT,citron rho-interacting serine/threonine kinase [Source:HGNC Symbol;Acc:HGNC:1985],4.5820316883745305,0,1,1,1,1,0,1,2,3,5,yes,old,93.04511278195488
1800,CSNK1E,casein kinase 1 epsilon [Source:HGNC Symbol;Acc:HGNC:2453],4.58193650062281,0,0,0,1,1,1,1,0,4,4,yes,new,93.03521962801743
7409,SCN8A,sodium voltage-gated channel alpha subunit 8 [Source:HGNC Symbol;Acc:HGNC:10596],4.581818203809164,1,0,1,0,0,0,0,2,0,2,yes,old,93.02532647407992
5848,PCBP1,poly(rC) binding protein 1 [Source:HGNC Symbol;Acc:HGNC:8647],4.581779744468434,0,1,0,1,1,1,1,1,4,5,yes,old,93.01543332014246
6506,PRKCD,protein kinase C delta [Source:HGNC Symbol;Acc:HGNC:9399],4.581744343622363,1,0,1,1,0,0,1,2,2,4,yes,old,93.00554016620498
1057,CAPZA2,capping actin protein of muscle Z-line subunit alpha 2 [Source:HGNC Symbol;Acc:HGNC:1490],4.581295297451812,0,1,1,1,1,1,1,2,4,6,yes,old,92.99564701226751
5378,NFKBIA,NFKB inhibitor alpha [Source:HGNC Symbol;Acc:HGNC:7797],4.580978734155962,0,0,0,0,0,0,0,0,0,0,yes,new,92.98575385833004
3193,GLYR1,glyoxylate reductase 1 homolog [Source:HGNC Symbol;Acc:HGNC:24434],4.580957564694921,0,0,0,0,0,1,1,0,2,2,yes,new,92.97586070439257
3497,HELZ,helicase with zinc finger [Source:HGNC Symbol;Acc:HGNC:16878],4.580788326075528,0,0,0,0,0,0,1,0,1,1,yes,new,92.96596755045508
8014,SOS2,SOS Ras/Rho guanine nucleotide exchange factor 2 [Source:HGNC Symbol;Acc:HGNC:11188],4.580717705118904,0,0,0,0,0,0,0,0,0,0,yes,new,92.95607439651761
557,ARHGEF6,Rac/Cdc42 guanine nucleotide exchange factor 6 [Source:HGNC Symbol;Acc:HGNC:685],4.580566102512512,0,0,0,0,0,0,0,0,0,0,yes,new,92.94618124258015
6785,RABEP1,"rabaptin, RAB GTPase binding effector protein 1 [Source:HGNC Symbol;Acc:HGNC:17677]",4.580544085238908,0,1,1,1,0,1,1,2,3,5,yes,old,92.93628808864266
5812,PARK7,Parkinsonism associated deglycase [Source:HGNC Symbol;Acc:HGNC:16369],4.580338886306273,0,1,0,1,0,1,1,1,3,4,yes,old,92.9263949347052
1690,COPS7A,COP9 signalosome subunit 7A [Source:HGNC Symbol;Acc:HGNC:16758],4.5799308476349125,0,0,0,0,0,0,0,0,0,0,yes,new,92.9165017807677
8868,TPR,"translocated promoter region, nuclear basket protein [Source:HGNC Symbol;Acc:HGNC:12017]",4.579776859061044,0,0,0,0,0,0,1,0,1,1,yes,new,92.90660862683023
3212,GNAI3,G protein subunit alpha i3 [Source:HGNC Symbol;Acc:HGNC:4387],4.5794793977970665,0,1,1,0,0,1,1,2,2,4,yes,old,92.89671547289277
4404,LGR4,leucine rich repeat containing G protein-coupled receptor 4 [Source:HGNC Symbol;Acc:HGNC:13299],4.57918677175853,0,0,0,0,0,0,0,0,0,0,yes,new,92.88682231895528
4573,LZTR1,leucine zipper like transcription regulator 1 [Source:HGNC Symbol;Acc:HGNC:6742],4.578974202494342,0,0,0,1,0,0,0,0,1,1,yes,new,92.8769291650178
9083,TUBG1,tubulin gamma 1 [Source:HGNC Symbol;Acc:HGNC:12417],4.578907036641148,0,0,0,0,0,1,1,0,2,2,yes,new,92.8670360110803
5149,MYO18A,myosin XVIIIA [Source:HGNC Symbol;Acc:HGNC:31104],4.578721301695631,0,1,0,1,1,1,1,1,4,5,yes,old,92.85714285714286
9191,UBR4,ubiquitin protein ligase E3 component n-recognin 4 [Source:HGNC Symbol;Acc:HGNC:30313],4.578497839637795,0,1,0,1,0,1,1,1,3,4,yes,old,92.84724970320538
9548,YTHDC2,YTH domain containing 2 [Source:HGNC Symbol;Acc:HGNC:24721],4.578488039719437,0,0,0,1,0,0,0,0,1,1,yes,new,92.83735654926792
7071,RIF1,replication timing regulatory factor 1 [Source:HGNC Symbol;Acc:HGNC:23207],4.578233545299865,0,0,0,0,0,0,0,0,0,0,yes,new,92.82746339533043
495,ARAP2,"ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 2 [Source:HGNC Symbol;Acc:HGNC:16924]",4.5778926048810895,0,0,0,1,0,0,0,0,1,1,yes,new,92.81757024139296
1338,CDKN1A,cyclin dependent kinase inhibitor 1A [Source:HGNC Symbol;Acc:HGNC:1784],4.577148979408206,0,0,0,0,0,0,0,0,0,0,yes,new,92.80767708745549
7544,SFN,stratifin [Source:HGNC Symbol;Acc:HGNC:10773],4.576907068735502,0,1,0,1,1,1,0,1,3,4,yes,old,92.797783933518
4846,MIB2,mindbomb E3 ubiquitin protein ligase 2 [Source:HGNC Symbol;Acc:HGNC:30577],4.5768232183093165,0,0,0,0,0,0,0,0,0,0,yes,new,92.78789077958055
8083,SPOCK1,"SPARC (osteonectin), cwcv and kazal like domains proteoglycan 1 [Source:HGNC Symbol;Acc:HGNC:11251]",4.5757676202568085,0,0,0,0,0,0,1,0,1,1,yes,new,92.77799762564304
634,ASNS,asparagine synthetase (glutamine-hydrolyzing) [Source:HGNC Symbol;Acc:HGNC:753],4.575601736608324,0,0,0,0,0,0,1,0,1,1,yes,new,92.76810447170557
4926,MON2,"MON2 homolog, regulator of endosome-to-Golgi trafficking [Source:HGNC Symbol;Acc:HGNC:29177]",4.575595637651611,0,0,0,0,0,0,1,0,1,1,yes,new,92.7582113177681
7484,SERBP1,SERPINE1 mRNA binding protein 1 [Source:HGNC Symbol;Acc:HGNC:17860],4.575435986201384,0,0,0,1,1,0,0,0,2,2,yes,new,92.74831816383065
7203,RPL38,ribosomal protein L38 [Source:HGNC Symbol;Acc:HGNC:10349],4.575286945699284,1,1,0,1,1,0,0,2,2,4,yes,old,92.73842500989315
125,ACTA2,"actin alpha 2, smooth muscle [Source:HGNC Symbol;Acc:HGNC:130]",4.5749664024634855,0,1,0,0,1,0,1,1,2,3,yes,old,92.7285318559557
6258,PLXNA4,plexin A4 [Source:HGNC Symbol;Acc:HGNC:9102],4.5749211886844865,0,1,0,1,1,1,1,1,4,5,yes,old,92.7186387020182
3255,GOPC,golgi associated PDZ and coiled-coil motif containing [Source:HGNC Symbol;Acc:HGNC:17643],4.57447163708745,0,0,0,1,0,0,1,0,2,2,yes,new,92.70874554808071
8103,SPTBN4,"spectrin beta, non-erythrocytic 4 [Source:HGNC Symbol;Acc:HGNC:14896]",4.574117089381907,0,1,0,0,0,1,0,1,1,2,yes,old,92.69885239414326
7221,RPS12,ribosomal protein S12 [Source:HGNC Symbol;Acc:HGNC:10385],4.574110006525348,1,1,0,1,1,0,0,2,2,4,yes,old,92.68895924020579
7296,RUVBL1,RuvB like AAA ATPase 1 [Source:HGNC Symbol;Acc:HGNC:10474],4.573974509351573,0,0,0,1,0,1,1,0,3,3,yes,new,92.67906608626829
499,ARF1,ADP ribosylation factor 1 [Source:HGNC Symbol;Acc:HGNC:652],4.573290226274084,1,1,0,0,0,0,0,2,0,2,yes,old,92.66917293233082
7595,SHANK3,SH3 and multiple ankyrin repeat domains 3 [Source:HGNC Symbol;Acc:HGNC:14294],4.572901092501161,0,0,1,1,1,0,0,1,2,3,yes,old,92.65927977839337
8822,TOMM34,translocase of outer mitochondrial membrane 34 [Source:HGNC Symbol;Acc:HGNC:15746],4.572299662129769,0,0,0,1,0,0,0,0,1,1,yes,new,92.64938662445587
4574,LZTS2,leucine zipper tumor suppressor 2 [Source:HGNC Symbol;Acc:HGNC:29381],4.5721675389432965,0,0,0,0,0,0,0,0,0,0,yes,new,92.6394934705184
2876,FLNC,filamin C [Source:HGNC Symbol;Acc:HGNC:3756],4.571816313423708,0,1,0,0,0,0,1,1,1,2,yes,old,92.62960031658092
367,ANK1,ankyrin 1 [Source:HGNC Symbol;Acc:HGNC:492],4.5716803911955655,0,1,0,1,1,0,0,1,2,3,yes,old,92.61970716264344
8311,SUPT6H,"SPT6 homolog, histone chaperone and transcription elongation factor [Source:HGNC Symbol;Acc:HGNC:11470]",4.571587591849368,0,0,0,0,0,0,0,0,0,0,yes,new,92.60981400870598
2198,DNHD1,dynein heavy chain domain 1 [Source:HGNC Symbol;Acc:HGNC:26532],4.570989436254552,0,0,0,0,0,0,0,0,0,0,yes,new,92.5999208547685
6789,RABGAP1L,RAB GTPase activating protein 1 like [Source:HGNC Symbol;Acc:HGNC:24663],4.570274232436147,0,1,0,0,0,0,1,1,1,2,yes,old,92.59002770083104
1732,CPS1,carbamoyl-phosphate synthase 1 [Source:HGNC Symbol;Acc:HGNC:2323],4.569988418727847,0,0,0,0,0,0,1,0,1,1,yes,new,92.58013454689356
8886,TRAF4,TNF receptor associated factor 4 [Source:HGNC Symbol;Acc:HGNC:12034],4.5699526066303005,0,0,0,0,0,0,1,0,1,1,yes,new,92.57024139295609
3582,HMOX2,heme oxygenase 2 [Source:HGNC Symbol;Acc:HGNC:5014],4.569813357697957,0,1,0,1,1,0,1,1,3,4,yes,old,92.5603482390186
2460,ELMO1,engulfment and cell motility 1 [Source:HGNC Symbol;Acc:HGNC:16286],4.5697383251235015,0,0,0,1,0,0,1,0,2,2,yes,new,92.55045508508113
7556,SGCZ,sarcoglycan zeta [Source:HGNC Symbol;Acc:HGNC:14075],4.569284497255524,0,0,0,0,0,0,0,0,0,0,yes,new,92.54056193114364
1579,CLTA,clathrin light chain A [Source:HGNC Symbol;Acc:HGNC:2090],4.568934043835828,1,1,0,1,1,1,1,2,4,6,yes,old,92.53066877720616
6486,PREPL,prolyl endopeptidase like [Source:HGNC Symbol;Acc:HGNC:30228],4.568782597816555,0,0,0,1,1,0,0,0,2,2,yes,new,92.5207756232687
7675,SLC12A5,solute carrier family 12 member 5 [Source:HGNC Symbol;Acc:HGNC:13818],4.568652272961564,0,0,1,1,1,0,0,1,2,3,yes,old,92.51088246933122
3128,GGCT,gamma-glutamylcyclotransferase [Source:HGNC Symbol;Acc:HGNC:21705],4.568605443956222,0,0,0,0,0,0,0,0,0,0,yes,new,92.50098931539377
8917,TRIM2,tripartite motif containing 2 [Source:HGNC Symbol;Acc:HGNC:15974],4.568340681574019,0,1,0,1,1,1,1,1,4,5,yes,old,92.49109616145628
7900,SMARCC2,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin subfamily c member 2 [Source:HGNC Symbol;Acc:HGNC:11105]",4.567691566524787,0,0,0,0,0,0,1,0,1,1,yes,new,92.48120300751879
8745,TMPO,thymopoietin [Source:HGNC Symbol;Acc:HGNC:11875],4.567567844461215,0,0,0,0,0,1,1,0,2,2,yes,new,92.47130985358132
9192,UBR5,ubiquitin protein ligase E3 component n-recognin 5 [Source:HGNC Symbol;Acc:HGNC:16806],4.5671425544667335,0,0,0,0,0,0,1,0,1,1,yes,new,92.46141669964383
4131,KIF13A,kinesin family member 13A [Source:HGNC Symbol;Acc:HGNC:14566],4.566936507045848,0,0,0,0,0,0,0,0,0,0,yes,new,92.45152354570637
5272,NCOR1,nuclear receptor corepressor 1 [Source:HGNC Symbol;Acc:HGNC:7672],4.566871499666379,0,0,0,0,0,0,0,0,0,0,yes,new,92.44163039176891
3437,HAGH,hydroxyacylglutathione hydrolase [Source:HGNC Symbol;Acc:HGNC:4805],4.566788045735978,0,0,0,0,0,0,1,0,1,1,yes,new,92.43173723783144
3024,GABBR2,gamma-aminobutyric acid type B receptor subunit 2 [Source:HGNC Symbol;Acc:HGNC:4507],4.5667022366576715,1,1,1,1,1,1,1,3,4,7,yes,old,92.42184408389393
4206,KLHL2,kelch like family member 2 [Source:HGNC Symbol;Acc:HGNC:6353],4.56653624281325,0,0,0,0,0,0,0,0,0,0,yes,new,92.41195092995649
2724,FANCI,FA complementation group I [Source:HGNC Symbol;Acc:HGNC:25568],4.565756689918675,0,0,0,0,0,0,0,0,0,0,yes,new,92.402057776019
5283,NDRG2,NDRG family member 2 [Source:HGNC Symbol;Acc:HGNC:14460],4.565701903592246,0,1,1,1,0,0,0,2,1,3,yes,old,92.39216462208151
6900,RBFOX2,RNA binding fox-1 homolog 2 [Source:HGNC Symbol;Acc:HGNC:9906],4.5654111076012525,0,0,0,0,0,1,0,0,1,1,yes,new,92.38227146814405
3604,HNRNPUL1,heterogeneous nuclear ribonucleoprotein U like 1 [Source:HGNC Symbol;Acc:HGNC:17011],4.564893773790493,0,0,0,1,0,1,1,0,3,3,yes,new,92.37237831420656
3211,GNAI2,G protein subunit alpha i2 [Source:HGNC Symbol;Acc:HGNC:4385],4.564451296302024,0,1,1,1,1,1,1,2,4,6,yes,old,92.36248516026907
1392,CEP170B,centrosomal protein 170B [Source:HGNC Symbol;Acc:HGNC:20362],4.564445997204071,0,0,0,0,0,0,1,0,1,1,yes,new,92.35259200633163
